Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
14D,1414 DEGREES LIMITED,FPO,154867,713789803,0.02169644331554005,2026-07-29
29M,29METALS LIMITED,FPO,671499,1750076545,0.038369693138193564,2026-07-29
360,LIFE360 INC.,CDI 3:1,58743,178126863,0.032978181398725916,2026-07-29
3DP,POINTERRA LIMITED,FPO,8282,818676797,0.0010116324330125114,2026-07-29
4DX,4DMEDICAL LIMITED,FPO,305564,599638859,0.05095800504149782,2026-07-29
A1M,AIC MINES LIMITED,FPO,123005,797619821,0.015421507435181954,2026-07-29
A1N,ARN MEDIA LIMITED,FPO,5175,313050373,0.0016530885909533798,2026-07-29
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,36216,68514911,0.05285856680161199,2026-07-29
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,530158,725426194,0.07308227968398946,2026-07-29
A4N,ALPHA HPA LIMITED,FPO,1641032,1451896391,0.11302679792941231,2026-07-29
AAA,BETASHARES AUSTRALIAN HIGH INTERE,ETF UNITS,219070,100288288,0.21844026293479057,2026-07-29
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,54,602766747,8.95868928881042e-06,2026-07-29
AAI,ALCOA CORPORATION,CDI 1:1,142513,36948224,0.38571001409973044,2026-07-29
AAR,ASTRAL RESOURCES NL,FPO,371074,1801045606,0.020603253952248893,2026-07-29
ABB,AUSSIE BROADBAND LIMITED,FPO,130664,315425041,0.04142473900795974,2026-07-29
ABG,ABACUS GROUP,STAPLED,142401,893657633,0.015934625827786108,2026-07-29
ABY,ADORE BEAUTY GROUP LIMITED,FPO,177,93957928,0.00018838218739774677,2026-07-29
ACDC,GLOBAL X BATTERY TECH & LITHIUM E,ETF UNITS,2,4843402,4.129328930367539e-05,2026-07-29
ACE,ACUSENSUS LIMITED.,FPO,11097,169397853,0.006550850440825835,2026-07-29
ACF,ACROW LIMITED,FPO,99488,369425133,0.026930490406022266,2026-07-29
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,80019,186518985,0.04290126283927612,2026-07-29
ACW,ACTINOGEN MEDICAL LIMITED,FPO,117,3717491616,3.147283493429673e-06,2026-07-29
AD8,AUDINATE GROUP LIMITED,FPO,11852,84328558,0.014054550772705019,2026-07-29
ADH,ADAIRS LIMITED,FPO,15185,178614627,0.008501543381438745,2026-07-29
ADO,ANTEOTECH LTD,FPO,30000,3259767301,0.0009203110906351165,2026-07-29
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,10033,113830079,0.008814014791292554,2026-07-29
AEL,AMPLITUDE ENERGY LIMITED,FPO,60698,299880831,0.020240706882661667,2026-07-29
AEM,ADVANCED ENGINEERED MATERIALS LTD,FPO,98,365870869,2.6785406629353702e-05,2026-07-29
AESG,ISHARES GLOBAL AGGREGATE BOND ESG,ETF UNITS,4993,4405116,0.11334548284313059,2026-07-29
AEU,ATOMIC EAGLE LTD,FPO,15500,383310581,0.004043718271372216,2026-07-29
