Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
29M,29METALS LIMITED,FPO,910708,1750076545,0.052038180992820524,2026-06-10
31BB,BETASHARES 2031 FIXED TERM CORP B,ETF UNITS,163,40000,0.4075,2026-06-10
360,LIFE360 INC.,CDI 3:1,91664,180879363,0.050676870196629344,2026-06-10
3DA,AMAERO LTD,FPO,64308,953327162,0.006745638072987162,2026-06-10
4DX,4DMEDICAL LIMITED,FPO,1257009,595097682,0.21122733931267437,2026-06-10
A11,ATLANTIC LITHIUM LIMITED,FPO,20082,801503291,0.0025055418019487583,2026-06-10
A1M,AIC MINES LIMITED,FPO,88451,797619821,0.011089368352093648,2026-06-10
A1N,ARN MEDIA LIMITED,FPO,17590,313050373,0.005618904022197092,2026-06-10
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,14411,67134911,0.021465731890223255,2026-06-10
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,695320,725426194,0.09584986119208153,2026-06-10
A4N,ALPHA HPA LIMITED,FPO,405933,1451896391,0.027958813212588255,2026-06-10
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,764,602766747,0.00012674886327131778,2026-06-10
AAI,ALCOA CORPORATION,CDI 1:1,37372,38131676,0.09800775607135652,2026-06-10
AAR,ASTRAL RESOURCES NL,FPO,257012,1801045606,0.014270155022382039,2026-06-10
ABB,AUSSIE BROADBAND LIMITED,FPO,138209,293393955,0.04710696919437212,2026-06-10
ABG,ABACUS GROUP,STAPLED,122295,893657633,0.013684770932852313,2026-06-10
ACE,ACUSENSUS LIMITED.,FPO,804,169235550,0.0004750774881518688,2026-06-10
ACF,ACROW LIMITED,FPO,13202,312192848,0.004228796426495971,2026-06-10
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,141418,187522403,0.07541392267674812,2026-06-10
AD8,AUDINATE GROUP LIMITED,FPO,7581,84328558,0.008989837108325746,2026-06-10
ADH,ADAIRS LIMITED,FPO,39073,178614627,0.02187558805024406,2026-06-10
ADO,ANTEOTECH LTD,FPO,110600,3259767301,0.003392880220808129,2026-06-10
AEE,AURA ENERGY LIMITED,FPO,1153923,997441634,0.1156882729440989,2026-06-10
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,12048,113830079,0.010584197169888638,2026-06-10
AEL,AMPLITUDE ENERGY LIMITED,FPO,151369,299880831,0.05047638406737642,2026-06-10
AESG,ISHARES GLOBAL AGGREGATE BOND ESG,ETF UNITS,5087,3655116,0.13917478952788365,2026-06-10
AEU,ATOMIC EAGLE LTD,FPO,106928,381739501,0.028010724517607624,2026-06-10
AFG,AUSTRALIAN FINANCE GROUP LTD,FPO,63957,271760063,0.023534363104706815,2026-06-10
AFI,AUSTRALIAN FOUNDATION INVESTMENT,FPO,8391,1239794253,0.0006768058473973262,2026-06-10
AGE,ALLIGATOR ENERGY LIMITED,FPO,100000,4437034145,0.002253757729421305,2026-06-10
AGGG,ISHARES CORE GLOBAL AGGREGATE BON,ETF UNITS,3676,9000,40.84444444444444,2026-06-10
AGL,AGL ENERGY LIMITED.,FPO,449966,672747233,0.0668848533190474,2026-06-10
AGY,ARGOSY MINERALS LIMITED,FPO,183931,1543460934,0.01191679011423557,2026-06-10
AI1,ADISYN LTD,FPO,900936,1043277509,0.08635631385014358,2026-06-10
AIA,AUCKLAND INTERNATIONAL AIRPORT LI,FPO NZX,140916,1699968803,0.008289328589520004,2026-06-10
AINF,GLOBAL X AI INFRASTRUCTURE ETF,ETF UNITS,81891,7695000,1.0642105263157895,2026-06-10
AIS,AERIS RESOURCES LIMITED,FPO,1467690,1197168782,0.12259674843409006,2026-06-10
AIZ,AIR NEW ZEALAND LIMITED,FPO NZX,1124,3233562126,3.476042692862738e-05,2026-06-10
AKN,AUKING MINING LIMITED,FPO,128672,2028142033,0.006344328844152504,2026-06-10
AL3,AML3D LIMITED,FPO,2130,556528577,0.0003827296724782562,2026-06-10
ALD,AMPOL LIMITED,FPO,110264,238302099,0.04627067930274504,2026-06-10
ALK,ALKANE RESOURCES LIMITED,FPO,688288,1366204821,0.05037956164553748,2026-06-10
ALL,ARISTOCRAT LEISURE LIMITED,FPO,191302,603066668,0.03172153430970255,2026-06-10
ALQ,ALS LIMITED,FPO,145640,507542553,0.02869513090856049,2026-06-10
ALR,ALTAIR MINERALS LIMITED,FPO,4442,6370668602,6.972580552385794e-05,2026-06-10
ALTB,ISHARES 15+ YEAR AUSTRALIAN GOVER,ETF UNITS,13216,1995788,0.6621945817892482,2026-06-10
AMA,AMA GROUP LIMITED,FPO,76954,481483688,0.01598268060121696,2026-06-10
AMC,AMCOR PLC,CDI 1:1,36858,144061333,0.025584936104957462,2026-06-10
AMI,AURELIA METALS LIMITED,FPO,317206,1693401832,0.018731880053853633,2026-06-10
AMP,AMP LIMITED,FPO,1492660,2472845042,0.060362051590291274,2026-06-10
ANG,AUSTIN ENGINEERING LIMITED,FPO,53902,623110874,0.008650466915138445,2026-06-10
ANN,ANSELL LIMITED,FPO,68134,140780550,0.048397310565983724,2026-06-10
ANZ,ANZ GROUP HOLDINGS LIMITED,FPO,1125469,3014198826,0.03733891043589704,2026-06-10
AOV,AMOTIV LIMITED,FPO,165177,133849962,0.12340459237485626,2026-06-10
APA,APA GROUP,STAPLED,610880,1323751413,0.04614763723768731,2026-06-10
APE,EAGERS AUTOMOTIVE LIMITED,FPO,122778,282364338,0.043482119898582944,2026-06-10
APX,APPEN LIMITED,FPO,429174,268523648,0.1598272640776875,2026-06-10
APZ,ASPEN GROUP,STAPLED,43943,227665433,0.01930156871904221,2026-06-10
AQI,ALICANTO MINERALS LIMITED,FPO,14178,166059854,0.008537885381977995,2026-06-10
AQLT,BETASHARES AUSTRALIAN QUALITY ETF,ETF UNITS,6031,35923328,0.016788533623610817,2026-06-10
AQN,AQUIRIAN LIMITED,FPO,704,125828422,0.0005594920359090254,2026-06-10
AQZ,ALLIANCE AVIATION SERVICES LIMITE,FPO,4203,161060848,0.0026095727497970206,2026-06-10
AR1,AUSTRAL RESOURCES AUSTRALIA LTD,FPO,340079,2495026076,0.013630278387519344,2026-06-10
ARB,ARB CORPORATION LIMITED.,FPO,22830,83660077,0.027289001897523955,2026-06-10
ARF,ARENA REIT.,STAPLED,73462,406635304,0.018065819489200084,2026-06-10
ARR,AMERICAN RARE EARTHS LIMITED,FPO NZ,82961,580867959,0.014282247577026366,2026-06-10
ART,AIRTASKER LIMITED,FPO,60625,487477849,0.0124364625232438,2026-06-10
ARU,ARAFURA RARE EARTHS LTD,FPO,7563134,5355174672,0.14123038860981527,2026-06-10
ARX,AROA BIOSURGERY LIMITED,FPO,1540,345902653,0.0004452119654601203,2026-06-10
AS1,ASARA RESOURCES LIMITED,FPO,98815,2006182760,0.004925523335670575,2026-06-10
ASB,AUSTAL LIMITED,FPO,299032,422050221,0.07085223158786119,2026-06-10
ASG,AUTOSPORTS GROUP LIMITED.,FPO,14421,213035696,0.0067692880915130775,2026-06-10
ASIA,BETASHARES ASIA TECHNOLOGY TIGERS,ETF UNITS,4225,68169563,0.0061977806722921195,2026-06-10
ASK,ABACUS STORAGE KING,STAPLED,265764,1314102962,0.020223986071496277,2026-06-10
ASL,ANDEAN SILVER LIMITED,FPO,169668,212667063,0.07978104253971853,2026-06-10
ASM,AUSTRALIAN STRATEGIC MATERIALS LI,FPO,22334,271730693,0.008219167203169057,2026-06-10
ASN,ANSON RESOURCES LIMITED,FPO,175110,1619523345,0.010812440619681219,2026-06-10
ASX,ASX LIMITED,FPO,194592,195409849,0.09958146991864264,2026-06-10
AT4,AMERICAN TUNGSTEN & ANTIMONY LTD,FPO,376619,1547520596,0.024336929729625388,2026-06-10
ATEC,BETASHARES S&P/ASX AUSTRALIAN TEC,ETF UNITS,27783,26846688,0.10348762573618019,2026-06-10
ATOM,GLOBAL X URANIUM ETF,ETF UNITS,2226,5847479,0.0380676869468022,2026-06-10
AUB,AUB GROUP LIMITED,FPO,135859,130640517,0.10399453639639224,2026-06-10
AUC,AUSGOLD LIMITED,FPO,112818,547859741,0.02059249686682125,2026-06-10
AUE,AURUM RESOURCES LIMITED,FPO,148857,404519426,0.036798479982021924,2026-06-10
AUMF,ISHARES EDGE MSCI AUSTRALIA MULTI,ETF UNITS,1063,3795381,0.028007728341370733,2026-06-10
AUR,AURIS MINERALS LIMITED,FPO,23250,1286625957,0.0018070519931225044,2026-06-10
AVL,AUSTRALIAN VANADIUM LIMITED,FPO,6580,375629796,0.001751724722071835,2026-06-10
AVM,ADVANCE METALS LIMITED,FPO,11157,485369190,0.0022986625912534745,2026-06-10
AWJ,AURIC MINING LIMITED,FPO,13650,187093602,0.0072958133544299385,2026-06-10
AX1,ACCENT GROUP LIMITED,FPO,336151,601185674,0.055914672377905,2026-06-10
AXE,ARCHER MATERIALS LIMITED,FPO,4403,254847013,0.0017277032005079847,2026-06-10
AYA,ARTRYA LIMITED,FPO,6097,161156615,0.0037832762868592147,2026-06-10
AZJ,AURIZON HOLDINGS LIMITED,FPO,594279,1683307283,0.035304249319284865,2026-06-10
AZY,ANTIPA MINERALS LIMITED,FPO,567502,662965219,0.08560056903980659,2026-06-10
BAK,BARKLY RARE EARTHS LIMITED,FPO,5934,57021021,0.010406688438637393,2026-06-10
BANK,GLOBAL X AUSTRALIAN BANK CREDIT E,ETF UNITS,116062,18811119,0.6169861559006671,2026-06-10
BAP,BAPCOR LIMITED,FPO,1285973,672753078,0.19115081625832414,2026-06-10
BBN,BABY BUNTING GROUP LIMITED,FPO,16987,135400726,0.012545722982312517,2026-06-10
BBOZ,BETASHARES AUS EQUITIES STRONG BE,ETF UNITS,54096,8082870,0.6692672281009098,2026-06-10
BBT,BETR ENTERTAINMENT LIMITED,FPO,20662,1040136404,0.001986470228379777,2026-06-10
BC8,BLACK CAT SYNDICATE LIMITED,FPO,653604,728874974,0.08967299239444047,2026-06-10
BCI,BCI MINERALS LIMITED,FPO,6273,2937579809,0.00021354313441225044,2026-06-10
BCN,BEACON MINERALS LIMITED,FPO,164,112542384,0.00014572287716954708,2026-06-10
BCOM,GLOBAL X BLOOMBERG COMMODITY COMP,ETF UNITS,2393,5792163,0.04131444505273764,2026-06-10
BEAR,BETASHARES AUSTRALIAN EQUITIES BE,ETF UNITS,13449,4445830,0.30250819307081017,2026-06-10
BEMG,BETASHARES MSCI EMERGING MARKETS,ETF UNITS,5237,3826271,0.13686955262708783,2026-06-10
BEN,BENDIGO AND ADELAIDE BANK LIMITED,FPO,413875,579793921,0.07138312165918691,2026-06-10
BET,BETMAKERS TECHNOLOGY GROUP LTD,FPO,12498,1120282275,0.001115611688134582,2026-06-10
BGA,BEGA CHEESE LIMITED,FPO,89999,305572912,0.02945254519157117,2026-06-10
BGBL,BETASHARES GLOBAL SHARES ETF,ETF UNITS,46967,52454115,0.08953920965018665,2026-06-10
BGD,BARTON GOLD HOLDINGS LIMITED,FPO,20053,239698877,0.008365913203673457,2026-06-10
BGL,BELLEVUE GOLD LIMITED,FPO,3402191,1490655618,0.22823454048794253,2026-06-10
BHL,BLACK HORSE MINING LIMITED,FPO,106,40000000,0.000265,2026-06-10
BHM,BROKEN HILL MINES LIMITED,FPO,31482,162964093,0.019318366040303122,2026-06-10
BHP,BHP GROUP LIMITED,FPO,2677987,5081391706,0.05270184144312058,2026-06-10
BIS,BISALLOY STEEL GROUP LIMITED,FPO,512,48041013,0.0010657560447361923,2026-06-10
BKB,BLACK BEAR MINERALS LIMITED,FPO,8668,152435043,0.005686356515804572,2026-06-10
BLG,BLUGLASS LIMITED,FPO,9516,179950575,0.005288118695925256,2026-06-10
BLX,BEACON LIGHTING GROUP LIMITED,FPO,13049,229342146,0.005689752288268899,2026-06-10
BM1,BALLARD MINING LIMITED,FPO,42309,298294810,0.014183619218852651,2026-06-10
BMC,BMC MINERALS LTD.,CDI 1:1,2748,170837456,0.0016085465473098593,2026-06-10
BML,BOAB METALS LIMITED,FPO,1056008,578608493,0.1825082093981638,2026-06-10
BMN,BANNERMAN ENERGY LTD,FPO,318385,207732487,0.1532668311047564,2026-06-10
BNZ,BENZ MINING CORP.,CDI 1:1,47522,285628927,0.016637670595597624,2026-06-10
BOE,BOSS ENERGY LTD,FPO,1181007,415175320,0.2844598277180831,2026-06-10
BOL,BOOM LOGISTICS LIMITED,FPO,4139,36968491,0.011196020957414789,2026-06-10
BOQ,BANK OF QUEENSLAND LIMITED.,FPO,372129,661469455,0.05625792652814181,2026-06-10
BPT,BEACH ENERGY LIMITED,FPO,476350,2281333656,0.02088033018524845,2026-06-10
BRE,BRAZILIAN RARE EARTHS LIMITED,FPO,14369,280153716,0.005128969983036027,2026-06-10
BRG,BREVILLE GROUP LIMITED,FPO,102795,144838561,0.07097212185089301,2026-06-10
BRK,BROOKSIDE ENERGY LIMITED,FPO,2708,96364914,0.0028101514208791803,2026-06-10
BRN,BRAINCHIP HOLDINGS LTD,FPO,65677,2275825144,0.002885854397608325,2026-06-10
BSL,BLUESCOPE STEEL LIMITED,FPO,107756,438077431,0.024597478065470118,2026-06-10
BTL,BEETALOO ENERGY AUSTRALIA LIMITED,FPO,61322,1506635497,0.004070128449920624,2026-06-10
BTR,BRIGHTSTAR RESOURCES LIMITED,FPO,1056842,1097937597,0.09625701887682056,2026-06-10
BUB,BUBS AUSTRALIA LIMITED,FPO,232,894130038,2.5947008839893153e-05,2026-06-10
BUX,BUXTON RESOURCES LIMITED,FPO,18759,428569513,0.004377119564265413,2026-06-10
BVR,BELLAVISTA RESOURCES LTD,FPO,18978,208474222,0.009103283762344488,2026-06-10
BVS,BRAVURA SOLUTIONS LIMITED.,FPO,60008,448299975,0.013385679979125584,2026-06-10
BWN,BHAGWAN MARINE LIMITED,FPO,8500,397151458,0.0021402414189299035,2026-06-10
BWP,BWP GROUP,STAPLED,308960,785137249,0.039351081660373495,2026-06-10
BXB,BRAMBLES LIMITED,FPO,815826,1341008930,0.06083673134078234,2026-06-10
BXN,BIOXYNE LIMITED,FPO,15540,2288395928,0.0006790782927839575,2026-06-10
C1X,COSMOS EXPLORATION LIMITED,FPO,51529,241933188,0.02129885545095202,2026-06-10
C79,CHRYSOS CORPORATION LIMITED,FPO,19401,116501297,0.016653033485112188,2026-06-10
CAR,CAR GROUP LIMITED,FPO,274663,378858647,0.07249748743361795,2026-06-10
CAT,CATAPULT SPORTS LTD,FPO,173913,308975531,0.05628698150857778,2026-06-10
CBA,COMMONWEALTH BANK OF AUSTRALIA.,FPO,733189,1673462358,0.04381269745895294,2026-06-10
CBE,COBRE LIMITED,FPO,124089,965146412,0.012857013035240918,2026-06-10
CBO,COBRAM ESTATE OLIVES LIMITED,FPO,42235,478791191,0.00882117315312094,2026-06-10
