Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
29M,29METALS LIMITED,FPO,248380,1372336435,0.01809906038091891,2025-12-18
30BB,BETASHARES 2030 FIXED TERM CORP B,ETF UNITS,8989,600019,1.4981192262245029,2025-12-18
360,LIFE360 INC.,CDI 3:1,1027919,172997298,0.5941821126015506,2025-12-18
3DA,AMAERO LTD,FPO,97147,952170061,0.010202694243292324,2025-12-18
4DX,4DMEDICAL LIMITED,FPO,492458,518859716,0.09491158878096445,2025-12-18
A1G,AFRICAN GOLD LTD.,FPO,18674,533227972,0.0035020668420598163,2025-12-18
A1M,AIC MINES LIMITED,FPO,1036,797619821,0.00012988644122473482,2025-12-18
A1N,ARN MEDIA LIMITED,FPO,4814,313050373,0.0015377716863477432,2025-12-18
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,6638,59257366,0.011201982889350835,2025-12-18
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,289540,725426194,0.03991308866357258,2025-12-18
A4N,ALPHA HPA LIMITED,FPO,147140,1141282930,0.012892508608711075,2025-12-18
AAA,BETASHARES AUSTRALIAN HIGH INTERE,ETF UNITS,1,94406098,1.0592536088081938e-06,2025-12-18
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,11091,602766747,0.0018400152389295623,2025-12-18
AAI,ALCOA CORPORATION,CDI 1:1,22893,57510240,0.039806823967349116,2025-12-18
AAR,ASTRAL RESOURCES NL,FPO,67671,1475045606,0.004587722557508504,2025-12-18
ABB,AUSSIE BROADBAND LIMITED,FPO,105220,292576043,0.035963299975316165,2025-12-18
ABG,ABACUS GROUP,STAPLED,32766,893657633,0.0036665047989356794,2025-12-18
ABY,ADORE BEAUTY GROUP LIMITED,FPO,673,93957928,0.0007162780345688338,2025-12-18
ACDC,GLOBAL X BATTERY TECH & LITHIUM E,ETF UNITS,629,4843402,0.01298673948600591,2025-12-18
ACF,ACROW LIMITED,FPO,31665,311382672,0.010169159316610913,2025-12-18
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,140831,193269940,0.07286751369612884,2025-12-18
ACW,ACTINOGEN MEDICAL LIMITED,FPO,166005,3182678236,0.00521589013059126,2025-12-18
AD8,AUDINATE GROUP LIMITED,FPO,92606,84328558,0.10981570442601427,2025-12-18
ADH,ADAIRS LIMITED,FPO,98740,177337058,0.05567928165358422,2025-12-18
AEBD,BETASHARES ETHICAL AUSTRALIAN COM,ETF UNITS,951,1220002,0.07795069188411168,2025-12-18
