Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
14D,1414 DEGREES LIMITED,FPO,132197,714389803,0.0185048833906718,2026-09-08
29M,29METALS LIMITED,FPO,382666,1750076545,0.02186567216692799,2026-09-08
360,LIFE360 INC.,CDI 3:1,64726,174307974,0.03713312622175277,2026-09-08
4DX,4DMEDICAL LIMITED,FPO,645105,601571602,0.10723661121224269,2026-09-08
5GN,5G NETWORKS LIMITED.,FPO,1340,264100416,0.000507382767621237,2026-09-08
88E,88 ENERGY LIMITED,FPO,5948,1330952980,0.00044689783105636085,2026-09-08
A1M,AIC MINES LIMITED,FPO,109549,797619821,0.013734488175413584,2026-09-08
A1N,ARN MEDIA LIMITED,FPO,31872,313050373,0.01018110909581954,2026-09-08
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,78046,72749903,0.10727986812573483,2026-09-08
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,178736,728055850,0.02454976496652008,2026-09-08
A3D,AURORA LABS LIMITED,FPO,53095,523619656,0.010139993675103747,2026-09-08
A4N,ALPHA HPA LIMITED,FPO,399653,1451896391,0.02752627546134592,2026-09-08
AAA,BETASHARES AUSTRALIAN HIGH INTERE,ETF UNITS,35104,97893567,0.03585935325045414,2026-09-08
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,2027,602766747,0.0003362826516373837,2026-09-08
AAI,ALCOA CORPORATION,CDI 1:1,37513,41482324,0.09043128827594134,2026-09-08
AAL,ALFABS AUSTRALIA LIMITED,FPO,50,133431875,3.747230562412467e-05,2026-09-08
AAR,ASTRAL RESOURCES NL,FPO,315526,1808809680,0.017443847381444798,2026-09-08
AAU,ANTILLES GOLD LIMITED,FPO,42927,3279093233,0.0013091119083773854,2026-09-08
ABB,AUSSIE BROADBAND LIMITED,FPO,212889,315425041,0.06749273910691193,2026-09-08
ABG,ABACUS GROUP,STAPLED,266200,893657633,0.029787693874036434,2026-09-08
ABY,ADORE BEAUTY GROUP LIMITED,FPO,2944,93957928,0.003133317286434839,2026-09-08
ACE,ACUSENSUS LIMITED.,FPO,1305,170853613,0.0007638117667432646,2026-09-08
ACF,ACROW LIMITED,FPO,24778,421194772,0.0058827890674768395,2026-09-08
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,3290,186518985,0.0017638955090818235,2026-09-08
ACS,ACCENT RESOURCES NL,FPO,1,489537283,2.0427453326369017e-07,2026-09-08
ACW,ACTINOGEN MEDICAL LIMITED,FPO,270739,3750802903,0.007218161204457189,2026-09-08
AD8,AUDINATE GROUP LIMITED,FPO,20544,84328558,0.024361853786234552,2026-09-08
ADH,ADAIRS LIMITED,FPO,83244,178614627,0.04660536564007157,2026-09-08
ADO,ANTEOTECH LTD,FPO,208709,3259767301,0.0064025735805121504,2026-09-08
AEE,AURA ENERGY LIMITED,FPO,17317,997441634,0.0017361416858602875,2026-09-08
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,32045,113830079,0.02815161008541512,2026-09-08
AEL,AMPLITUDE ENERGY LIMITED,FPO,128514,299880831,0.04285502330090582,2026-09-08
AEM,ADVANCED ENGINEERED MATERIALS LTD,FPO,604,365870869,0.00016508556738907792,2026-09-08
AESG,ISHARES GLOBAL AGGREGATE BOND ESG,ETF UNITS,8053,4565116,0.17640296544490874,2026-09-08
AEU,ATOMIC EAGLE LTD,FPO,41257,383310581,0.010763334498193777,2026-09-08
AFG,AUSTRALIAN FINANCE GROUP LTD,FPO,513687,270252388,0.1900767663151972,2026-09-08
AFI,AUSTRALIAN FOUNDATION INVESTMENT,FPO,9016,1234054058,0.0007306000852679017,2026-09-08
AGD,AUSTRAL GOLD LIMITED,FPO,4326,668103679,0.0006475042925186466,2026-09-08
AGE,ALLIGATOR ENERGY LIMITED,FPO,199111,4786564637,0.004159789224632589,2026-09-08
AGGG,ISHARES CORE GLOBAL AGGREGATE BON,ETF UNITS,615,15000,4.1000000000000005,2026-09-08
AGL,AGL ENERGY LIMITED.,FPO,386242,672747233,0.057412647879296445,2026-09-08
AGVT,BETASHARES AUSTRALIAN GOVERNMENT,ETF UNITS,1047,25917532,0.004039736499601891,2026-09-08
AGX1,ANTIPODES GLOBAL VALUE ACTIVE ETF,ETF UNITS,58,61011573,9.506393155934531e-05,2026-09-08
AGY,ARGOSY MINERALS LIMITED,FPO,146430,1543460934,0.009487120585586522,2026-09-08
AHK,ARK MINES LIMITED,FPO,6990,72338268,0.00966293525302541,2026-09-08
AHL,ADRAD HOLDINGS LIMITED,FPO,28,81321356,3.443129994044861e-05,2026-09-08
AI1,ADISYN LTD,FPO,899,1177381234,7.635589680207185e-05,2026-09-08
AIA,AUCKLAND INTERNATIONAL AIRPORT LI,FPO NZX,178278,1699968803,0.010487133627710461,2026-09-08
AIH,ADVANCED INNERGY HOLDINGS LIMITED,FPO,6580,422343593,0.0015579732021648073,2026-09-08
AINF,GLOBAL X AI INFRASTRUCTURE ETF,ETF UNITS,22,10961064,0.00020071044197899037,2026-09-08
AIS,AERIS RESOURCES LIMITED,FPO,663436,1497084838,0.0443151906398507,2026-09-08
AIZ,AIR NEW ZEALAND LIMITED,FPO NZX,4714,3233562126,0.00014578349870244614,2026-09-08
AL3,AML3D LIMITED,FPO,4598,567445783,0.0008102976773729941,2026-09-08
ALD,AMPOL LIMITED,FPO,197896,238302099,0.08304416991308163,2026-09-08
ALI,ARGO GLOBAL LISTED INFRASTRUCTURE,FPO,751,188391792,0.0003986373249212471,2026-09-08
ALK,ALKANE RESOURCES LIMITED,FPO,1894787,1366204821,0.1386898194820526,2026-09-08
ALL,ARISTOCRAT LEISURE LIMITED,FPO,178604,597035578,0.02991513514124279,2026-09-08
ALQ,ALS LIMITED,FPO,117374,507542553,0.023125942702975685,2026-09-08
ALR,ALTAIR MINERALS LIMITED,FPO,225850,6628932966,0.0034070340001685273,2026-09-08
ALTB,ISHARES 15+ YEAR AUSTRALIAN GOVER,ETF UNITS,74423,2365890,3.145666112963832,2026-09-08
ALU,ALURION RESOURCES LIMITED,FPO,10386,204701236,0.005073735851795247,2026-09-08
AMA,AMA GROUP LIMITED,FPO,107519,482024735,0.02230570180179654,2026-09-08
AMC,AMCOR PLC,CDI 1:1,60052,140289945,0.042805633718082936,2026-09-08
AMH,AMCIL LIMITED,FPO,1001,316410884,0.0003163607987644319,2026-09-08
AMI,AURELIA METALS LIMITED,FPO,450789,1720484176,0.026201287189287117,2026-09-08
AMP,AMP LIMITED,FPO,1160583,2432792139,0.04770580196288607,2026-09-08
ANN,ANSELL LIMITED,FPO,108783,140313831,0.07752835142816392,2026-09-08
ANZ,ANZ GROUP HOLDINGS LIMITED,FPO,911529,3015919897,0.030223912807058217,2026-09-08
AOV,AMOTIV LIMITED,FPO,74870,133849962,0.055935764852888044,2026-09-08
APA,APA GROUP,STAPLED,469739,1323751413,0.035485438987025275,2026-09-08
APE,EAGERS AUTOMOTIVE LIMITED,FPO,135426,282362838,0.04796169388267729,2026-09-08
APX,APPEN LIMITED,FPO,358593,268523648,0.13354242826315246,2026-09-08
APZ,ASPEN GROUP,STAPLED,15575,229234220,0.006794360807038321,2026-09-08
AQLT,BETASHARES AUSTRALIAN QUALITY ETF,ETF UNITS,13,41812710,3.109102471473387e-05,2026-09-08
AQZ,ALLIANCE AVIATION SERVICES LIMITE,FPO,38297,206058508,0.01858549805669757,2026-09-08
AR1,AUSTRAL RESOURCES AUSTRALIA LTD,FPO,1358143,2654856580,0.05115692539594738,2026-09-08
AR9,ARCHTIS LIMITED,FPO,10207,483786405,0.0021098153843326787,2026-09-08
ARB,ARB CORPORATION LIMITED.,FPO,31605,83660077,0.03777787582002823,2026-09-08
ARF,ARENA REIT.,STAPLED,408663,408296569,0.10008974628439751,2026-09-08
ARG,ARGO INVESTMENTS LIMITED,FPO,6645,752443394,0.0008831229103727104,2026-09-08
ARMR,BETASHARES GLOBAL DEFENCE ETF,ETF UNITS,756,9816356,0.007701432181147465,2026-09-08
ARN,ALDORO RESOURCES LIMITED,FPO,685,236717195,0.0002893748381903562,2026-09-08
ARR,AMERICAN RARE EARTHS LIMITED,FPO NZ,6872,582607799,0.00117952420338266,2026-09-08
ARU,ARAFURA RARE EARTHS LTD,FPO,11540322,6072493037,0.19004257278986156,2026-09-08
ARX,AROA BIOSURGERY LIMITED,FPO,313,345902653,9.048788648637511e-05,2026-09-08
AS1,ASARA RESOURCES LIMITED,FPO,34512,2088351479,0.0016525953771213816,2026-09-08
