Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
10X,EXULTANT MINING LIMITED,FPO,2376,27299999,0.008703297022098792,2026-05-18
14D,1414 DEGREES LIMITED,FPO,183348,509734108,0.035969341098124046,2026-05-18
29M,29METALS LIMITED,FPO,652745,1750076545,0.03729808286756966,2026-05-18
360,LIFE360 INC.,CDI 3:1,114045,180930408,0.06303252242707594,2026-05-18
3DA,AMAERO LTD,FPO,281061,953245960,0.029484625353146002,2026-05-18
4DX,4DMEDICAL LIMITED,FPO,1823443,592730213,0.307634562910327,2026-05-18
A11,ATLANTIC LITHIUM LIMITED,FPO,1740,801503291,0.00021709205932630412,2026-05-18
A1M,AIC MINES LIMITED,FPO,26095,797619821,0.0032716087681075815,2026-05-18
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,2970,65784911,0.004514713107995236,2026-05-18
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,405907,725426194,0.05595427947836138,2026-05-18
A3D,AURORA LABS LIMITED,FPO,15250,523619656,0.002912419315290181,2026-05-18
A4N,ALPHA HPA LIMITED,FPO,724090,1451896391,0.04987201597086965,2026-05-18
AAA,BETASHARES AUSTRALIAN HIGH INTERE,ETF UNITS,35892,103346405,0.034729800228658174,2026-05-18
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,5339,602766747,0.0008857489280177562,2026-05-18
AAI,ALCOA CORPORATION,CDI 1:1,48366,37745799,0.12813611390237095,2026-05-18
AAR,ASTRAL RESOURCES NL,FPO,177777,1801045606,0.009870766148716835,2026-05-18
ABB,AUSSIE BROADBAND LIMITED,FPO,70300,293393955,0.023960957205133963,2026-05-18
ABG,ABACUS GROUP,STAPLED,321765,893657633,0.03600539939661657,2026-05-18
ACE,ACUSENSUS LIMITED.,FPO,635,169235550,0.0003752166728562645,2026-05-18
ACF,ACROW LIMITED,FPO,58728,311561220,0.01884958596580152,2026-05-18
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,191041,187672403,0.10179493465536325,2026-05-18
ACW,ACTINOGEN MEDICAL LIMITED,FPO,3072,3591209157,8.554221894907025e-05,2026-05-18
AD8,AUDINATE GROUP LIMITED,FPO,14391,84328558,0.017065393196928614,2026-05-18
ADH,ADAIRS LIMITED,FPO,141310,178614627,0.07911446132572335,2026-05-18
AEE,AURA ENERGY LIMITED,FPO,60981,997440437,0.006113748524514652,2026-05-18
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,12608,113830079,0.011076158525726755,2026-05-18
AEL,AMPLITUDE ENERGY LIMITED,FPO,69702,299880831,0.023243232909408607,2026-05-18
AEM,ADVANCED ENERGY MINERALS LTD,FPO,2347,365870869,0.0006414831567254402,2026-05-18
AESG,ISHARES GLOBAL AGGREGATE BOND ESG,ETF UNITS,14,3585116,0.00039050340351609266,2026-05-18
AEU,ATOMIC EAGLE LTD,FPO,17566,381739501,0.0046015672871118464,2026-05-18
AFG,AUSTRALIAN FINANCE GROUP LTD,FPO,84618,271760063,0.03113702545763687,2026-05-18
AFI,AUSTRALIAN FOUNDATION INVESTMENT,FPO,3435,1243982403,0.0002761293079159416,2026-05-18
AGE,ALLIGATOR ENERGY LIMITED,FPO,258910,4437034145,0.0058352041372447,2026-05-18
AGL,AGL ENERGY LIMITED.,FPO,696634,672747233,0.10355063028553547,2026-05-18
AGR,AGUIA RESOURCES LIMITED,FPO,66083,2004888229,0.003296093968937158,2026-05-18
AGY,ARGOSY MINERALS LIMITED,FPO,12840,1543460934,0.0008318966626984288,2026-05-18
AHK,ARK MINES LIMITED,FPO,937,72338238,0.0012953038751095927,2026-05-18
AI1,ADISYN LTD,FPO,395329,1042577509,0.037918427799117235,2026-05-18
AIA,AUCKLAND INTERNATIONAL AIRPORT LI,FPO NZX,156755,1699968803,0.009221051570085783,2026-05-18
AIH,ADVANCED INNERGY HOLDINGS LIMITED,FPO,4022,422343593,0.0009523052004721662,2026-05-18
AII,ALMONTY INDUSTRIES INC.,CDI 1:1,1397,4992007,0.027984736399608415,2026-05-18
AINF,GLOBAL X AI INFRASTRUCTURE ETF,ETF UNITS,29586,6095000,0.4854142739950779,2026-05-18
AIS,AERIS RESOURCES LIMITED,FPO,246387,1197168782,0.020580807293386304,2026-05-18
AIZ,AIR NEW ZEALAND LIMITED,FPO NZX,511,3233562126,1.5803005480897323e-05,2026-05-18
AKN,AUKING MINING LIMITED,FPO,5000000,2023381866,0.2471110413717625,2026-05-18
AL3,AML3D LIMITED,FPO,16576,556528577,0.0029784634042251527,2026-05-18
ALA,AROVELLA THERAPEUTICS LIMITED,FPO,3778,1208783672,0.00031254558507967667,2026-05-18
ALC,ALCIDION GROUP LIMITED,FPO,56700,1342952696,0.00422203999953845,2026-05-18
ALD,AMPOL LIMITED,FPO,54646,238302099,0.022931396840109242,2026-05-18
ALK,ALKANE RESOURCES LIMITED,FPO,1084478,1366204821,0.07937887374795027,2026-05-18
ALL,ARISTOCRAT LEISURE LIMITED,FPO,671700,603066668,0.11138072051430306,2026-05-18
ALQ,ALS LIMITED,FPO,698246,507542553,0.13757388338628623,2026-05-18
ALR,ALTAIR MINERALS LIMITED,FPO,11750,6370668602,0.00018443903982560354,2026-05-18
ALTB,ISHARES 15+ YEAR AUSTRALIAN GOVER,ETF UNITS,2571,1946788,0.13206368644146152,2026-05-18
AMA,AMA GROUP LIMITED,FPO,52805,481483688,0.010967142047811181,2026-05-18
AMC,AMCOR PLC,CDI 1:1,185572,144069449,0.1288073226406245,2026-05-18
AMI,AURELIA METALS LIMITED,FPO,42689,1693401832,0.0025209019615611236,2026-05-18
AMP,AMP LIMITED,FPO,952608,2531739839,0.03762661492012805,2026-05-18
ANN,ANSELL LIMITED,FPO,103287,141254950,0.07312097735336001,2026-05-18
ANZ,ANZ GROUP HOLDINGS LIMITED,FPO,989328,3014198826,0.03282225417468197,2026-05-18
AOV,AMOTIV LIMITED,FPO,20048,133849962,0.01497796465567917,2026-05-18
APA,APA GROUP,STAPLED,463730,1323751413,0.03503150179451404,2026-05-18
APE,EAGERS AUTOMOTIVE LIMITED,FPO,95058,282364338,0.03366501615370423,2026-05-18
APX,APPEN LIMITED,FPO,286801,268019910,0.10700734881972015,2026-05-18
APZ,ASPEN GROUP,STAPLED,98257,227665433,0.043158506192725356,2026-05-18
AQI,ALICANTO MINERALS LIMITED,FPO,100,161893186,6.17691222655906e-05,2026-05-18
AQLT,BETASHARES AUSTRALIAN QUALITY ETF,ETF UNITS,7931,34023328,0.023310476858701183,2026-05-18
AQZ,ALLIANCE AVIATION SERVICES LIMITE,FPO,13279,161060848,0.008244710098633033,2026-05-18
AR1,AUSTRAL RESOURCES AUSTRALIA LTD,FPO,79335,2495026076,0.0031797262867564514,2026-05-18
ARB,ARB CORPORATION LIMITED.,FPO,30605,83660077,0.03658256255250638,2026-05-18
ARD,ARGENT MINERALS LIMITED,FPO,173246,1701131544,0.010184162454164685,2026-05-18
ARF,ARENA REIT.,STAPLED,258110,406635304,0.06347456737302869,2026-05-18
ARG,ARGO INVESTMENTS LIMITED,FPO,1481,758823304,0.00019517060061191794,2026-05-18
ARL,ARDEA RESOURCES LIMITED,FPO,8981,219714106,0.004087584617803283,2026-05-18
ARR,AMERICAN RARE EARTHS LIMITED,FPO NZ,113222,574607799,0.019704222636212423,2026-05-18
ARU,ARAFURA RARE EARTHS LTD,FPO,12903080,4680048385,0.2757039871928589,2026-05-18
ARX,AROA BIOSURGERY LIMITED,FPO,1126,345902653,0.00032552511240785425,2026-05-18
AS1,ASARA RESOURCES LIMITED,FPO,84929,1606177828,0.005287646144745562,2026-05-18
ASB,AUSTAL LIMITED,FPO,302445,422050221,0.07166090312271155,2026-05-18
ASG,AUTOSPORTS GROUP LIMITED.,FPO,6384,213035696,0.0029966808942666584,2026-05-18
ASK,ABACUS STORAGE KING,STAPLED,69595,1314102962,0.0052960081525179606,2026-05-18
