Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
29M,29METALS LIMITED,FPO,553726,1669276711,0.03317161237265953,2026-02-05
360,LIFE360 INC.,CDI 3:1,197924,179671506,0.11015881394126012,2026-02-05
3DA,AMAERO LTD,FPO,106931,952582206,0.011225382893620836,2026-02-05
3DP,POINTERRA LIMITED,FPO,3973,811076797,0.0004898426406346821,2026-02-05
4DX,4DMEDICAL LIMITED,FPO,496636,569791242,0.08716104485158092,2026-02-05
A11,ATLANTIC LITHIUM LIMITED,FPO,93841,748743322,0.012533133484160812,2026-02-05
A1G,AFRICAN GOLD LTD.,FPO,5505,561916136,0.0009796835590426968,2026-02-05
A1M,AIC MINES LIMITED,FPO,51903,797619821,0.006507235481551556,2026-02-05
A1N,ARN MEDIA LIMITED,FPO,2150,313050373,0.0006867904290917424,2026-02-05
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,213638,725426194,0.029449998051765968,2026-02-05
A4N,ALPHA HPA LIMITED,FPO,3247359,1281282930,0.2534458958256784,2026-02-05
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,8708,602766747,0.0014446715986474283,2026-02-05
AAI,ALCOA CORPORATION,CDI 1:1,19205,52409511,0.036644112172693234,2026-02-05
AAR,ASTRAL RESOURCES NL,FPO,407140,1801045606,0.02260575738024926,2026-02-05
AAU,ANTILLES GOLD LIMITED,FPO,181020,3112301350,0.005816274828271369,2026-02-05
ABB,AUSSIE BROADBAND LIMITED,FPO,218573,292576043,0.07470639009223322,2026-02-05
ABG,ABACUS GROUP,STAPLED,197107,893657633,0.022056209528285874,2026-02-05
ABY,ADORE BEAUTY GROUP LIMITED,FPO,2099,93957928,0.002233978595185709,2026-02-05
ACE,ACUSENSUS LIMITED.,FPO,242,162348251,0.00014906227724005477,2026-02-05
ACF,ACROW LIMITED,FPO,24312,311561220,0.00780328180766528,2026-02-05
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,18133,192220870,0.009433418962259407,2026-02-05
AD8,AUDINATE GROUP LIMITED,FPO,116143,84328558,0.13772677104237926,2026-02-05
ADH,ADAIRS LIMITED,FPO,110854,177337058,0.06251034118317221,2026-02-05
