Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
1AI,ALGORAE PHARMACEUTICALS LIMITED,FPO,57725,1716791117,0.003362377602516451,2026-03-23
29M,29METALS LIMITED,FPO,720372,1747294800,0.04122784546717589,2026-03-23
360,LIFE360 INC.,CDI 3:1,315493,182891697,0.1725026369021006,2026-03-23
3DA,AMAERO LTD,FPO,85734,952582206,0.009000168117773974,2026-03-23
3PL,3P LEARNING LIMITED..,FPO,25,272906522,9.160645856605802e-06,2026-03-23
4DS,4DS MEMORY LIMITED,FPO,1250,2060898718,6.0653150447541784e-05,2026-03-23
4DX,4DMEDICAL LIMITED,FPO,888612,574357610,0.15471406394354206,2026-03-23
5GOV,VANECK 5-10 YEAR AUSTRALIAN GOVER,ETF UNITS,6401,1740670,0.3677319652777379,2026-03-23
A11,ATLANTIC LITHIUM LIMITED,FPO,9845,776122582,0.0012684851888512632,2026-03-23
A1G,AFRICAN GOLD LTD.,FPO,24478,566418128,0.004321542477185688,2026-03-23
A1M,AIC MINES LIMITED,FPO,128437,797619821,0.016102533640522457,2026-03-23
A1N,ARN MEDIA LIMITED,FPO,8611,313050373,0.0027506755278646484,2026-03-23
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,45131,63613477,0.07094565826043434,2026-03-23
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,443053,725426194,0.06107485553520004,2026-03-23
A3D,AURORA LABS LIMITED,FPO,983,523619656,0.00018773168438886872,2026-03-23
A4N,ALPHA HPA LIMITED,FPO,1530441,1451896391,0.1054097943549472,2026-03-23
AAA,BETASHARES AUSTRALIAN HIGH INTERE,ETF UNITS,302,98635681,0.00030617723417958656,2026-03-23
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,1274,602766747,0.00021135870655452732,2026-03-23
AAI,ALCOA CORPORATION,CDI 1:1,9631,38486879,0.02502411276320951,2026-03-23
AAJ,ARUMA RESOURCES LIMITED,FPO,46875,730608858,0.006415881697399294,2026-03-23
AAR,ASTRAL RESOURCES NL,FPO,566892,1801045606,0.03147571600138592,2026-03-23
AAU,ANTILLES GOLD LIMITED,FPO,30328,3120959711,0.000971752371333319,2026-03-23
ABB,AUSSIE BROADBAND LIMITED,FPO,87171,293393955,0.029711246095714548,2026-03-23
ABG,ABACUS GROUP,STAPLED,118603,893657633,0.01327163732735666,2026-03-23
ABY,ADORE BEAUTY GROUP LIMITED,FPO,2894,93957928,0.0030801019792603347,2026-03-23
ACE,ACUSENSUS LIMITED.,FPO,6083,168724890,0.0036052772059889915,2026-03-23
ACF,ACROW LIMITED,FPO,106057,311561220,0.03404050093268989,2026-03-23
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,62064,190308601,0.03261229375544619,2026-03-23
AD8,AUDINATE GROUP LIMITED,FPO,6207,84328558,0.0073604958358234945,2026-03-23
ADH,ADAIRS LIMITED,FPO,52422,177337058,0.02956065731055491,2026-03-23
ADX,ADX ENERGY LTD,FPO,75840,894356366,0.008479841244848924,2026-03-23
AEBD,BETASHARES ETHICAL AUSTRALIAN COM,ETF UNITS,1,1380007,7.246340054796823e-05,2026-03-23
AEE,AURA ENERGY LIMITED,FPO,278630,997440437,0.027934500112912507,2026-03-23
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,25608,113830079,0.022496690000540193,2026-03-23
AEL,AMPLITUDE ENERGY LIMITED,FPO,74171,299880831,0.024733491551515673,2026-03-23
AESG,ISHARES GLOBAL AGGREGATE BOND ESG,ETF UNITS,6613,3495068,0.18920948033056867,2026-03-23
AEU,ATOMIC EAGLE LTD,FPO,19088,381054814,0.00500925307821987,2026-03-23
AFG,AUSTRALIAN FINANCE GROUP LTD,FPO,46515,271760063,0.017116201507504068,2026-03-23
AGE,ALLIGATOR ENERGY LIMITED,FPO,484627,4437034145,0.010922318471362586,2026-03-23
AGGG,ISHARES CORE GLOBAL AGGREGATE BON,ETF UNITS,3590,13000,27.615384615384613,2026-03-23
AGL,AGL ENERGY LIMITED.,FPO,461558,672747233,0.0686079373291157,2026-03-23
AIA,AUCKLAND INTERNATIONAL AIRPORT LI,FPO NZX,163358,1695129603,0.009636903261608605,2026-03-23
AIH,ADVANCED INNERGY HOLDINGS LIMITED,FPO,10374,422343593,0.002456293920859834,2026-03-23
AIM,AI-MEDIA TECHNOLOGIES LIMITED,FPO,64655,209528175,0.030857425260349833,2026-03-23
AINF,GLOBAL X AI INFRASTRUCTURE ETF,ETF UNITS,39895,4645000,0.8588805166846072,2026-03-23
AIS,AERIS RESOURCES LIMITED,FPO,337017,1197168782,0.02815116841227489,2026-03-23
AIZ,AIR NEW ZEALAND LIMITED,FPO NZX,136448,3233562126,0.004219742645513655,2026-03-23
AJL,AJ LUCAS GROUP LIMITED,FPO,64329,1375729630,0.0046759914591648355,2026-03-23
AKM,ASPIRE MINING LIMITED,FPO,518,507636985,0.00010204142237587357,2026-03-23
AL3,AML3D LIMITED,FPO,397270,552528577,0.07190035349067565,2026-03-23
ALC,ALCIDION GROUP LIMITED,FPO,287,1342952696,2.1370819750750178e-05,2026-03-23
ALD,AMPOL LIMITED,FPO,127921,238302099,0.053680181809896685,2026-03-23
ALK,ALKANE RESOURCES LIMITED,FPO,1872352,1366204821,0.1370476791781135,2026-03-23
ALL,ARISTOCRAT LEISURE LIMITED,FPO,213532,612727266,0.034849436584400345,2026-03-23
ALQ,ALS LIMITED,FPO,356828,507542553,0.07030504100411852,2026-03-23
ALR,ALTAIR MINERALS LIMITED,FPO,60145,5972668602,0.0010070038036240605,2026-03-23
ALTB,ISHARES 15+ YEAR AUSTRALIAN GOVER,ETF UNITS,6617,1811535,0.3652703370346143,2026-03-23
AMA,AMA GROUP LIMITED,FPO,22879,481483688,0.004751770531424525,2026-03-23
AMC,AMCOR PLC,CDI 1:1,161503,143534829,0.11251833518399915,2026-03-23
AMI,AURELIA METALS LIMITED,FPO,491292,1693401832,0.02901213348870406,2026-03-23
AMP,AMP LIMITED,FPO,2881434,2531739839,0.11381240503519209,2026-03-23
ANG,AUSTIN ENGINEERING LIMITED,FPO,94610,622451071,0.015199588274144043,2026-03-23
ANN,ANSELL LIMITED,FPO,116492,142930880,0.0815023317564406,2026-03-23
ANZ,ANZ GROUP HOLDINGS LIMITED,FPO,1009524,3014198826,0.033492282967268326,2026-03-23
AON,APOLLO MINERALS LIMITED,FPO,80348,1154964306,0.0069567517872712505,2026-03-23
AOV,AMOTIV LIMITED,FPO,60470,133849962,0.045177450255831975,2026-03-23
APA,APA GROUP,STAPLED,515453,1323751413,0.03893880640564045,2026-03-23
APE,EAGERS AUTOMOTIVE LIMITED,FPO,95454,282364338,0.03380526049291678,2026-03-23
APX,APPEN LIMITED,FPO,66883,268019910,0.02495448938849356,2026-03-23
APZ,ASPEN GROUP,STAPLED,27664,227665433,0.012151163940640914,2026-03-23
AQI,ALICANTO MINERALS LIMITED,FPO,2839,161893186,0.0017536253811201172,2026-03-23
AQLT,BETASHARES AUSTRALIAN QUALITY ETF,ETF UNITS,33091,29423328,0.11246518408794545,2026-03-23
AQZ,ALLIANCE AVIATION SERVICES LIMITE,FPO,18782,161060848,0.011661431212630894,2026-03-23
AR1,AUSTRAL RESOURCES AUSTRALIA LTD,FPO,354818,2123510747,0.01670902775044915,2026-03-23
ARB,ARB CORPORATION LIMITED.,FPO,81051,83455453,0.09711887849916769,2026-03-23
ARD,ARGENT MINERALS LIMITED,FPO,12153,1701131544,0.0007144068336669443,2026-03-23
ARF,ARENA REIT.,STAPLED,104535,405121169,0.02580339118245386,2026-03-23
ARG,ARGO INVESTMENTS LIMITED,FPO,5948,758789060,0.0007838805688632359,2026-03-23
ARL,ARDEA RESOURCES LIMITED,FPO,4163,219147449,0.0018996342503626404,2026-03-23
ARN,ALDORO RESOURCES LIMITED,FPO,898,227297546,0.00039507685665906835,2026-03-23
ARR,AMERICAN RARE EARTHS LIMITED,FPO NZ,26092,574607799,0.004540836383600843,2026-03-23
ARU,ARAFURA RARE EARTHS LTD,FPO,2152562,4680048385,0.04599443900834799,2026-03-23
ASB,AUSTAL LIMITED,FPO,144221,422050221,0.03417152576257033,2026-03-23
ASG,AUTOSPORTS GROUP LIMITED.,FPO,533,205801557,0.0002589873506156224,2026-03-23
ASK,ABACUS STORAGE KING,STAPLED,126405,1314102962,0.009619109282549505,2026-03-23
ASL,ANDEAN SILVER LIMITED,FPO,282297,212667063,0.13274128866866422,2026-03-23
ASN,ANSON RESOURCES LIMITED,FPO,11200,1619523345,0.0006915615038571735,2026-03-23
ASX,ASX LIMITED,FPO,280872,194299425,0.14455626927357093,2026-03-23
AT4,AMERICAN TUNGSTEN & ANTIMONY LTD,FPO,202654,1343867725,0.015079906766865764,2026-03-23
ATC,ALTECH BATTERIES LTD,FPO,56262,2668771704,0.0021081608410218667,2026-03-23
ATG,ARTICORE GROUP LIMITED,FPO,1356,293560304,0.00046191531399967487,2026-03-23
ATX,AMPLIA THERAPEUTICS LIMITED,FPO,246036,513071629,0.04795353827681632,2026-03-23
AUB,AUB GROUP LIMITED,FPO,124598,130640517,0.09537469910655666,2026-03-23
AUC,AUSGOLD LIMITED,FPO,25407,547859741,0.0046375008234087415,2026-03-23
AUE,AURUM RESOURCES LIMITED,FPO,362360,356309335,0.10169814944646344,2026-03-23
AUMF,ISHARES EDGE MSCI AUSTRALIA MULTI,ETF UNITS,3,3715381,8.074542018705484e-05,2026-03-23
AVL,AUSTRALIAN VANADIUM LIMITED,FPO,114840,375629796,0.03057265457184339,2026-03-23
AVM,ADVANCE METALS LIMITED,FPO,59565,478809370,0.01244023273813543,2026-03-23
AWJ,AURIC MINING LIMITED,FPO,76539,187093602,0.040909469475070556,2026-03-23
AX1,ACCENT GROUP LIMITED,FPO,1238660,601185674,0.2060361804296754,2026-03-23
AYA,ARTRYA LIMITED,FPO,59960,158084017,0.037929198117479516,2026-03-23
AZJ,AURIZON HOLDINGS LIMITED,FPO,3336565,1683307283,0.1982148496413296,2026-03-23
AZY,ANTIPA MINERALS LIMITED,FPO,806853,662685219,0.12175509229216716,2026-03-23
BAK,BARKLY RARE EARTHS LIMITED,FPO,26838,57021021,0.04706685276645607,2026-03-23
BAP,BAPCOR LIMITED,FPO,2362676,600304653,0.3935794913786883,2026-03-23
BBN,BABY BUNTING GROUP LIMITED,FPO,8716,135400726,0.006437188527334779,2026-03-23
BBOZ,BETASHARES AUS EQUITIES STRONG BE,ETF UNITS,347941,9582870,3.6308642400449966,2026-03-23
BBT,BETR ENTERTAINMENT LIMITED,FPO,9596,1042083265,0.0009208477213190829,2026-03-23
BBUS,BETASHARES US EQY STRONG BEAR CCY,ETF UNITS,4708,5392914,0.08729974184643034,2026-03-23
BC8,BLACK CAT SYNDICATE LIMITED,FPO,1163291,728270589,0.1597333487814376,2026-03-23
BCI,BCI MINERALS LIMITED,FPO,122014,2937579809,0.004153555237075774,2026-03-23
