Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
14D,1414 DEGREES LIMITED,FPO,235151,670889428,0.03505063430512129,2026-07-14
29M,29METALS LIMITED,FPO,602250,1750076545,0.034412780499266674,2026-07-14
360,LIFE360 INC.,CDI 3:1,69256,178126863,0.03888015475801648,2026-07-14
3DP,POINTERRA LIMITED,FPO,20268,818676797,0.0024757022642233257,2026-07-14
4DX,4DMEDICAL LIMITED,FPO,443413,599638859,0.07394667529377044,2026-07-14
A1M,AIC MINES LIMITED,FPO,163441,797619821,0.0204910905793551,2026-07-14
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,5374,68514911,0.007843548100062481,2026-07-14
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,90232,725426194,0.012438481095156044,2026-07-14
A4N,ALPHA HPA LIMITED,FPO,526803,1451896391,0.036283787415241256,2026-07-14
AAA,BETASHARES AUSTRALIAN HIGH INTERE,ETF UNITS,53,100288288,5.2847646576637145e-05,2026-07-14
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,3805,602766747,0.0006312557915541416,2026-07-14
AAI,ALCOA CORPORATION,CDI 1:1,24497,36948224,0.06630088634300799,2026-07-14
AAR,ASTRAL RESOURCES NL,FPO,1011783,1801045606,0.056177533574349695,2026-07-14
ABB,AUSSIE BROADBAND LIMITED,FPO,88323,315425041,0.028001264490602064,2026-07-14
ABG,ABACUS GROUP,STAPLED,327008,893657633,0.03659208940030393,2026-07-14
ACDC,GLOBAL X BATTERY TECH & LITHIUM E,ETF UNITS,35,4843402,0.0007226325628143193,2026-07-14
ACE,ACUSENSUS LIMITED.,FPO,4,169397853,2.3613050160677065e-06,2026-07-14
ACF,ACROW LIMITED,FPO,121829,350654545,0.03474331125524125,2026-07-14
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,138736,186518985,0.07438170436108689,2026-07-14
AD8,AUDINATE GROUP LIMITED,FPO,1428,84328558,0.0016933765190198082,2026-07-14
ADH,ADAIRS LIMITED,FPO,92221,178614627,0.051631269817560915,2026-07-14
ADO,ANTEOTECH LTD,FPO,58962,3259767301,0.001808779417534258,2026-07-14
AEE,AURA ENERGY LIMITED,FPO,66454,997441634,0.006662444972695014,2026-07-14
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,10465,113830079,0.009193527837224817,2026-07-14
AEL,AMPLITUDE ENERGY LIMITED,FPO,210816,299880831,0.07029992523930281,2026-07-14
AESG,ISHARES GLOBAL AGGREGATE BOND ESG,ETF UNITS,3832,4405116,0.08698976372018354,2026-07-14
AEU,ATOMIC EAGLE LTD,FPO,11870,383310581,0.0030967055407218197,2026-07-14
AFG,AUSTRALIAN FINANCE GROUP LTD,FPO,19403,269799803,0.0071916286758741624,2026-07-14
AFI,AUSTRALIAN FOUNDATION INVESTMENT,FPO,1655,1235650665,0.0001339375316080941,2026-07-14
AGE,ALLIGATOR ENERGY LIMITED,FPO,3471315,4437034145,0.07823503012506117,2026-07-14
AGGG,ISHARES CORE GLOBAL AGGREGATE BON,ETF UNITS,212,15000,1.4133333333333333,2026-07-14
AGL,AGL ENERGY LIMITED.,FPO,535671,672747233,0.07962440776029174,2026-07-14
AGVT,BETASHARES AUSTRALIAN GOVERNMENT,ETF UNITS,376,27635983,0.0013605450546123146,2026-07-14
AGX1,ANTIPODES GLOBAL VALUE ACTIVE ETF,ETF UNITS,189,57117398,0.0003308974263848644,2026-07-14
AI1,ADISYN LTD,FPO,358700,1177021259,0.030475235451970707,2026-07-14
AIA,AUCKLAND INTERNATIONAL AIRPORT LI,FPO NZX,63019,1699968803,0.00370706802905959,2026-07-14
AII,ALMONTY INDUSTRIES INC.,CDI 1:1,18,2348863,0.0007663282192277712,2026-07-14
AINF,GLOBAL X AI INFRASTRUCTURE ETF,ETF UNITS,67584,9145000,0.7390267905959541,2026-07-14
AIS,AERIS RESOURCES LIMITED,FPO,759262,1497084838,0.0507160302962069,2026-07-14
AIZ,AIR NEW ZEALAND LIMITED,FPO NZX,240,3233562126,7.422155216077021e-06,2026-07-14
AKN,AUKING MINING LIMITED,FPO,122500,2131499657,0.0057471273616067015,2026-07-14
AL3,AML3D LIMITED,FPO,105615,567445783,0.018612350847270285,2026-07-14
ALD,AMPOL LIMITED,FPO,122952,238302099,0.051595013437124616,2026-07-14
ALFA,VANECK AUSTRALIAN LONG SHORT COMP,ETF UNITS,7004,1455077,0.481349096989369,2026-07-14
ALK,ALKANE RESOURCES LIMITED,FPO,243245,1366204821,0.01780443138986698,2026-07-14
ALL,ARISTOCRAT LEISURE LIMITED,FPO,87835,601792620,0.014595559513508159,2026-07-14
ALQ,ALS LIMITED,FPO,110253,507542553,0.021722907635687447,2026-07-14
ALTB,ISHARES 15+ YEAR AUSTRALIAN GOVER,ETF UNITS,2102,2081290,0.10099505595087663,2026-07-14
ALV,ALVO MINERALS LIMITED,FPO,19656,286985843,0.006849118337868673,2026-07-14
AMA,AMA GROUP LIMITED,FPO,4581,481267050,0.0009518623807717566,2026-07-14
AMC,AMCOR PLC,CDI 1:1,99189,140959867,0.07036683710832388,2026-07-14
AMI,AURELIA METALS LIMITED,FPO,385616,1693401832,0.022771677266025303,2026-07-14
AMP,AMP LIMITED,FPO,825789,2432792139,0.03394408370373315,2026-07-14
ANG,AUSTIN ENGINEERING LIMITED,FPO,63135,623110874,0.010132225681556634,2026-07-14
ANN,ANSELL LIMITED,FPO,34205,140313831,0.02437749704090112,2026-07-14
ANZ,ANZ GROUP HOLDINGS LIMITED,FPO,517265,3015919897,0.017151151809918247,2026-07-14
AOV,AMOTIV LIMITED,FPO,83248,133849962,0.06219501205386969,2026-07-14
APA,APA GROUP,STAPLED,429765,1323751413,0.032465687725010954,2026-07-14
APE,EAGERS AUTOMOTIVE LIMITED,FPO,27257,282362838,0.009653182477221028,2026-07-14
APX,APPEN LIMITED,FPO,208086,268523648,0.077492616218293,2026-07-14
APZ,ASPEN GROUP,STAPLED,18566,227665433,0.008154949021180566,2026-07-14
AQI,ALICANTO MINERALS LIMITED,FPO,17553,185597924,0.009457541130686354,2026-07-14
AQLT,BETASHARES AUSTRALIAN QUALITY ETF,ETF UNITS,4745,37723328,0.01257842362158503,2026-07-14
AQZ,ALLIANCE AVIATION SERVICES LIMITE,FPO,1260,161060848,0.0007823130299177364,2026-07-14
AR1,AUSTRAL RESOURCES AUSTRALIA LTD,FPO,133873,2495026076,0.005365595225145855,2026-07-14
ARB,ARB CORPORATION LIMITED.,FPO,92138,83660077,0.11013377384292869,2026-07-14
ARF,ARENA REIT.,STAPLED,214153,406635304,0.05266463533623731,2026-07-14
ARR,AMERICAN RARE EARTHS LIMITED,FPO NZ,66093,581107799,0.011373621230645366,2026-07-14
ARU,ARAFURA RARE EARTHS LTD,FPO,4172480,6070602115,0.06873255602916417,2026-07-14
ARX,AROA BIOSURGERY LIMITED,FPO,4349,345902653,0.0012572901544065348,2026-07-14
ASB,AUSTAL LIMITED,FPO,326320,422074212,0.07731341804886199,2026-07-14
ASG,AUTOSPORTS GROUP LIMITED.,FPO,1695,213035696,0.000795641308863093,2026-07-14
ASH,ASHLEY SERVICES GROUP LIMITED,FPO,5635,148575904,0.003792674214521353,2026-07-14
ASIA,BETASHARES ASIA TECHNOLOGY TIGERS,ETF UNITS,441,69049563,0.0006386716741422389,2026-07-14
ASL,ANDEAN SILVER LIMITED,FPO,188921,212700397,0.08882023854426563,2026-07-14
ASM,AUSTRALIAN STRATEGIC MATERIALS LI,FPO,4440,271730693,0.0016339707343991502,2026-07-14
ASN,ANSON RESOURCES LIMITED,FPO,30420,1619523345,0.0018783304417263587,2026-07-14
ASX,ASX LIMITED,FPO,149333,195409849,0.07642040601546138,2026-07-14
AT4,AMERICAN TUNGSTEN & ANTIMONY LTD,FPO,14073,1820094840,0.0007732014667982906,2026-07-14
ATEC,BETASHARES S&P/ASX AUSTRALIAN TEC,ETF UNITS,30,29021688,0.00010337096863559419,2026-07-14
ATG,ARTICORE GROUP LIMITED,FPO,47,291575014,1.611935102230673e-05,2026-07-14
ATH,ALTERITY THERAPEUTICS LIMITED,FPO,2803,217589158,0.001288207567768611,2026-07-14
ATOM,GLOBAL X URANIUM ETF,ETF UNITS,2044,6147479,0.033249401909302985,2026-07-14
AUB,AUB GROUP LIMITED,FPO,41598,130640517,0.03184157637710512,2026-07-14
AUC,AUSGOLD LIMITED,FPO,49521,547859741,0.009038992335813921,2026-07-14
AUE,AURUM RESOURCES LIMITED,FPO,23490,410898942,0.0057167341160980645,2026-07-14
AUI,AUSTRALIAN UNITED INVESTMENT COMP,FPO,887,217674671,0.0004074888437525191,2026-07-14
AVL,AUSTRALIAN VANADIUM LIMITED,FPO,16920,375629796,0.00450443499961329,2026-07-14
AVM,ADVANCE METALS LIMITED,FPO,30666,485369190,0.006318077173378063,2026-07-14
AVNG,AVANTIS GLOBAL EQUITY ACTIVE ETF,ETF UNITS,1,706901,0.00014146252445533392,2026-07-14
AVR,ANTERIS TECHNOLOGIES GLOBAL CORP.,CDI 1:1,359,15193455,0.0023628595339243116,2026-07-14
AVSV,AVANTIS GLOBAL SMALL CAP VALUE AC,ETF UNITS,5024,1644478,0.3055072795136208,2026-07-14
AW1,AMERICAN WEST METALS LIMITED,FPO,86448,1229570064,0.007030750221648206,2026-07-14
AX1,ACCENT GROUP LIMITED,FPO,11552,601185674,0.0019215361409293994,2026-07-14
AYA,ARTRYA LIMITED,FPO,31473,162963615,0.0193128999991808,2026-07-14
AZJ,AURIZON HOLDINGS LIMITED,FPO,1351655,1683307283,0.0802975792744788,2026-07-14
AZY,ANTIPA MINERALS LIMITED,FPO,120304,663648880,0.018127658107401613,2026-07-14
B4P,BEFOREPAY GROUP LIMITED,FPO,94,49796881,0.0001887668426462292,2026-07-14
BAOR,AORIS INT FUND (CLASS B) (UNHEDGE,ETF UNITS,63555,59353411,0.10707893435138882,2026-07-14
BAP,BAPCOR LIMITED,FPO,166232,672753078,0.024709214336734703,2026-07-14
BB1,BLINKLAB LIMITED,FPO,88,152873007,5.756411921693932e-05,2026-07-14
BBN,BABY BUNTING GROUP LIMITED,FPO,16759,135400726,0.012377333929509357,2026-07-14
BBOZ,BETASHARES AUS EQUITIES STRONG BE,ETF UNITS,41143,7682870,0.5355160246105948,2026-07-14
BBUS,BETASHARES US EQY STRONG BEAR CCY,ETF UNITS,31642,4827914,0.6553969271200771,2026-07-14
BC8,BLACK CAT SYNDICATE LIMITED,FPO,690366,728874974,0.0947166557539126,2026-07-14
BCI,BCI MINERALS LIMITED,FPO,684,2937579809,2.3284473766615544e-05,2026-07-14
