Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
14D,1414 DEGREES LIMITED,FPO,147732,714389803,0.020679466501287675,2026-09-14
29M,29METALS LIMITED,FPO,481830,1750076545,0.02753193861014805,2026-09-14
360,LIFE360 INC.,CDI 3:1,27395,174307974,0.015716435324984044,2026-09-14
4DX,4DMEDICAL LIMITED,FPO,162599,601571602,0.027029035190394506,2026-09-14
5GN,5G NETWORKS LIMITED.,FPO,787,264100416,0.00029799271501336824,2026-09-14
A1M,AIC MINES LIMITED,FPO,197175,799484913,0.024662754330174584,2026-09-14
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,6778,72749903,0.00931685091044039,2026-09-14
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,385109,728055850,0.05289552992397493,2026-09-14
A3D,AURORA LABS LIMITED,FPO,7083,523619656,0.001352699410504941,2026-09-14
A4N,ALPHA HPA LIMITED,FPO,420431,1451896391,0.028957369314102796,2026-09-14
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,16517,602766747,0.002740197610801513,2026-09-14
AAI,ALCOA CORPORATION,CDI 1:1,25353,41482324,0.06111759794364463,2026-09-14
AAJ,ARUMA RESOURCES LIMITED,FPO,15441,837633459,0.0018434077380855914,2026-09-14
AAR,ASTRAL RESOURCES NL,FPO,216797,1808809680,0.011985616972151543,2026-09-14
AASF,AIRLIE AUSTRALIAN SHARE FUND - AC,ETF UNITS,58,212143315,2.7340008333517367e-05,2026-09-14
AAU,ANTILLES GOLD LIMITED,FPO,741824,3279093233,0.022622839525709818,2026-09-14
ABB,AUSSIE BROADBAND LIMITED,FPO,134283,315425041,0.04257207974810091,2026-09-14
ABG,ABACUS GROUP,STAPLED,323583,893657633,0.03620883300842349,2026-09-14
ACE,ACUSENSUS LIMITED.,FPO,4181,170853613,0.0024471241354433633,2026-09-14
ACF,ACROW LIMITED,FPO,33060,421194772,0.007849100273257904,2026-09-14
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,34946,186518985,0.01873589436485514,2026-09-14
ACW,ACTINOGEN MEDICAL LIMITED,FPO,6577,3803385954,0.00017292486430631646,2026-09-14
AD8,AUDINATE GROUP LIMITED,FPO,7258,84328558,0.008606811467118884,2026-09-14
ADH,ADAIRS LIMITED,FPO,39344,178614627,0.022027311346679353,2026-09-14
ADO,ANTEOTECH LTD,FPO,137950,3259767301,0.004231897165103811,2026-09-14
ADX,ADX ENERGY LTD,FPO,4982,1083863398,0.00045965201972804326,2026-09-14
AEE,AURA ENERGY LIMITED,FPO,87652,997441634,0.008787682107121669,2026-09-14
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,6237,113830079,0.005479219600647031,2026-09-14
AEL,AMPLITUDE ENERGY LIMITED,FPO,41090,299880831,0.013702109555645457,2026-09-14
AEM,ADVANCED ENGINEERED MATERIALS LTD,FPO,881,365870869,0.00024079533918837357,2026-09-14
AESG,ISHARES GLOBAL AGGREGATE BOND ESG,ETF UNITS,273,4715116,0.00578988936857545,2026-09-14
AEU,ATOMIC EAGLE LTD,FPO,212653,383427745,0.05546103608125698,2026-09-14
AFG,AUSTRALIAN FINANCE GROUP LTD,FPO,191270,270252388,0.07077458275780342,2026-09-14
AFI,AUSTRALIAN FOUNDATION INVESTMENT,FPO,14134,1229297393,0.001149762464354303,2026-09-14
AGE,ALLIGATOR ENERGY LIMITED,FPO,1233942,4833698116,0.025527907833456435,2026-09-14
AGGG,ISHARES CORE GLOBAL AGGREGATE BON,ETF UNITS,578,41000,1.4097560975609758,2026-09-14
AGL,AGL ENERGY LIMITED.,FPO,273783,672747233,0.04069626548727849,2026-09-14
AGVT,BETASHARES AUSTRALIAN GOVERNMENT,ETF UNITS,180018,25917532,0.6945800240547595,2026-09-14
AGY,ARGOSY MINERALS LIMITED,FPO,51050,1626794268,0.0031380735108417534,2026-09-14
AI1,ADISYN LTD,FPO,5920,1177381234,0.0005028107998534653,2026-09-14
AIA,AUCKLAND INTERNATIONAL AIRPORT LI,FPO NZX,160967,1699968803,0.009468820822825418,2026-09-14
AIH,ADVANCED INNERGY HOLDINGS LIMITED,FPO,1847,422343593,0.00043732165720340407,2026-09-14
AIM,AI-MEDIA TECHNOLOGIES LIMITED,FPO,65,210206965,3.092190594160379e-05,2026-09-14
AINF,GLOBAL X AI INFRASTRUCTURE ETF,ETF UNITS,22,10961064,0.00020071044197899037,2026-09-14
AIS,AERIS RESOURCES LIMITED,FPO,761290,1500722109,0.0507282457847764,2026-09-14
AIZ,AIR NEW ZEALAND LIMITED,FPO NZX,6039,3233562126,0.00018675998062453803,2026-09-14
AKM,ASPIRE MINING LIMITED,FPO,1,507636985,1.9699116288778682e-07,2026-09-14
AL3,AML3D LIMITED,FPO,37209,567445783,0.0065572784422296086,2026-09-14
ALA,AROVELLA THERAPEUTICS LIMITED,FPO,2570,1208851853,0.00021259842499492783,2026-09-14
ALD,AMPOL LIMITED,FPO,141583,238302099,0.059413240837631054,2026-09-14
ALK,ALKANE RESOURCES LIMITED,FPO,627111,1366204821,0.045901682555986235,2026-09-14
ALL,ARISTOCRAT LEISURE LIMITED,FPO,232157,597035578,0.03888495234701072,2026-09-14
ALQ,ALS LIMITED,FPO,78409,507542553,0.0154487539097042,2026-09-14
ALR,ALTAIR MINERALS LIMITED,FPO,284328,6628932966,0.004289197091874771,2026-09-14
ALTB,ISHARES 15+ YEAR AUSTRALIAN GOVER,ETF UNITS,693,3189093,0.02173031642539117,2026-09-14
ALU,ALURION RESOURCES LIMITED,FPO,1608,204701236,0.0007855350712195993,2026-09-14
AMA,AMA GROUP LIMITED,FPO,32345,482024735,0.00671023656078562,2026-09-14
AMC,AMCOR PLC,CDI 1:1,181560,136766219,0.1327520796637655,2026-09-14
AMI,AURELIA METALS LIMITED,FPO,595277,1720484176,0.03459938825964535,2026-09-14
AMP,AMP LIMITED,FPO,2619308,2432792139,0.10766674053282116,2026-09-14
AMX,AEROMETREX LIMITED,FPO,2299,94990639,0.0024202384826572227,2026-09-14
ANG,AUSTIN ENGINEERING LIMITED,FPO,4330,623110874,0.0006949004070822876,2026-09-14
ANN,ANSELL LIMITED,FPO,57022,140313831,0.040638901805767104,2026-09-14
ANZ,ANZ GROUP HOLDINGS LIMITED,FPO,559972,3015919897,0.018567204008203803,2026-09-14
AON,APOLLO MINERALS LIMITED,FPO,8830,1259952824,0.0007008198903802767,2026-09-14
AOV,AMOTIV LIMITED,FPO,37826,133849962,0.028260000551961307,2026-09-14
