Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
29M,29METALS LIMITED,FPO,1200162,1747294800,0.06868686383087731,2026-03-16
360,LIFE360 INC.,CDI 3:1,110207,182891697,0.06025806628061415,2026-03-16
3DA,AMAERO LTD,FPO,47988,952582206,0.005037675457061813,2026-03-16
4DX,4DMEDICAL LIMITED,FPO,234080,573784088,0.04079583329260954,2026-03-16
A11,ATLANTIC LITHIUM LIMITED,FPO,10292,748743322,0.0013745698555959877,2026-03-16
A1G,AFRICAN GOLD LTD.,FPO,12,566418128,2.1185762613868883e-06,2026-03-16
A1M,AIC MINES LIMITED,FPO,277416,797619821,0.034780479709267405,2026-03-16
A1N,ARN MEDIA LIMITED,FPO,1250,313050373,0.00039929676109985024,2026-03-16
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,964,63613477,0.001515402152911717,2026-03-16
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,173388,725426194,0.023901535598533957,2026-03-16
A3D,AURORA LABS LIMITED,FPO,30100,523619656,0.0057484473042776684,2026-03-16
A4N,ALPHA HPA LIMITED,FPO,2164628,1451896391,0.14908970181467998,2026-03-16
AAA,BETASHARES AUSTRALIAN HIGH INTERE,ETF UNITS,196521,98635681,0.1992392590669091,2026-03-16
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,4388,602766747,0.0007279764555425948,2026-03-16
AAI,ALCOA CORPORATION,CDI 1:1,14630,38486879,0.03801295501253817,2026-03-16
AAR,ASTRAL RESOURCES NL,FPO,306849,1801045606,0.01703726984912341,2026-03-16
AAU,ANTILLES GOLD LIMITED,FPO,153132,3120885228,0.004906684764506181,2026-03-16
ABB,AUSSIE BROADBAND LIMITED,FPO,80053,293393955,0.027285156573863288,2026-03-16
ABG,ABACUS GROUP,STAPLED,76763,893657633,0.008589754864209839,2026-03-16
ACE,ACUSENSUS LIMITED.,FPO,8128,168724890,0.004817309408232538,2026-03-16
ACF,ACROW LIMITED,FPO,33150,311561220,0.010639963471705496,2026-03-16
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,76300,190308601,0.040092775417964424,2026-03-16
AD8,AUDINATE GROUP LIMITED,FPO,57180,84328558,0.06780621103470072,2026-03-16
ADH,ADAIRS LIMITED,FPO,148763,177337058,0.08388714782896646,2026-03-16
ADV,ARDIDEN LTD,FPO,8363,214906395,0.0038914616756751236,2026-03-16
