Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
29BB,BETASHARES 2029 FIXED TERM CORP B,ETF UNITS,2011,100017,2.010658188108022,2025-11-04
29M,29METALS LIMITED,FPO,481070,1371336435,0.0350803776317662,2025-11-04
360,LIFE360 INC.,CDI 3:1,75096,166577253,0.04508178556648428,2025-11-04
3DA,AMAERO LTD,FPO,11513,933184825,0.001233732020878072,2025-11-04
4DX,4DMEDICAL LIMITED,FPO,74152,515808482,0.014375878371073394,2025-11-04
5GOV,VANECK 5-10 YEAR AUSTRALIAN GOVER,ETF UNITS,2015,1540453,0.13080567858935002,2025-11-04
A1G,AFRICAN GOLD LTD.,FPO,12596,533227972,0.0023622166618070817,2025-11-04
A1M,AIC MINES LIMITED,FPO,161639,797619821,0.020265168410352228,2025-11-04
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,277269,725426194,0.03822153132783072,2025-11-04
A300,GLOBAL X AUSTRALIA 300 ETF,ETF UNITS,612,120000,0.51,2025-11-04
A4N,ALPHA HPA LIMITED,FPO,94363,1137271758,0.008297313226694934,2025-11-04
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,2692,602766747,0.00044660725121254904,2025-11-04
AAI,ALCOA CORPORATION,CDI 1:1,59804,57076637,0.10477842273713497,2025-11-04
AAR,ASTRAL RESOURCES NL,FPO,231624,1474405445,0.015709654409204927,2025-11-04
ABB,AUSSIE BROADBAND LIMITED,FPO,47723,292576043,0.01631131500401077,2025-11-04
ABG,ABACUS GROUP,STAPLED,51149,893657633,0.005723556551326407,2025-11-04
ABV,ADVANCED BRAKING TECHNOLOGY LTD,FPO,5000,397855885,0.0012567364687844193,2025-11-04
ABY,ADORE BEAUTY GROUP LIMITED,FPO,1427,93957928,0.0015187648667603654,2025-11-04
ACDC,GLOBAL X BATTERY TECH & LITHIUM E,ETF UNITS,658,4853402,0.013557500491407883,2025-11-04
ACE,ACUSENSUS LIMITED.,FPO,3005,141613597,0.0021219713810390678,2025-11-04
ACF,ACROW LIMITED,FPO,38700,310692512,0.012456045287631522,2025-11-04
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,94427,195791386,0.04822837302964902,2025-11-04
AD8,AUDINATE GROUP LIMITED,FPO,24366,84328558,0.028894126234199333,2025-11-04
ADG,ADELONG GOLD LIMITED,FPO,3907,2566836362,0.00015221071579942031,2025-11-04
ADH,ADAIRS LIMITED,FPO,94160,177337058,0.0530966291320791,2025-11-04
ADV,ARDIDEN LTD,FPO,2700,62517506,0.004318790324105379,2025-11-04
AEE,AURA ENERGY LIMITED,FPO,344500,896733047,0.038417230317597514,2025-11-04
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,4546,113419775,0.004008119395405255,2025-11-04
AEL,AMPLITUDE ENERGY LIMITED,FPO,676096,3277289593,0.02062973017227654,2025-11-04
AESG,ISHARES GLOBAL AGGREGATE BOND ESG,ETF UNITS,723,3105042,0.023284709192339426,2025-11-04
AFG,AUSTRALIAN FINANCE GROUP LTD,FPO,63694,271760063,0.023437586559582158,2025-11-04
AFI,AUSTRALIAN FOUNDATION INVESTMENT,FPO,2406,1258533413,0.00019117490049507332,2025-11-04
AGE,ALLIGATOR ENERGY LIMITED,FPO,1144554,4437034145,0.025795474242400723,2025-11-04
AGL,AGL ENERGY LIMITED.,FPO,1101962,672747233,0.16380030209652308,2025-11-04
AGVT,BETASHARES AUSTRALIAN GOVERNMENT,ETF UNITS,37281,25270878,0.14752554303811685,2025-11-04
AGY,ARGOSY MINERALS LIMITED,FPO,10250,1535920934,0.0006673520604544348,2025-11-04
AHX,APIAM ANIMAL HEALTH LIMITED,FPO,61630,183942523,0.033505031351559744,2025-11-04
AIA,AUCKLAND INTERNATIONAL AIRPORT LI,FPO NZX,103214,1694973503,0.006089416726415929,2025-11-04
AINF,GLOBAL X AI INFRASTRUCTURE ETF,ETF UNITS,18409,1600000,1.1505625,2025-11-04
AIS,AERIS RESOURCES LIMITED,FPO,457838,971422170,0.04713069293034562,2025-11-04
AIZ,AIR NEW ZEALAND LIMITED,FPO NZX,1817,3247949963,5.5942980055077906e-05,2025-11-04
AJL,AJ LUCAS GROUP LIMITED,FPO,11147,1375729630,0.0008102609522192234,2025-11-04
AL3,AML3D LIMITED,FPO,125452,552528577,0.022705069967810913,2025-11-04
ALC,ALCIDION GROUP LIMITED,FPO,46500,1342952696,0.003462519576341057,2025-11-04
ALD,AMPOL LIMITED,FPO,42082,238302099,0.017659097497080795,2025-11-04
ALK,ALKANE RESOURCES LIMITED,FPO,807725,1365794967,0.05913955018989318,2025-11-04
