Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
14D,1414 DEGREES LIMITED,FPO,98407,713789803,0.013786551669189368,2026-08-27
29M,29METALS LIMITED,FPO,469931,1750076545,0.02685202549240496,2026-08-27
360,LIFE360 INC.,CDI 3:1,85336,175935231,0.048504213462509965,2026-08-27
3PL,3P LEARNING LIMITED..,FPO,51,272906522,1.8687717547475836e-05,2026-08-27
4DX,4DMEDICAL LIMITED,FPO,113526,599933300,0.01892310361835224,2026-08-27
A1M,AIC MINES LIMITED,FPO,69046,797619821,0.008656505039385174,2026-08-27
A1N,ARN MEDIA LIMITED,FPO,23171,313050373,0.007401684201155704,2026-08-27
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,20,70409903,2.840509523212949e-05,2026-08-27
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,293444,728055850,0.04030514966674603,2026-08-27
A3D,AURORA LABS LIMITED,FPO,2406,523619656,0.0004594938277107,2026-08-27
A4N,ALPHA HPA LIMITED,FPO,988162,1451896391,0.06806009065973359,2026-08-27
AAA,BETASHARES AUSTRALIAN HIGH INTERE,ETF UNITS,12604,98660365,0.012775140250089283,2026-08-27
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,599,602766747,9.937509044439705e-05,2026-08-27
AAI,ALCOA CORPORATION,CDI 1:1,16202,38432237,0.04215731704610377,2026-08-27
AAR,ASTRAL RESOURCES NL,FPO,203572,1801045606,0.011302989736729632,2026-08-27
AAU,ANTILLES GOLD LIMITED,FPO,2166967,3279093233,0.06608433630956781,2026-08-27
ABB,AUSSIE BROADBAND LIMITED,FPO,369206,315425041,0.11705031370670409,2026-08-27
ABG,ABACUS GROUP,STAPLED,803523,893657633,0.089913963729329,2026-08-27
ABY,ADORE BEAUTY GROUP LIMITED,FPO,58,93957928,6.17297563224255e-05,2026-08-27
ACE,ACUSENSUS LIMITED.,FPO,2145,169397853,0.0012662498148663078,2026-08-27
ACF,ACROW LIMITED,FPO,64517,413316378,0.015609591933470394,2026-08-27
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,32133,186518985,0.01722773689766755,2026-08-27
AD8,AUDINATE GROUP LIMITED,FPO,4380,84328558,0.005193969995312857,2026-08-27
ADH,ADAIRS LIMITED,FPO,34530,178614627,0.019332123342843587,2026-08-27
ADN,ANDROMEDA METALS LIMITED,FPO,42370,4623633361,0.0009163788884600533,2026-08-27
ADO,ANTEOTECH LTD,FPO,10306,3259767301,0.000316157536669517,2026-08-27
AEBD,BETASHARES ETHICAL AUSTRALIAN COM,ETF UNITS,10,1340057,0.0007462369138029203,2026-08-27
AEE,AURA ENERGY LIMITED,FPO,264894,997441634,0.026557343404416185,2026-08-27
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,4322,113830079,0.0037968874641648976,2026-08-27
AEG,ALAND EQUITY GROUP LIMITED,FPO,30752,744844257,0.004128648332989698,2026-08-27
AEL,AMPLITUDE ENERGY LIMITED,FPO,69944,299880831,0.02332393163202886,2026-08-27
AEM,ADVANCED ENGINEERED MATERIALS LTD,FPO,22,365870869,6.013050467814097e-06,2026-08-27
AESG,ISHARES GLOBAL AGGREGATE BOND ESG,ETF UNITS,640,4565116,0.014019358982334734,2026-08-27
AEU,ATOMIC EAGLE LTD,FPO,27932,383310581,0.0072870412100625,2026-08-27
AFG,AUSTRALIAN FINANCE GROUP LTD,FPO,166064,270731955,0.06133889883815156,2026-08-27
AFI,AUSTRALIAN FOUNDATION INVESTMENT,FPO,4248,1227117155,0.0003461772156546862,2026-08-27
AGD,AUSTRAL GOLD LIMITED,FPO,2262,668103679,0.000338570205658155,2026-08-27
AGE,ALLIGATOR ENERGY LIMITED,FPO,389581,4770367479,0.008166687403329079,2026-08-27
AGL,AGL ENERGY LIMITED.,FPO,504759,672747233,0.07502951706677624,2026-08-27
AGVT,BETASHARES AUSTRALIAN GOVERNMENT,ETF UNITS,15,27876717,5.3808344791820356e-05,2026-08-27
AGX1,ANTIPODES GLOBAL VALUE ACTIVE ETF,ETF UNITS,188,61011573,0.0003081382609164986,2026-08-27
AGY,ARGOSY MINERALS LIMITED,FPO,147333,1543460934,0.0095456254677062,2026-08-27
AHK,ARK MINES LIMITED,FPO,9429,72338268,0.013034594635304235,2026-08-27
AIA,AUCKLAND INTERNATIONAL AIRPORT LI,FPO NZX,112630,1699968803,0.006625415701819794,2026-08-27
AIH,ADVANCED INNERGY HOLDINGS LIMITED,FPO,43795,422343593,0.01036951920802549,2026-08-27
AII,ALMONTY INDUSTRIES INC.,CDI 1:1,189,2133325,0.008859409607068778,2026-08-27
AIM,AI-MEDIA TECHNOLOGIES LIMITED,FPO,238,210206965,0.00011322174790925697,2026-08-27
AINF,GLOBAL X AI INFRASTRUCTURE ETF,ETF UNITS,36152,10111064,0.3575489186894673,2026-08-27
AIS,AERIS RESOURCES LIMITED,FPO,2486731,1497084838,0.16610488175954663,2026-08-27
AIZ,AIR NEW ZEALAND LIMITED,FPO NZX,159200,3233562126,0.004923362959997757,2026-08-27
AKA,AUREKA LIMITED,FPO,700,159149010,0.000439839368149384,2026-08-27
AKN,AUKING MINING LIMITED,FPO,73486,2375066986,0.0030940601015958043,2026-08-27
AL3,AML3D LIMITED,FPO,145925,567445783,0.02571611321675819,2026-08-27
ALA,AROVELLA THERAPEUTICS LIMITED,FPO,11165,1208851853,0.0009236036634507272,2026-08-27
ALC,ALCIDION GROUP LIMITED,FPO,27634,1343558756,0.0020567764436496294,2026-08-27
ALD,AMPOL LIMITED,FPO,74033,238302099,0.031066868613691897,2026-08-27
ALK,ALKANE RESOURCES LIMITED,FPO,1317652,1366204821,0.09644615358885489,2026-08-27
ALL,ARISTOCRAT LEISURE LIMITED,FPO,290412,597035578,0.048642327308675064,2026-08-27
ALQ,ALS LIMITED,FPO,125711,507542553,0.02476856359273584,2026-08-27
ALR,ALTAIR MINERALS LIMITED,FPO,24028,6628932966,0.0003624716092807145,2026-08-27
ALTB,ISHARES 15+ YEAR AUSTRALIAN GOVER,ETF UNITS,4,2365890,0.00016906956790045183,2026-08-27
ALU,ALURION RESOURCES LIMITED,FPO,8936,204701236,0.004365386440558668,2026-08-27
AMA,AMA GROUP LIMITED,FPO,9653,481267050,0.0020057471210630355,2026-08-27
AMC,AMCOR PLC,CDI 1:1,16664,140289945,0.011878256848700025,2026-08-27
AMI,AURELIA METALS LIMITED,FPO,526344,1693401832,0.031082049756516385,2026-08-27
AMP,AMP LIMITED,FPO,1165121,2432792139,0.047892336600484225,2026-08-27
AMX,AEROMETREX LIMITED,FPO,600,94990639,0.0006316411872963609,2026-08-27
ANG,AUSTIN ENGINEERING LIMITED,FPO,64960,623110874,0.010425110957058984,2026-08-27
ANN,ANSELL LIMITED,FPO,346922,140313831,0.24724718691488085,2026-08-27
ANZ,ANZ GROUP HOLDINGS LIMITED,FPO,866465,3015919897,0.028729708665733836,2026-08-27
AON,APOLLO MINERALS LIMITED,FPO,4697,1259952824,0.000372791735573744,2026-08-27
AOV,AMOTIV LIMITED,FPO,99894,133849962,0.07463132488599437,2026-08-27
APA,APA GROUP,STAPLED,428453,1323751413,0.03236657546064504,2026-08-27
APE,EAGERS AUTOMOTIVE LIMITED,FPO,200750,282362838,0.07109646631331847,2026-08-27
APX,APPEN LIMITED,FPO,1309487,268523648,0.48766170493855354,2026-08-27
APZ,ASPEN GROUP,STAPLED,12025,227665433,0.005281873423445885,2026-08-27
AQLT,BETASHARES AUSTRALIAN QUALITY ETF,ETF UNITS,9315,39712710,0.023455966616229413,2026-08-27
AR1,AUSTRAL RESOURCES AUSTRALIA LTD,FPO,712847,2654856580,0.026850678314231196,2026-08-27
ARB,ARB CORPORATION LIMITED.,FPO,91938,83660077,0.1098947111894243,2026-08-27
ARF,ARENA REIT.,STAPLED,399197,408296569,0.09777133346423003,2026-08-27
ARG,ARGO INVESTMENTS LIMITED,FPO,2606,752443394,0.0003463383452868748,2026-08-27
ARL,ARDEA RESOURCES LIMITED,FPO,324,219714106,0.00014746435988957394,2026-08-27
