Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
29M,29METALS LIMITED,FPO,415209,1669276711,0.024873587300649758,2026-02-12
360,LIFE360 INC.,CDI 3:1,470796,182458716,0.2580287806037175,2026-02-12
3DA,AMAERO LTD,FPO,187720,952582206,0.019706435708919803,2026-02-12
4DX,4DMEDICAL LIMITED,FPO,504657,569791242,0.08856875339617803,2026-02-12
5GOV,VANECK 5-10 YEAR AUSTRALIAN GOVER,ETF UNITS,548,1680619,0.03260703347992615,2026-02-12
A1G,AFRICAN GOLD LTD.,FPO,50559,561916136,0.00899760600574745,2026-02-12
A1M,AIC MINES LIMITED,FPO,194470,797619821,0.024381289792446116,2026-02-12
A1N,ARN MEDIA LIMITED,FPO,1299,313050373,0.00041494919413496436,2026-02-12
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,59916,62263477,0.09622976885791328,2026-02-12
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,131149,725426194,0.018078889497613042,2026-02-12
A4N,ALPHA HPA LIMITED,FPO,2374510,1281282930,0.18532284668773352,2026-02-12
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,22055,602766747,0.0036589609678650704,2026-02-12
AAI,ALCOA CORPORATION,CDI 1:1,6070,40397012,0.015025863794084573,2026-02-12
AAR,ASTRAL RESOURCES NL,FPO,2103177,1801045606,0.11677533278410497,2026-02-12
ABB,AUSSIE BROADBAND LIMITED,FPO,366906,292576043,0.12540534632905675,2026-02-12
ABG,ABACUS GROUP,STAPLED,245454,893657633,0.027466223186167316,2026-02-12
ABX,ABX GROUP LIMITED,FPO,30170,362848153,0.008314772929269947,2026-02-12
ABY,ADORE BEAUTY GROUP LIMITED,FPO,186,93957928,0.00019796094268915765,2026-02-12
ACE,ACUSENSUS LIMITED.,FPO,898,162348251,0.0005531319213287983,2026-02-12
ACF,ACROW LIMITED,FPO,46209,311561220,0.014831435054722151,2026-02-12
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,70363,192220870,0.03660528640828647,2026-02-12
AD8,AUDINATE GROUP LIMITED,FPO,64857,84328558,0.07690988858127991,2026-02-12
ADH,ADAIRS LIMITED,FPO,199057,177337058,0.11224783034350329,2026-02-12
AEE,AURA ENERGY LIMITED,FPO,48500,997440437,0.004862445736195874,2026-02-12
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,55833,113830079,0.04904942567948143,2026-02-12
AEL,AMPLITUDE ENERGY LIMITED,FPO,244827,299880831,0.08164143042540789,2026-02-12
AEM,ADVANCED ENERGY MINERALS LTD,FPO,15763,365870869,0.0043083506601888,2026-02-12
AESG,ISHARES GLOBAL AGGREGATE BOND ESG,ETF UNITS,18,3455068,0.0005209738274326295,2026-02-12
AEU,ATOMIC EAGLE LTD,FPO,9984,381054814,0.002620095491038725,2026-02-12
