Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
14D,1414 DEGREES LIMITED,FPO,916115,713789803,0.12834520697124613,2026-08-24
29M,29METALS LIMITED,FPO,695593,1750076545,0.03974643291959552,2026-08-24
360,LIFE360 INC.,CDI 3:1,61449,175935231,0.03492705790121139,2026-08-24
4DX,4DMEDICAL LIMITED,FPO,243951,599933300,0.0406630203724314,2026-08-24
A11,ATLANTIC LITHIUM LIMITED,FPO,2250,801503291,0.0002807224905081519,2026-08-24
A1M,AIC MINES LIMITED,FPO,182253,797619821,0.022849607695493816,2026-08-24
A1N,ARN MEDIA LIMITED,FPO,53,313050373,1.6930182670633647e-05,2026-08-24
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,12686,70409903,0.018017351905739738,2026-08-24
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,805032,728055850,0.11057283586142465,2026-08-24
A3D,AURORA LABS LIMITED,FPO,5978,523619656,0.001141668371593751,2026-08-24
A4N,ALPHA HPA LIMITED,FPO,1890646,1451896391,0.13021907153428555,2026-08-24
AAA,BETASHARES AUSTRALIAN HIGH INTERE,ETF UNITS,10,98660365,1.0135782489756652e-05,2026-08-24
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,11936,602766747,0.0019802021361340957,2026-08-24
AAI,ALCOA CORPORATION,CDI 1:1,58638,38432237,0.1525750374613895,2026-08-24
AAR,ASTRAL RESOURCES NL,FPO,747862,1801045606,0.041523768054988384,2026-08-24
AAU,ANTILLES GOLD LIMITED,FPO,97869,3279093233,0.0029846360882658076,2026-08-24
ABB,AUSSIE BROADBAND LIMITED,FPO,655406,315425041,0.20778502490548934,2026-08-24
ABG,ABACUS GROUP,STAPLED,53739,893657633,0.006013376713361548,2026-08-24
ABY,ADORE BEAUTY GROUP LIMITED,FPO,807,93957928,0.0008588950577965067,2026-08-24
ACDC,GLOBAL X BATTERY TECH & LITHIUM E,ETF UNITS,1,4937190,2.0254436227894816e-05,2026-08-24
ACE,ACUSENSUS LIMITED.,FPO,10893,169397853,0.006430423885006382,2026-08-24
ACF,ACROW LIMITED,FPO,79676,413316378,0.019277242384041215,2026-08-24
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,23250,186518985,0.012465219023146623,2026-08-24
ACW,ACTINOGEN MEDICAL LIMITED,FPO,15000,3728478951,0.00040230882880475734,2026-08-24
AD8,AUDINATE GROUP LIMITED,FPO,7071,84328558,0.008385059780104386,2026-08-24
ADH,ADAIRS LIMITED,FPO,87426,178614627,0.04894671924041249,2026-08-24
ADO,ANTEOTECH LTD,FPO,207000,3259767301,0.006350146525382303,2026-08-24
AEE,AURA ENERGY LIMITED,FPO,113983,997441634,0.011427535819103376,2026-08-24
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,8223,113830079,0.007223925409030069,2026-08-24
AEL,AMPLITUDE ENERGY LIMITED,FPO,93201,299880831,0.03107934564847194,2026-08-24
AESG,ISHARES GLOBAL AGGREGATE BOND ESG,ETF UNITS,2386,4565116,0.052265922706016675,2026-08-24
AEU,ATOMIC EAGLE LTD,FPO,463744,383310581,0.12098387651866047,2026-08-24
AFG,AUSTRALIAN FINANCE GROUP LTD,FPO,122502,269799803,0.04540477740823257,2026-08-24
AFI,AUSTRALIAN FOUNDATION INVESTMENT,FPO,13047,1227117155,0.0010632236658772813,2026-08-24
AGD,AUSTRAL GOLD LIMITED,FPO,6805,668103679,0.0010185544869600995,2026-08-24
AGE,ALLIGATOR ENERGY LIMITED,FPO,419968,4770367479,0.008803682354635639,2026-08-24
AGL,AGL ENERGY LIMITED.,FPO,1841512,672747233,0.2737301485118111,2026-08-24
AGR,AGUIA RESOURCES LIMITED,FPO,25325,2400020748,0.001055199211136153,2026-08-24
AGVT,BETASHARES AUSTRALIAN GOVERNMENT,ETF UNITS,26,27876717,9.326779763915529e-05,2026-08-24
AGX1,ANTIPODES GLOBAL VALUE ACTIVE ETF,ETF UNITS,94,61011573,0.0001540691304582493,2026-08-24
AGY,ARGOSY MINERALS LIMITED,FPO,55593,1543460934,0.0036018404337534076,2026-08-24
AHK,ARK MINES LIMITED,FPO,2524,72338268,0.0034891628867862855,2026-08-24
AHL,ADRAD HOLDINGS LIMITED,FPO,234,81321356,0.0002877472923594634,2026-08-24
AI1,ADISYN LTD,FPO,189606,1177381234,0.016104044681928404,2026-08-24
AIA,AUCKLAND INTERNATIONAL AIRPORT LI,FPO NZX,51792,1699968803,0.0030466441447984617,2026-08-24
AIH,ADVANCED INNERGY HOLDINGS LIMITED,FPO,345,422343593,8.168704479435539e-05,2026-08-24
AII,ALMONTY INDUSTRIES INC.,CDI 1:1,26,2133325,0.0012187547607607843,2026-08-24
AIM,AI-MEDIA TECHNOLOGIES LIMITED,FPO,113,210206965,5.3756544175403515e-05,2026-08-24
AINF,GLOBAL X AI INFRASTRUCTURE ETF,ETF UNITS,35598,10111064,0.3520697722811368,2026-08-24
AIS,AERIS RESOURCES LIMITED,FPO,1428663,1497084838,0.09542966194945861,2026-08-24
AKM,ASPIRE MINING LIMITED,FPO,317,507636985,6.244619863542842e-05,2026-08-24
ALC,ALCIDION GROUP LIMITED,FPO,9779,1343558756,0.0007278431223293668,2026-08-24
ALD,AMPOL LIMITED,FPO,170169,238302099,0.07140893878572174,2026-08-24
ALI,ARGO GLOBAL LISTED INFRASTRUCTURE,FPO,343,188391792,0.00018206738009052964,2026-08-24
ALK,ALKANE RESOURCES LIMITED,FPO,801458,1366204821,0.05866309265497754,2026-08-24
ALL,ARISTOCRAT LEISURE LIMITED,FPO,143588,597035578,0.02405015802927577,2026-08-24
ALQ,ALS LIMITED,FPO,135782,507542553,0.02675283071289591,2026-08-24
ALR,ALTAIR MINERALS LIMITED,FPO,57252,6628932966,0.000863668410793219,2026-08-24
ALU,ALURION RESOURCES LIMITED,FPO,8620,204701236,0.004211015120592628,2026-08-24
AMA,AMA GROUP LIMITED,FPO,4350,481267050,0.0009038640812829384,2026-08-24
AMC,AMCOR PLC,CDI 1:1,72475,140289945,0.05166086564507528,2026-08-24
AMH,AMCIL LIMITED,FPO,1000,314522384,0.0003179423948408073,2026-08-24
AMI,AURELIA METALS LIMITED,FPO,716606,1693401832,0.042317540140703006,2026-08-24
