Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
29M,29METALS LIMITED,FPO,123739,1372336435,0.009016666529006059,2025-11-12
360,LIFE360 INC.,CDI 3:1,1509998,164610297,0.9173168553362125,2025-11-12
3DA,AMAERO LTD,FPO,18852,935537469,0.0020150983391558847,2025-11-12
3DP,POINTERRA LIMITED,FPO,3697,805076797,0.0004592108496700346,2025-11-12
4DX,4DMEDICAL LIMITED,FPO,80187,515808482,0.015545886273347478,2025-11-12
5GOV,VANECK 5-10 YEAR AUSTRALIAN GOVER,ETF UNITS,320,1580492,0.02024685983858191,2025-11-12
A1M,AIC MINES LIMITED,FPO,51729,797619821,0.006485420577330411,2025-11-12
A1N,ARN MEDIA LIMITED,FPO,1367,313050373,0.0004366709379387962,2025-11-12
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,37963,58357366,0.06505262763230267,2025-11-12
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,70985,725426194,0.009785282167519857,2025-11-12
A4N,ALPHA HPA LIMITED,FPO,229698,1137271758,0.020197283400754246,2025-11-12
AAA,BETASHARES AUSTRALIAN HIGH INTERE,ETF UNITS,52564,92135539,0.05705073261686785,2025-11-12
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,324,602766747,5.375213573286252e-05,2025-11-12
AAI,ALCOA CORPORATION,CDI 1:1,48848,55279222,0.08836593250172732,2025-11-12
AAR,ASTRAL RESOURCES NL,FPO,32673,1474405445,0.002216011892169864,2025-11-12
ABB,AUSSIE BROADBAND LIMITED,FPO,150200,292576043,0.0513370809379632,2025-11-12
ABG,ABACUS GROUP,STAPLED,23604,893657633,0.002641279963195928,2025-11-12
ABV,ADVANCED BRAKING TECHNOLOGY LTD,FPO,5000,397855885,0.0012567364687844193,2025-11-12
ACDC,GLOBAL X BATTERY TECH & LITHIUM E,ETF UNITS,281,4843402,0.0058017071471663925,2025-11-12
ACE,ACUSENSUS LIMITED.,FPO,444,141613597,0.0003135292157009471,2025-11-12
ACF,ACROW LIMITED,FPO,22533,310692512,0.007252508229100804,2025-11-12
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,34606,195791386,0.01767493489218162,2025-11-12
ACW,ACTINOGEN MEDICAL LIMITED,FPO,109664,3178477638,0.003450205176494622,2025-11-12
AD8,AUDINATE GROUP LIMITED,FPO,23721,84328558,0.02812926078968408,2025-11-12
ADG,ADELONG GOLD LIMITED,FPO,186613,2566836362,0.0072701556968203795,2025-11-12
ADH,ADAIRS LIMITED,FPO,133729,177337058,0.07540950634243633,2025-11-12
ADR,ADHERIUM LIMITED,FPO,700000,1926845635,0.036328805343039325,2025-11-12
ADV,ARDIDEN LTD,FPO,7000,63517506,0.011020583837155066,2025-11-12
AEBD,BETASHARES ETHICAL AUSTRALIAN COM,ETF UNITS,1,1160001,8.620682223549807e-05,2025-11-12
AEE,AURA ENERGY LIMITED,FPO,117218,896733047,0.013071671707890118,2025-11-12
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,9712,113419775,0.008562880679317165,2025-11-12
AESG,ISHARES GLOBAL AGGREGATE BOND ESG,ETF UNITS,318,3220068,0.009875567845151097,2025-11-12
AFG,AUSTRALIAN FINANCE GROUP LTD,FPO,59696,271760063,0.021966435885025535,2025-11-12
AFI,AUSTRALIAN FOUNDATION INVESTMENT,FPO,12971,1253819099,0.0010345192548386918,2025-11-12
AGE,ALLIGATOR ENERGY LIMITED,FPO,708925,4437034145,0.015977451983299983,2025-11-12
AGL,AGL ENERGY LIMITED.,FPO,206724,672747233,0.030728331512884868,2025-11-12
AI1,ADISYN LTD,FPO,528103,725625596,0.07277899276309431,2025-11-12
AIA,AUCKLAND INTERNATIONAL AIRPORT LI,FPO NZX,78378,1694973503,0.004624143083138215,2025-11-12
AIM,AI-MEDIA TECHNOLOGIES LIMITED,FPO,42,208814047,2.0113589388936082e-05,2025-11-12
AINF,GLOBAL X AI INFRASTRUCTURE ETF,ETF UNITS,25077,2400000,1.044875,2025-11-12
AIS,AERIS RESOURCES LIMITED,FPO,110000,1149199948,0.009571876520829777,2025-11-12
AIZ,AIR NEW ZEALAND LIMITED,FPO NZX,15178,3239997238,0.00046845718946875224,2025-11-12
AL3,AML3D LIMITED,FPO,98890,552528577,0.017897716808953395,2025-11-12
ALA,AROVELLA THERAPEUTICS LIMITED,FPO,67729,1198641505,0.0056504801241635625,2025-11-12
ALC,ALCIDION GROUP LIMITED,FPO,42240,1342952696,0.003145308105476263,2025-11-12
ALD,AMPOL LIMITED,FPO,79625,238302099,0.03341346984946197,2025-11-12
ALK,ALKANE RESOURCES LIMITED,FPO,696798,1365794967,0.051017760120359266,2025-11-12
ALL,ARISTOCRAT LEISURE LIMITED,FPO,622578,616871882,0.10092500860656832,2025-11-12
ALQ,ALS LIMITED,FPO,66460,507199638,0.013103321654973264,2025-11-12
ALR,ALTAIR MINERALS LIMITED,FPO,53500,5160168602,0.0010367878285849855,2025-11-12
ALTB,ISHARES 15+ YEAR AUSTRALIAN GOVER,ETF UNITS,916,1420130,0.06450113721983199,2025-11-12
AMC,AMCOR PLC,CDI 1:1,1141960,686718904,0.16629220389133192,2025-11-12
AMI,AURELIA METALS LIMITED,FPO,124878,1692572640,0.0073779994458613015,2025-11-12
AMP,AMP LIMITED,FPO,506223,2531739839,0.019995063955700547,2025-11-12
AMS,ATOMOS LIMITED,FPO,83427,1224188412,0.006814882348355376,2025-11-12
ANG,AUSTIN ENGINEERING LIMITED,FPO,137021,627084223,0.0218504939168275,2025-11-12
ANN,ANSELL LIMITED,FPO,23341,144578692,0.01614414937437669,2025-11-12
ANZ,ANZ GROUP HOLDINGS LIMITED,FPO,718612,2983520180,0.024086044559618162,2025-11-12
AOV,AMOTIV LIMITED,FPO,20957,133849962,0.015657083264618333,2025-11-12
APA,APA GROUP,STAPLED,168037,1315181016,0.012776720311175781,2025-11-12
APE,EAGERS AUTOMOTIVE LIMITED,FPO,92615,282364338,0.03279982190952173,2025-11-12
APX,APPEN LIMITED,FPO,25286,265610639,0.009519949989653841,2025-11-12
APZ,ASPEN GROUP,STAPLED,5837,227665433,0.002563849910407787,2025-11-12
AQD,AUSQUEST LIMITED,FPO,17305,1407743542,0.0012292721993534814,2025-11-12
AQX,ALICE QUEEN LIMITED,FPO,35854,1506972623,0.0023792071237912593,2025-11-12
AQZ,ALLIANCE AVIATION SERVICES LIMITE,FPO,77670,161027077,0.048234124003877936,2025-11-12
AR1,AUSTRAL RESOURCES AUSTRALIA LTD,FPO,1402478,1698808647,0.08255656118048946,2025-11-12
AR3,AUSTRALIAN RARE EARTHS LIMITED,FPO,728,220613645,0.0003299886550534986,2025-11-12
ARB,ARB CORPORATION LIMITED.,FPO,46938,83455453,0.056243179220415954,2025-11-12
ARD,ARGENT MINERALS LIMITED,FPO,605401,1677378046,0.03609210228091896,2025-11-12
ARF,ARENA REIT.,STAPLED,106696,403504047,0.026442361803622753,2025-11-12
ARG,ARGO INVESTMENTS LIMITED,FPO,2118,760996574,0.00027831925561336366,2025-11-12
ARL,ARDEA RESOURCES LIMITED,FPO,3532,210412915,0.0016786041864397915,2025-11-12
ARMR,BETASHARES GLOBAL DEFENCE ETF,ETF UNITS,2597,8504178,0.03053793088526604,2025-11-12
ARR,AMERICAN RARE EARTHS LIMITED,FPO NZ,24219,573107799,0.00422590654712064,2025-11-12
ART,AIRTASKER LIMITED,FPO,15500,455071936,0.0034060549055699185,2025-11-12
ARU,ARAFURA RARE EARTHS LTD,FPO,5175712,3377693994,0.15323211662139694,2025-11-12
ARX,AROA BIOSURGERY LIMITED,FPO,7,345033235,2.028790067136576e-06,2025-11-12
ASB,AUSTAL LIMITED,FPO,135232,422050221,0.03204168444209866,2025-11-12
ASG,AUTOSPORTS GROUP LIMITED.,FPO,30074,202683304,0.01483792666020483,2025-11-12
ASIA,BETASHARES ASIA TECHNOLOGY TIGERS,ETF UNITS,67971,63526318,0.10699659942513903,2025-11-12
ASK,ABACUS STORAGE KING,STAPLED,35893,1314102962,0.0027313689290656964,2025-11-12
ASL,ANDEAN SILVER LIMITED,FPO,151106,190474456,0.079331372391477,2025-11-12
ASM,AUSTRALIAN STRATEGIC MATERIALS LI,FPO,51041,268042203,0.0190421506123795,2025-11-12
ASN,ANSON RESOURCES LIMITED,FPO,141254,1443523345,0.009785363048631542,2025-11-12
ASX,ASX LIMITED,FPO,72422,194299425,0.0372733990334763,2025-11-12
ATG,ARTICORE GROUP LIMITED,FPO,23941,293868877,0.008146830737710276,2025-11-12
AUB,AUB GROUP LIMITED,FPO,25760,116587434,0.02209500553893312,2025-11-12
AUC,AUSGOLD LIMITED,FPO,16646,433476833,0.003840112950165436,2025-11-12
AUE,AURUM RESOURCES LIMITED,FPO,30170,343689493,0.008778272427432048,2025-11-12
AVL,AUSTRALIAN VANADIUM LIMITED,FPO,406395,8662968506,0.0046911748521136784,2025-11-12
AVM,ADVANCE METALS LIMITED,FPO,49977,389991489,0.012814895045055714,2025-11-12
AW1,AMERICAN WEST METALS LIMITED,FPO,1452715,998181174,0.14553620503365655,2025-11-12
AX1,ACCENT GROUP LIMITED,FPO,312934,601185674,0.052052803906302,2025-11-12
AXE,ARCHER MATERIALS LIMITED,FPO,2366,254847013,0.0009284001300027009,2025-11-12
AYA,ARTRYA LIMITED,FPO,29021,158084017,0.018357959615866795,2025-11-12
AZ9,ASIAN BATTERY METALS PLC,CDI 1:1,110162,576157472,0.01912011999386168,2025-11-12
AZJ,AURIZON HOLDINGS LIMITED,FPO,2324336,1750443988,0.13278551132936908,2025-11-12
AZY,ANTIPA MINERALS LIMITED,FPO,182830,658886132,0.027748345445522293,2025-11-12
B4P,BEFOREPAY GROUP LIMITED,FPO,761,49796881,0.0015282081622742597,2025-11-12
