Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
14D,1414 DEGREES LIMITED,FPO,1569979,714389803,0.2197650349160989,2026-09-23
29M,29METALS LIMITED,FPO,959716,1750076545,0.0548385156490398,2026-09-23
360,LIFE360 INC.,CDI 3:1,91977,174307974,0.052766949147145734,2026-09-23
4DX,4DMEDICAL LIMITED,FPO,315349,601591047,0.05241916440953949,2026-09-23
A11,ATLANTIC LITHIUM LIMITED,FPO,11902,801503291,0.001484959592012455,2026-09-23
A1M,AIC MINES LIMITED,FPO,630162,799484913,0.07882099959026993,2026-09-23
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,12,72749903,1.6494867353981215e-05,2026-09-23
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,76814,728055850,0.010550564218390663,2026-09-23
A3D,AURORA LABS LIMITED,FPO,29600,523619656,0.005652958146399302,2026-09-23
A4N,ALPHA HPA LIMITED,FPO,1773215,1451896391,0.12213095996324438,2026-09-23
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,8947,602766747,0.0014843220938330892,2026-09-23
AAI,ALCOA CORPORATION,CDI 1:1,9757,41482324,0.02352086156021538,2026-09-23
AAL,ALFABS AUSTRALIA LIMITED,FPO,7256,133431875,0.0054379809921729725,2026-09-23
AAR,ASTRAL RESOURCES NL,FPO,32100,1808809680,0.0017746477340833337,2026-09-23
AAU,ANTILLES GOLD LIMITED,FPO,38736,3283093233,0.001179862929588634,2026-09-23
ABB,AUSSIE BROADBAND LIMITED,FPO,121180,312369754,0.0387937687462532,2026-09-23
ABG,ABACUS GROUP,STAPLED,160644,893657633,0.017976011625472233,2026-09-23
ACE,ACUSENSUS LIMITED.,FPO,4177,170853613,0.0024447829499514304,2026-09-23
ACF,ACROW LIMITED,FPO,31544,421194772,0.007489171779178684,2026-09-23
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,56267,186518985,0.03016690231292005,2026-09-23
ACW,ACTINOGEN MEDICAL LIMITED,FPO,379037,3847847691,0.009850623788632698,2026-09-23
AD8,AUDINATE GROUP LIMITED,FPO,3011,84328558,0.003570557912302971,2026-09-23
ADH,ADAIRS LIMITED,FPO,35086,178614627,0.019643408039589055,2026-09-23
ADO,ANTEOTECH LTD,FPO,26481,3265153870,0.0008110184406102735,2026-09-23
AEE,AURA ENERGY LIMITED,FPO,12878,997441634,0.0012911031143101452,2026-09-23
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,5314,113830079,0.004668361865935277,2026-09-23
AEL,AMPLITUDE ENERGY LIMITED,FPO,79023,299880831,0.026351467593472157,2026-09-23
AEM,ADVANCED ENGINEERED MATERIALS LTD,FPO,27001,365870869,0.007379926167338564,2026-09-23
AESG,ISHARES GLOBAL AGGREGATE BOND ESG,ETF UNITS,1,4715116,2.1208385965477837e-05,2026-09-23
AEU,ATOMIC EAGLE LTD,FPO,65786,383427745,0.017157339513863296,2026-09-23
AFG,AUSTRALIAN FINANCE GROUP LTD,FPO,56681,270252388,0.02097335768962752,2026-09-23
AFI,AUSTRALIAN FOUNDATION INVESTMENT,FPO,13531,1229297393,0.0011007100541374044,2026-09-23
AGE,ALLIGATOR ENERGY LIMITED,FPO,423188,4833698116,0.00875495303687269,2026-09-23
AGGG,ISHARES CORE GLOBAL AGGREGATE BON,ETF UNITS,325,41000,0.7926829268292683,2026-09-23
AGL,AGL ENERGY LIMITED.,FPO,771256,672747233,0.11464276063399284,2026-09-23
AGVT,BETASHARES AUSTRALIAN GOVERNMENT,ETF UNITS,18,25917532,6.945105729974597e-05,2026-09-23
AGX1,ANTIPODES GLOBAL VALUE ACTIVE ETF,ETF UNITS,50,61848686,8.084246122868319e-05,2026-09-23
AHK,ARK MINES LIMITED,FPO,2784,72338268,0.0038485853711620523,2026-09-23
AHL,ADRAD HOLDINGS LIMITED,FPO,94,81321356,0.00011559079265722033,2026-09-23
AI1,ADISYN LTD,FPO,9830,1177381234,0.0008349037436756021,2026-09-23
AIA,AUCKLAND INTERNATIONAL AIRPORT LI,FPO NZX,38093,1699968803,0.002240805827305526,2026-09-23
AINF,GLOBAL X AI INFRASTRUCTURE ETF,ETF UNITS,8761,10961064,0.07992837191717884,2026-09-23
AIS,AERIS RESOURCES LIMITED,FPO,2960764,1500722109,0.19728929041852344,2026-09-23
