Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
1AI,ALGORAE PHARMACEUTICALS LIMITED,FPO,225000,1687394731,0.013334165140284536,2025-10-07
29M,29METALS LIMITED,FPO,458702,1371336435,0.033449268049236945,2025-10-07
360,LIFE360 INC.,CDI 3:1,72168,170503887,0.04232630778675445,2025-10-07
3DA,AMAERO LTD,FPO,127767,931614327,0.01371458084070448,2025-10-07
4DX,4DMEDICAL LIMITED,FPO,65769,503315903,0.013067141254227367,2025-10-07
5GOV,VANECK 5-10 YEAR AUSTRALIAN GOVER,ETF UNITS,995,1540427,0.06459247987733271,2025-10-07
A1G,AFRICAN GOLD LTD.,FPO,38968,531377972,0.007333386412939225,2025-10-07
A1M,AIC MINES LIMITED,FPO,189685,797619821,0.02378137992636469,2025-10-07
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,52154,55734487,0.09357581419920488,2025-10-07
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,193087,725426194,0.02661704272564495,2025-10-07
A4N,ALPHA HPA LIMITED,FPO,227660,1137271758,0.020018082608536915,2025-10-07
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,1533,602766747,0.000254327234810118,2025-10-07
AAI,ALCOA CORPORATION,CDI 1:1,57499,57076637,0.10073999279249758,2025-10-07
AAR,ASTRAL RESOURCES NL,FPO,74467,1437337196,0.00518089980606054,2025-10-07
ABB,AUSSIE BROADBAND LIMITED,FPO,32849,292576043,0.011227508466918461,2025-10-07
ABG,ABACUS GROUP,STAPLED,21764,893657633,0.0024353845585068706,2025-10-07
ABY,ADORE BEAUTY GROUP LIMITED,FPO,1350,93957928,0.001436813293711628,2025-10-07
ACDC,GLOBAL X BATTERY TECH & LITHIUM E,ETF UNITS,283,4913402,0.0057597566818265635,2025-10-07
ACE,ACUSENSUS LIMITED.,FPO,17320,140868597,0.012295146234756638,2025-10-07
ACF,ACROW LIMITED,FPO,15669,308001571,0.005087311713744473,2025-10-07
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,73580,195791386,0.03758081573619383,2025-10-07
ACQ,ACORN CAPITAL INVESTMENT FUND LIM,FPO,5238,89599002,0.005846047258428169,2025-10-07
ACW,ACTINOGEN MEDICAL LIMITED,FPO,69500,3175477638,0.0021886471240834477,2025-10-07
AD8,AUDINATE GROUP LIMITED,FPO,36810,84232169,0.043700643634144096,2025-10-07
ADG,ADELONG GOLD LIMITED,FPO,73000,2566836362,0.0028439678150390794,2025-10-07
ADH,ADAIRS LIMITED,FPO,30678,176742067,0.01735749757866077,2025-10-07
ADN,ANDROMEDA METALS LIMITED,FPO,1028281,3816676408,0.026941791498086048,2025-10-07
AEE,AURA ENERGY LIMITED,FPO,156950,896733047,0.017502421765883687,2025-10-07
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,7376,113419775,0.00650327511229854,2025-10-07
AEL,AMPLITUDE ENERGY LIMITED,FPO,1329394,3197560715,0.04157525434196486,2025-10-07
AESG,ISHARES GLOBAL AGGREGATE BOND ESG,ETF UNITS,2037,3105042,0.065602977351031,2025-10-07
AFG,AUSTRALIAN FINANCE GROUP LTD,FPO,16026,271760063,0.005897113734478343,2025-10-07
AFI,AUSTRALIAN FOUNDATION INVESTMENT,FPO,7092,1260952711,0.0005624318769556141,2025-10-07
AGC,AUSTRALIAN GOLD AND COPPER LTD,FPO,13759,262347222,0.0052445762128176835,2025-10-07
AGE,ALLIGATOR ENERGY LIMITED,FPO,853245,4437034145,0.01923007513840081,2025-10-07
AGL,AGL ENERGY LIMITED.,FPO,772048,672747233,0.11476048687070557,2025-10-07
AGR,AGUIA RESOURCES LIMITED,FPO,100885,1493999624,0.0067526790756407854,2025-10-07
AGY,ARGOSY MINERALS LIMITED,FPO,333210,1535920934,0.021694476103807047,2025-10-07
AI1,ADISYN LTD,FPO,39400,724125596,0.0054410450642322,2025-10-07
AIA,AUCKLAND INTERNATIONAL AIRPORT LI,FPO NZX,337900,1694973503,0.01993541488418182,2025-10-07
AII,ALMONTY INDUSTRIES INC.,CDI 1:1,4005,7986505,0.05014709187560767,2025-10-07
AIM,AI-MEDIA TECHNOLOGIES LIMITED,FPO,3498,208814047,0.001675174659107105,2025-10-07
AINF,GLOBAL X AI INFRASTRUCTURE ETF,ETF UNITS,13453,1150000,1.1698260869565218,2025-10-07
AIS,AERIS RESOURCES LIMITED,FPO,437323,971422170,0.04501884077856696,2025-10-07
AIV,ACTIVEX LIMITED,FPO,10754,215502577,0.004990195546478314,2025-10-07
AIZ,AIR NEW ZEALAND LIMITED,FPO NZX,14253,3267932865,0.00043614727073042247,2025-10-07
AJL,AJ LUCAS GROUP LIMITED,FPO,174000,1375729630,0.012647834007907498,2025-10-07
AL3,AML3D LIMITED,FPO,40254,548534586,0.007338461607961399,2025-10-07
ALA,AROVELLA THERAPEUTICS LIMITED,FPO,4500,1197024484,0.000375932160131154,2025-10-07
ALB,ALBION RESOURCES LIMITED,FPO,1190,142183333,0.0008369476048222895,2025-10-07
ALD,AMPOL LIMITED,FPO,76003,238302099,0.031893550379512185,2025-10-07
ALFA,VANECK AUSTRALIAN LONG SHORT COMP,ETF UNITS,10807,660077,1.637233231880523,2025-10-07
ALK,ALKANE RESOURCES LIMITED,FPO,703247,1365794967,0.05148993933874995,2025-10-07
ALL,ARISTOCRAT LEISURE LIMITED,FPO,65378,616871882,0.010598310914745179,2025-10-07
ALQ,ALS LIMITED,FPO,693592,507199638,0.1367493089575115,2025-10-07
ALY,ALCHEMY RESOURCES LIMITED,FPO,177728,1178076256,0.015086289965935787,2025-10-07
AMA,AMA GROUP LIMITED,FPO,98708,4785720517,0.002062552538314055,2025-10-07
AMC,AMCOR PLC,CDI 1:1,332538,699127480,0.04756471595137413,2025-10-07
AMI,AURELIA METALS LIMITED,FPO,279653,1692572640,0.0165223632588082,2025-10-07
AMP,AMP LIMITED,FPO,732455,2531739839,0.02893089521746867,2025-10-07
AMS,ATOMOS LIMITED,FPO,2500,1224188412,0.0002042169306206437,2025-10-07
ANG,AUSTIN ENGINEERING LIMITED,FPO,81506,620530277,0.013134894947277488,2025-10-07
ANN,ANSELL LIMITED,FPO,40377,145944884,0.02766592352767912,2025-10-07
ANZ,ANZ GROUP HOLDINGS LIMITED,FPO,237436,2983520180,0.007958250176809597,2025-10-07
AOF,AUSTRALIAN UNITY OFFICE FUND,FPO,2531,164383437,0.0015396928341387581,2025-10-07
AOV,AMOTIV LIMITED,FPO,59490,133849962,0.04444528717908788,2025-10-07
APA,APA GROUP,STAPLED,1035409,1315181016,0.078727489783049,2025-10-07
APE,EAGERS AUTOMOTIVE LIMITED,FPO,112714,258074137,0.04367504675604127,2025-10-07
APX,APPEN LIMITED,FPO,151257,265610639,0.05694689059499608,2025-10-07
APZ,ASPEN GROUP,STAPLED,26991,227665433,0.0118555547253412,2025-10-07
AQD,AUSQUEST LIMITED,FPO,38462,1392493542,0.002762095395053545,2025-10-07
AQLT,BETASHARES AUSTRALIAN QUALITY ETF,ETF UNITS,387,20356547,0.0019011082773517534,2025-10-07
AQZ,ALLIANCE AVIATION SERVICES LIMITE,FPO,2677,161027077,0.0016624533276474987,2025-10-07
AR3,AUSTRALIAN RARE EARTHS LIMITED,FPO,136694,212982244,0.06418093707379663,2025-10-07
AR9,ARCHTIS LIMITED,FPO,2863,475674685,0.0006018819353399056,2025-10-07
ARB,ARB CORPORATION LIMITED.,FPO,17655,83326085,0.02118784291857706,2025-10-07
ARD,ARGENT MINERALS LIMITED,FPO,221300,1677092861,0.013195452985712756,2025-10-07
ARF,ARENA REIT.,STAPLED,247025,402127591,0.06142950783001607,2025-10-07
ARG,ARGO INVESTMENTS LIMITED,FPO,16754,760996574,0.002201586784016192,2025-10-07
ARI,ARIKA RESOURCES LIMITED,FPO,125195,864885141,0.01447533251123342,2025-10-07
ARL,ARDEA RESOURCES LIMITED,FPO,276,210412915,0.0001311706555655103,2025-10-07
ARN,ALDORO RESOURCES LIMITED,FPO,89432,222934271,0.040115859979195395,2025-10-07
ARR,AMERICAN RARE EARTHS LIMITED,FPO NZ,44956,562548299,0.007991491589240412,2025-10-07
ARU,ARAFURA RARE EARTHS LTD,FPO,3163143,2885381323,0.10962651538588336,2025-10-07
ARX,AROA BIOSURGERY LIMITED,FPO,10715,345033235,0.0031054979384812016,2025-10-07
ASB,AUSTAL LIMITED,FPO,72161,422050221,0.01709772828196197,2025-10-07
ASG,AUTOSPORTS GROUP LIMITED.,FPO,10867,202683304,0.005361566436671073,2025-10-07
ASIA,BETASHARES ASIA TECHNOLOGY TIGERS,ETF UNITS,1869,61476318,0.003040195087806007,2025-10-07
ASK,ABACUS STORAGE KING,STAPLED,98065,1314102962,0.007462505057499444,2025-10-07
ASL,ANDEAN SILVER LIMITED,FPO,122788,190048918,0.06460862881629244,2025-10-07
ASM,AUSTRALIAN STRATEGIC MATERIALS LI,FPO,146910,225741865,0.0650787571016125,2025-10-07
ASN,ANSON RESOURCES LIMITED,FPO,95827,1443523345,0.00663841013253582,2025-10-07
ASV,ASSET VISION CO LTD,FPO,2500,748611565,0.00033395156004569605,2025-10-07
ASX,ASX LIMITED,FPO,192707,194299425,0.09918042732241744,2025-10-07
AT1,ATOMO DIAGNOSTICS LIMITED,FPO,5000,810175282,0.0006171504007943802,2025-10-07
ATC,ALTECH BATTERIES LTD,FPO,65978,2535092919,0.002602587049394066,2025-10-07
ATOM,GLOBAL X URANIUM ETF,ETF UNITS,24563,3197234,0.7682578128469796,2025-10-07
ATT,ALTITUDE MINERALS LTD,FPO,28869,241962860,0.01193116993244335,2025-10-07
ATX,AMPLIA THERAPEUTICS LIMITED,FPO,29132,513071629,0.00567795963631425,2025-10-07
AUB,AUB GROUP LIMITED,FPO,40248,116587434,0.03452173070384241,2025-10-07
