Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
29M,29METALS LIMITED,FPO,270841,1750076545,0.015475951653303255,2026-03-30
360,LIFE360 INC.,CDI 3:1,196737,182891697,0.1075702195491138,2026-03-30
3DA,AMAERO LTD,FPO,128796,952582206,0.013520722850873829,2026-03-30
3PL,3P LEARNING LIMITED..,FPO,13350,272906522,0.004891784887427498,2026-03-30
4DX,4DMEDICAL LIMITED,FPO,1050772,574357610,0.1829473452959037,2026-03-30
5GOV,VANECK 5-10 YEAR AUSTRALIAN GOVER,ETF UNITS,6122,1740670,0.3517036543399955,2026-03-30
A11,ATLANTIC LITHIUM LIMITED,FPO,90,776122582,1.159610634805624e-05,2026-03-30
A1G,AFRICAN GOLD LTD.,FPO,14379,566418128,0.002538584005206839,2026-03-30
A1M,AIC MINES LIMITED,FPO,217289,797619821,0.027242176570734942,2026-03-30
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,49660,63613477,0.07806521879003721,2026-03-30
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,194836,725426194,0.02685814237361272,2026-03-30
A4N,ALPHA HPA LIMITED,FPO,429311,1451896391,0.029568983204394505,2026-03-30
AAA,BETASHARES AUSTRALIAN HIGH INTERE,ETF UNITS,140815,98635681,0.14276273917549168,2026-03-30
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,9763,602766747,0.0016196978430862246,2026-03-30
AAI,ALCOA CORPORATION,CDI 1:1,77376,38486879,0.20104514060493187,2026-03-30
AAR,ASTRAL RESOURCES NL,FPO,25736,1801045606,0.0014289477131652379,2026-03-30
AAU,ANTILLES GOLD LIMITED,FPO,149940,3129563444,0.004791083570696258,2026-03-30
ABB,AUSSIE BROADBAND LIMITED,FPO,137620,293393955,0.04690621522859938,2026-03-30
ABG,ABACUS GROUP,STAPLED,167635,893657633,0.01875830226361419,2026-03-30
ACE,ACUSENSUS LIMITED.,FPO,3482,168724890,0.00206371448812324,2026-03-30
ACF,ACROW LIMITED,FPO,94280,311561220,0.03026050546342064,2026-03-30
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,106088,189301678,0.056041764193976135,2026-03-30
ACW,ACTINOGEN MEDICAL LIMITED,FPO,61424,3591539845,0.001710241363060807,2026-03-30
AD8,AUDINATE GROUP LIMITED,FPO,46842,84328558,0.055547018840284214,2026-03-30
ADH,ADAIRS LIMITED,FPO,211904,177337058,0.11949222705611819,2026-03-30
ADV,ARDIDEN LTD,FPO,973,214906395,0.00045275525653855017,2026-03-30
AEE,AURA ENERGY LIMITED,FPO,11922,997440437,0.0011952593415861283,2026-03-30
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,45318,113830079,0.03981197272119964,2026-03-30
AEL,AMPLITUDE ENERGY LIMITED,FPO,190028,299880831,0.06336783827306387,2026-03-30
AESG,ISHARES GLOBAL AGGREGATE BOND ESG,ETF UNITS,5745,3495068,0.16437448427326734,2026-03-30
AEU,ATOMIC EAGLE LTD,FPO,13636,381054814,0.0035784877920476818,2026-03-30
AFG,AUSTRALIAN FINANCE GROUP LTD,FPO,50122,271760063,0.01844347526516433,2026-03-30
AGD,AUSTRAL GOLD LIMITED,FPO,2678,668103679,0.0004008359906067812,2026-03-30
AGE,ALLIGATOR ENERGY LIMITED,FPO,505606,4437034145,0.011395134305417881,2026-03-30
AGGG,ISHARES CORE GLOBAL AGGREGATE BON,ETF UNITS,1035,13000,7.961538461538462,2026-03-30
AGL,AGL ENERGY LIMITED.,FPO,652241,672747233,0.09695186661585274,2026-03-30
