Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
14D,1414 DEGREES LIMITED,FPO,1028202,713789803,0.1440482892412516,2026-08-20
1AI,ALGORAE PHARMACEUTICALS LIMITED,FPO,5429,2027570988,0.00026775881249687717,2026-08-20
29M,29METALS LIMITED,FPO,226788,1750076545,0.012958747470099945,2026-08-20
360,LIFE360 INC.,CDI 3:1,489595,175935231,0.27828138640406824,2026-08-20
4DX,4DMEDICAL LIMITED,FPO,486023,599933300,0.08101283926063114,2026-08-20
A1M,AIC MINES LIMITED,FPO,172291,797619821,0.021600641742327013,2026-08-20
A1N,ARN MEDIA LIMITED,FPO,52,313050373,1.661074526175377e-05,2026-08-20
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,29,70409903,4.118738808658776e-05,2026-08-20
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,849785,725426194,0.11714286126260282,2026-08-20
A4N,ALPHA HPA LIMITED,FPO,956239,1451896391,0.06586138004939776,2026-08-20
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,569,602766747,9.439804083950238e-05,2026-08-20
AAI,ALCOA CORPORATION,CDI 1:1,81968,38432237,0.21327928426336462,2026-08-20
AAR,ASTRAL RESOURCES NL,FPO,505425,1801045606,0.02806286516655814,2026-08-20
AAU,ANTILLES GOLD LIMITED,FPO,500000,3279093233,0.01524811783233612,2026-08-20
ABB,AUSSIE BROADBAND LIMITED,FPO,135727,315425041,0.043029874727035386,2026-08-20
ABG,ABACUS GROUP,STAPLED,234107,893657633,0.026196497557359304,2026-08-20
ABY,ADORE BEAUTY GROUP LIMITED,FPO,168,93957928,0.00017880343210633593,2026-08-20
ACE,ACUSENSUS LIMITED.,FPO,3395,169397853,0.002004157632387466,2026-08-20
ACF,ACROW LIMITED,FPO,59367,413316378,0.014363573078635658,2026-08-20
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,43771,186518985,0.02346731620912477,2026-08-20
ACW,ACTINOGEN MEDICAL LIMITED,FPO,5242,3722564099,0.00014081691706552935,2026-08-20
AD8,AUDINATE GROUP LIMITED,FPO,107685,84328558,0.12769695409709247,2026-08-20
ADH,ADAIRS LIMITED,FPO,19368,178614627,0.010843456846342152,2026-08-20
ADO,ANTEOTECH LTD,FPO,515872,3259767301,0.015825424098270625,2026-08-20
AEE,AURA ENERGY LIMITED,FPO,9323,997441634,0.0009346912823973818,2026-08-20
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,8672,113830079,0.007618372996121702,2026-08-20
AEL,AMPLITUDE ENERGY LIMITED,FPO,100049,299880831,0.033362919419147534,2026-08-20
AESG,ISHARES GLOBAL AGGREGATE BOND ESG,ETF UNITS,428,4565116,0.009375446319436351,2026-08-20
AEU,ATOMIC EAGLE LTD,FPO,14043,383310581,0.003663608753863228,2026-08-20
AFG,AUSTRALIAN FINANCE GROUP LTD,FPO,122421,269799803,0.04537475514761588,2026-08-20
AFI,AUSTRALIAN FOUNDATION INVESTMENT,FPO,6182,1227117155,0.0005037823792790184,2026-08-20
AGE,ALLIGATOR ENERGY LIMITED,FPO,34855,4770367479,0.0007306564987590131,2026-08-20
AGGG,ISHARES CORE GLOBAL AGGREGATE BON,ETF UNITS,21,15000,0.13999999999999999,2026-08-20
AGL,AGL ENERGY LIMITED.,FPO,425753,672747233,0.06328573037772717,2026-08-20
AGR,AGUIA RESOURCES LIMITED,FPO,29451,2400020748,0.0012271143915960846,2026-08-20
AGVT,BETASHARES AUSTRALIAN GOVERNMENT,ETF UNITS,29,27876717,0.00010402946659751935,2026-08-20
AGX1,ANTIPODES GLOBAL VALUE ACTIVE ETF,ETF UNITS,104,61011573,0.00017045946348572262,2026-08-20
AGY,ARGOSY MINERALS LIMITED,FPO,28050,1543460934,0.0018173443449136237,2026-08-20
AI1,ADISYN LTD,FPO,39239,1177381234,0.003332735299907116,2026-08-20
AIA,AUCKLAND INTERNATIONAL AIRPORT LI,FPO NZX,146962,1699968803,0.008644982175005244,2026-08-20
AIH,ADVANCED INNERGY HOLDINGS LIMITED,FPO,200,422343593,4.73548085764379e-05,2026-08-20
AII,ALMONTY INDUSTRIES INC.,CDI 1:1,33,2133325,0.0015468810425040723,2026-08-20
AIS,AERIS RESOURCES LIMITED,FPO,1194874,1497084838,0.07981337928692589,2026-08-20
AKN,AUKING MINING LIMITED,FPO,217080,2368495557,0.00916531168312426,2026-08-20
AL3,AML3D LIMITED,FPO,111,567445783,1.956134018886523e-05,2026-08-20
ALC,ALCIDION GROUP LIMITED,FPO,41927,1343558756,0.003120592963483318,2026-08-20
ALD,AMPOL LIMITED,FPO,281286,238302099,0.11803756709671281,2026-08-20
ALI,ARGO GLOBAL LISTED INFRASTRUCTURE,FPO,240,188391792,0.00012739408519453968,2026-08-20
ALK,ALKANE RESOURCES LIMITED,FPO,900514,1366204821,0.06591354284205092,2026-08-20
ALL,ARISTOCRAT LEISURE LIMITED,FPO,228025,597035578,0.03819286628844755,2026-08-20
ALQ,ALS LIMITED,FPO,239803,507542553,0.04724786100841479,2026-08-20
ALR,ALTAIR MINERALS LIMITED,FPO,54942,6628932966,0.0008288211735101139,2026-08-20
ALU,ALURION RESOURCES LIMITED,FPO,8050,204701236,0.003932560524451352,2026-08-20
ALV,ALVO MINERALS LIMITED,FPO,222,286985843,7.73557321432054e-05,2026-08-20
AMC,AMCOR PLC,CDI 1:1,165478,140289945,0.11795428389397401,2026-08-20
AMI,AURELIA METALS LIMITED,FPO,505972,1693401832,0.029879027554990858,2026-08-20
AMP,AMP LIMITED,FPO,1370507,2432792139,0.05633473481065042,2026-08-20
AMX,AEROMETREX LIMITED,FPO,4936,94990639,0.0051963015008247284,2026-08-20
ANG,AUSTIN ENGINEERING LIMITED,FPO,26150,623110874,0.004196684906513122,2026-08-20
ANN,ANSELL LIMITED,FPO,39858,140313831,0.028406322966122992,2026-08-20
ANZ,ANZ GROUP HOLDINGS LIMITED,FPO,1291959,3015919897,0.0428379746187934,2026-08-20
AON,APOLLO MINERALS LIMITED,FPO,10948,1259952824,0.0008689214224103362,2026-08-20
AOV,AMOTIV LIMITED,FPO,148064,133849962,0.11061938142350762,2026-08-20
APA,APA GROUP,STAPLED,539234,1323751413,0.040735291740156956,2026-08-20
APE,EAGERS AUTOMOTIVE LIMITED,FPO,126868,282362838,0.04493084178449856,2026-08-20
APX,APPEN LIMITED,FPO,261176,268523648,0.09726368680943885,2026-08-20
APZ,ASPEN GROUP,STAPLED,23910,227665433,0.0105022531022529,2026-08-20
AQLT,BETASHARES AUSTRALIAN QUALITY ETF,ETF UNITS,34688,39712710,0.08734735050818743,2026-08-20
AQZ,ALLIANCE AVIATION SERVICES LIMITE,FPO,2358,161060848,0.0014640429559889068,2026-08-20
AR1,AUSTRAL RESOURCES AUSTRALIA LTD,FPO,1973235,2654856580,0.07432548390241103,2026-08-20
ARB,ARB CORPORATION LIMITED.,FPO,23519,83660077,0.028112572738846514,2026-08-20
ARD,ARGENT MINERALS LIMITED,FPO,64660,1702573194,0.003797780925241091,2026-08-20
