Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
10X,EXULTANT MINING LIMITED,FPO,317,27299999,0.0011611722037059415,2026-09-02
14D,1414 DEGREES LIMITED,FPO,881669,713789803,0.12351941654173504,2026-09-02
29M,29METALS LIMITED,FPO,521645,1750076545,0.02980698195689492,2026-09-02
360,LIFE360 INC.,CDI 3:1,230212,175935231,0.13085042642766645,2026-09-02
4DX,4DMEDICAL LIMITED,FPO,187078,599933300,0.031183133191639806,2026-09-02
A11,ATLANTIC LITHIUM LIMITED,FPO,2638,801503291,0.00032913152442689094,2026-09-02
A1M,AIC MINES LIMITED,FPO,228351,797619821,0.028629052837943453,2026-09-02
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,154238,70409903,0.21905725392065944,2026-09-02
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,203380,728055850,0.02793467012180453,2026-09-02
A3D,AURORA LABS LIMITED,FPO,453,523619656,8.651317703780011e-05,2026-09-02
A4N,ALPHA HPA LIMITED,FPO,209566,1451896391,0.014433950060008104,2026-09-02
AAA,BETASHARES AUSTRALIAN HIGH INTERE,ETF UNITS,2868853,98660365,2.907807000308584,2026-09-02
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,803,602766747,0.00013321902775768085,2026-09-02
AAI,ALCOA CORPORATION,CDI 1:1,25576,38432237,0.06654829902303111,2026-09-02
AAR,ASTRAL RESOURCES NL,FPO,323540,1808809680,0.017886901180228093,2026-09-02
AAU,ANTILLES GOLD LIMITED,FPO,128282,3279093233,0.003912118103535485,2026-09-02
ABB,AUSSIE BROADBAND LIMITED,FPO,210023,315425041,0.06658412386478853,2026-09-02
ABG,ABACUS GROUP,STAPLED,84590,893657633,0.00946559363187356,2026-09-02
ACE,ACUSENSUS LIMITED.,FPO,1751,169397853,0.0010336612707836385,2026-09-02
ACF,ACROW LIMITED,FPO,35482,413316378,0.00858470699169826,2026-09-02
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,30822,186518985,0.01652485938629786,2026-09-02
AD8,AUDINATE GROUP LIMITED,FPO,2577,84328558,0.003055904264365578,2026-09-02
ADD,ADAVALE RESOURCES LIMITED,FPO,5030,394021144,0.0012765812384931303,2026-09-02
ADH,ADAIRS LIMITED,FPO,50056,178614627,0.028024580540092048,2026-09-02
ADO,ANTEOTECH LTD,FPO,97741,3259767301,0.002998404210325564,2026-09-02
AEE,AURA ENERGY LIMITED,FPO,129373,997441634,0.012970483243333313,2026-09-02
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,21198,113830079,0.018622494323315017,2026-09-02
AEL,AMPLITUDE ENERGY LIMITED,FPO,77414,299880831,0.025814921127786255,2026-09-02
AESG,ISHARES GLOBAL AGGREGATE BOND ESG,ETF UNITS,14733,4565116,0.3227300248230275,2026-09-02
AEU,ATOMIC EAGLE LTD,FPO,22636,383310581,0.005905393986502031,2026-09-02
AFG,AUSTRALIAN FINANCE GROUP LTD,FPO,218525,270731955,0.08071636759687272,2026-09-02
AFI,AUSTRALIAN FOUNDATION INVESTMENT,FPO,4540,1234054058,0.0003678931219073063,2026-09-02
AGE,ALLIGATOR ENERGY LIMITED,FPO,840954,4786564637,0.017569051371404264,2026-09-02
AGL,AGL ENERGY LIMITED.,FPO,666657,672747233,0.09909472195480586,2026-09-02
AGVT,BETASHARES AUSTRALIAN GOVERNMENT,ETF UNITS,40,27876717,0.00014348891944485428,2026-09-02
AGX1,ANTIPODES GLOBAL VALUE ACTIVE ETF,ETF UNITS,138,61011573,0.00022618659577913194,2026-09-02
AGY,ARGOSY MINERALS LIMITED,FPO,824543,1543460934,0.05342169547907715,2026-09-02
AHF,AUSTRALIAN DAIRY NUTRITIONALS LIM,FPO,273,787431258,3.466969303369971e-05,2026-09-02
AHK,ARK MINES LIMITED,FPO,4142,72338268,0.005725876654940093,2026-09-02
AHL,ADRAD HOLDINGS LIMITED,FPO,3304,81321356,0.004062893392972935,2026-09-02
AI1,ADISYN LTD,FPO,34844,1177381234,0.002959449241569957,2026-09-02
AIA,AUCKLAND INTERNATIONAL AIRPORT LI,FPO NZX,118313,1699968803,0.0069597159542697795,2026-09-02
AIH,ADVANCED INNERGY HOLDINGS LIMITED,FPO,2025,422343593,0.0004794674368364338,2026-09-02
AIM,AI-MEDIA TECHNOLOGIES LIMITED,FPO,10,210206965,4.757216298708276e-06,2026-09-02
AIS,AERIS RESOURCES LIMITED,FPO,1083284,1497084838,0.07235955989289099,2026-09-02
AIZ,AIR NEW ZEALAND LIMITED,FPO NZX,6801,3233562126,0.00021032532343558257,2026-09-02
AKA,AUREKA LIMITED,FPO,769,159149010,0.0004831949630098233,2026-09-02
AKN,AUKING MINING LIMITED,FPO,57220,2375066986,0.0024091952074315093,2026-09-02
AL3,AML3D LIMITED,FPO,138002,567445783,0.02431985647516919,2026-09-02
ALC,ALCIDION GROUP LIMITED,FPO,2100,1343558756,0.00015630131474503225,2026-09-02
ALD,AMPOL LIMITED,FPO,175873,238302099,0.07380253918787345,2026-09-02
ALK,ALKANE RESOURCES LIMITED,FPO,2606224,1366204821,0.19076378299502428,2026-09-02
ALL,ARISTOCRAT LEISURE LIMITED,FPO,131769,597035578,0.022070544010360467,2026-09-02
ALQ,ALS LIMITED,FPO,209733,507542553,0.04132323462541278,2026-09-02
ALR,ALTAIR MINERALS LIMITED,FPO,164438,6628932966,0.0024806103914975083,2026-09-02
ALTB,ISHARES 15+ YEAR AUSTRALIAN GOVER,ETF UNITS,1309,2365890,0.055328016095422865,2026-09-02
ALU,ALURION RESOURCES LIMITED,FPO,5507,204701236,0.0026902622121929933,2026-09-02
AMA,AMA GROUP LIMITED,FPO,54138,481267050,0.01124905600747028,2026-09-02
AMC,AMCOR PLC,CDI 1:1,167714,140289945,0.11954812584750818,2026-09-02
AMI,AURELIA METALS LIMITED,FPO,1826115,1720484176,0.10613959869398998,2026-09-02
AMP,AMP LIMITED,FPO,2818332,2432792139,0.11584762852606373,2026-09-02
AMX,AEROMETREX LIMITED,FPO,179,94990639,0.00018843962087674765,2026-09-02
ANG,AUSTIN ENGINEERING LIMITED,FPO,34191,623110874,0.005487145454630599,2026-09-02
ANN,ANSELL LIMITED,FPO,209601,140313831,0.14938014200467523,2026-09-02
ANZ,ANZ GROUP HOLDINGS LIMITED,FPO,907070,3015919897,0.030076064052705177,2026-09-02
AOV,AMOTIV LIMITED,FPO,46861,133849962,0.035010095856433644,2026-09-02
APA,APA GROUP,STAPLED,899516,1323751413,0.06795203322664933,2026-09-02
APE,EAGERS AUTOMOTIVE LIMITED,FPO,104111,282362838,0.03687135344630585,2026-09-02
APX,APPEN LIMITED,FPO,772956,268523648,0.287853977017324,2026-09-02
APZ,ASPEN GROUP,STAPLED,47328,229234220,0.020646132152520685,2026-09-02
AQLT,BETASHARES AUSTRALIAN QUALITY ETF,ETF UNITS,7812,39712710,0.019671284080084186,2026-09-02
AQZ,ALLIANCE AVIATION SERVICES LIMITE,FPO,30544,161060848,0.018964261258577256,2026-09-02
AR1,AUSTRAL RESOURCES AUSTRALIA LTD,FPO,2521580,2654856580,0.09497989529814828,2026-09-02
AR9,ARCHTIS LIMITED,FPO,17624,483786405,0.0036429299827059006,2026-09-02
ARB,ARB CORPORATION LIMITED.,FPO,54591,83660077,0.0652533465872856,2026-09-02
ARF,ARENA REIT.,STAPLED,447706,408296569,0.10965215825754343,2026-09-02
ARG,ARGO INVESTMENTS LIMITED,FPO,3033,752443394,0.00040308680017463216,2026-09-02
ARR,AMERICAN RARE EARTHS LIMITED,FPO NZ,69046,582607799,0.011851197343824092,2026-09-02
ART,AIRTASKER LIMITED,FPO,13403,489286084,0.0027392972002040425,2026-09-02
ARU,ARAFURA RARE EARTHS LTD,FPO,3614036,6072493037,0.059514864454837585,2026-09-02
ARX,AROA BIOSURGERY LIMITED,FPO,1845,345902653,0.0005333870625155337,2026-09-02
AS1,ASARA RESOURCES LIMITED,FPO,140248,2088351479,0.00671572775992465,2026-09-02
ASB,AUSTAL LIMITED,FPO,401729,422074212,0.09517970740178744,2026-09-02
ASG,AUTOSPORTS GROUP LIMITED.,FPO,17278,213035696,0.008110377896481724,2026-09-02
ASIA,BETASHARES ASIA TECHNOLOGY TIGERS,ETF UNITS,1284,67782519,0.001894293719004453,2026-09-02
ASL,ANDEAN SILVER LIMITED,FPO,1039884,212700397,0.4888961255676453,2026-09-02
ASN,ANSON RESOURCES LIMITED,FPO,127488,1623621345,0.007852077110996593,2026-09-02
ASX,ASX LIMITED,FPO,305074,195409849,0.1561200735588307,2026-09-02
AT4,AMERICAN TUNGSTEN & ANTIMONY LTD,FPO,78039,1823664739,0.004279240494762891,2026-09-02
ATA,ATTURRA LIMITED,FPO,8400,368090382,0.0022820482171685757,2026-09-02
ATEC,BETASHARES S&P/ASX AUSTRALIAN TEC,ETF UNITS,32,27091654,0.00011811755753266302,2026-09-02
ATH,ALTERITY THERAPEUTICS LIMITED,FPO,9880,220215356,0.004486517279930288,2026-09-02
AUB,AUB GROUP LIMITED,FPO,66220,130640517,0.05068871550776242,2026-09-02
AUC,AUSGOLD LIMITED,FPO,130722,549838466,0.02377461892598835,2026-09-02
AUE,AURUM RESOURCES LIMITED,FPO,54963,413742478,0.013284350271619923,2026-09-02
AUI,AUSTRALIAN UNITED INVESTMENT COMP,FPO,200,217674671,9.18802353444237e-05,2026-09-02
AUZ,AUSTRALIAN MINES LIMITED,FPO,114700,2187477854,0.005243481655837601,2026-09-02
AVL,AUSTRALIAN VANADIUM LIMITED,FPO,44323,375629796,0.011799649674223393,2026-09-02
AVM,ADVANCE METALS LIMITED,FPO,2540,485369190,0.0005233129857294815,2026-09-02
AVR,ANTERIS TECHNOLOGIES GLOBAL CORP.,CDI 1:1,254,15127320,0.001679081291332503,2026-09-02
AW1,AMERICAN WEST METALS LIMITED,FPO,52484,1229570064,0.004268483882021383,2026-09-02
AWJ,AURIC MINING LIMITED,FPO,17873,187393602,0.009537678879773066,2026-09-02
AX1,ACCENT GROUP LIMITED,FPO,102592,601185674,0.01706494423218741,2026-09-02
AXE,ARCHER MATERIALS LIMITED,FPO,6157,283785249,0.0021695983218634456,2026-09-02
AXQ,"AURA CONSOLIDATED GROUP, INC.",CDI 1:1,9790,226419687,0.0043238289610390635,2026-09-02
AYA,ARTRYA LIMITED,FPO,49623,163350283,0.030378276112322376,2026-09-02
AZ9,AZZURO RESOURCES PLC,CDI 1:1,7500,820666895,0.0009138908911392118,2026-09-02
AZJ,AURIZON HOLDINGS LIMITED,FPO,1049271,1683307283,0.06233389533787219,2026-09-02
AZY,ANTIPA MINERALS LIMITED,FPO,141582,669044286,0.021161827843485984,2026-09-02
B4P,BEFOREPAY GROUP LIMITED,FPO,156,50001681,0.0003119895109126431,2026-09-02
BAP,BAPCOR LIMITED,FPO,1293536,672753078,0.19227500286516713,2026-09-02
BB1,BLINKLAB LIMITED,FPO,20050,153257474,0.013082559353679548,2026-09-02
BBN,BABY BUNTING GROUP LIMITED,FPO,19207,136843899,0.014035700634341031,2026-09-02
BBOZ,BETASHARES AUS EQUITIES STRONG BE,ETF UNITS,1142,8332870,0.013704761984766351,2026-09-02
BBUS,BETASHARES US EQY STRONG BEAR CCY,ETF UNITS,147,4727914,0.0031091936105436774,2026-09-02
BC8,BLACK CAT SYNDICATE LIMITED,FPO,266771,728927974,0.0365977174035579,2026-09-02
BCI,BCI MINERALS LIMITED,FPO,168920,2937579809,0.005750311854761254,2026-09-02
BCM,BRAZILIAN CRITICAL MINERALS LIMIT,FPO,38090,2179727167,0.0017474664066523514,2026-09-02
BCN,BEACON MINERALS LIMITED,FPO,1082,116346090,0.0009299839814126973,2026-09-02
BCOM,GLOBAL X BLOOMBERG COMMODITY COMP,ETF UNITS,10753,7397921,0.14535164676670648,2026-09-02
BEN,BENDIGO AND ADELAIDE BANK LIMITED,FPO,533952,579796573,0.09209299000116719,2026-09-02
BFG,BELL FINANCIAL GROUP LIMITED,FPO,10601,320743948,0.0033051286130580397,2026-09-02
BGA,BEGA CHEESE LIMITED,FPO,83705,305572912,0.02739280764520122,2026-09-02
BGBL,BETASHARES GLOBAL SHARES ETF,ETF UNITS,52691,56345685,0.0935138156542067,2026-09-02
BGD,BARTON GOLD HOLDINGS LIMITED,FPO,10494,271001304,0.003872306090453351,2026-09-02
BGL,BELLEVUE GOLD LIMITED,FPO,1224546,1491502384,0.08210151141132874,2026-09-02
BHM,BROKEN HILL MINES LIMITED,FPO,16844,166003493,0.010146774441667923,2026-09-02
BHP,BHP GROUP LIMITED,FPO,1446598,5084182410,0.028452913041725425,2026-09-02
BIS,BISALLOY STEEL GROUP LIMITED,FPO,4369,48041013,0.009094312811430517,2026-09-02
BKB,BLACK BEAR MINERALS LIMITED,FPO,549826,152435043,0.3606952766103789,2026-09-02
BKI,BKI INVESTMENT COMPANY LIMITED,FPO,2146,807134229,0.000265878948370061,2026-09-02
BLG,BLUGLASS LIMITED,FPO,316,190022917,0.00016629573158273326,2026-09-02
BLX,BEACON LIGHTING GROUP LIMITED,FPO,4153,229342146,0.0018108315773761009,2026-09-02
BM1,BALLARD MINING LIMITED,FPO,8814,298294810,0.002954794956036949,2026-09-02
BMC,BMC MINERALS LTD.,CDI 1:1,598,170837456,0.0003500403330754352,2026-09-02
BML,BOAB METALS LIMITED,FPO,526996,578608493,0.09107989363716443,2026-09-02
BMN,BANNERMAN ENERGY LTD,FPO,245863,207811582,0.11831053766772248,2026-09-02
BNDS,BETASHARES WESTERN ASSET AUS BOND,ETF UNITS,4259,36268962,0.011742822968024284,2026-09-02
BNKS,BETASHARES GLOBAL BANKS CURRENCY,ETF UNITS,8902,13184981,0.06751621409238284,2026-09-02
BNZ,BENZ MINING CORP.,CDI 1:1,18162,332364740,0.0054644785725465345,2026-09-02
BOE,BOSS ENERGY LTD,FPO,1467510,415175320,0.3534675423384993,2026-09-02
BOQ,BANK OF QUEENSLAND LIMITED.,FPO,294607,661469455,0.044538262163594536,2026-09-02
BPT,BEACH ENERGY LIMITED,FPO,1535546,2281333656,0.06730913717778422,2026-09-02
BRE,BRAZILIAN RARE EARTHS LIMITED,FPO,71457,276153716,0.02587580606737155,2026-09-02
BRG,BREVILLE GROUP LIMITED,FPO,361961,144838561,0.2499065148817655,2026-09-02
BRK,BROOKSIDE ENERGY LIMITED,FPO,5598,94600000,0.00591754756871036,2026-09-02
BRN,BRAINCHIP HOLDINGS LTD,FPO,777722,2275825144,0.03417318777984289,2026-09-02
BSL,BLUESCOPE STEEL LIMITED,FPO,126936,438077431,0.028975699503679748,2026-09-02
BST,BORESIGHT LTD,FPO,1250,126735648,0.0009863049739564987,2026-09-02
BTL,BEETALOO ENERGY AUSTRALIA LIMITED,FPO,420624,1507249336,0.02790672982588728,2026-09-02
