Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
29M,29METALS LIMITED,FPO,383515,1747294800,0.021949072360313782,2026-03-04
360,LIFE360 INC.,CDI 3:1,141244,182458716,0.07741148414088368,2026-03-04
3DA,AMAERO LTD,FPO,121842,952582206,0.012790707115098053,2026-03-04
4DX,4DMEDICAL LIMITED,FPO,453471,572200312,0.07925039369779302,2026-03-04
A1G,AFRICAN GOLD LTD.,FPO,226785,561916136,0.040359225420072295,2026-03-04
A1M,AIC MINES LIMITED,FPO,160342,797619821,0.020102559612795782,2026-03-04
A1N,ARN MEDIA LIMITED,FPO,25911,313050373,0.008276942701486574,2026-03-04
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,6241,62263477,0.010023532736535097,2026-03-04
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,401598,725426194,0.05536028383336817,2026-03-04
A3D,AURORA LABS LIMITED,FPO,15890,523359732,0.0030361525788919503,2026-03-04
A4N,ALPHA HPA LIMITED,FPO,1280011,1291896391,0.09908000431901509,2026-03-04
AAA,BETASHARES AUSTRALIAN HIGH INTERE,ETF UNITS,150425,97985737,0.15351724098375666,2026-03-04
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,7824,602766747,0.0012980145369565319,2026-03-04
AAI,ALCOA CORPORATION,CDI 1:1,13399,40397012,0.03316829472437219,2026-03-04
AAR,ASTRAL RESOURCES NL,FPO,264629,1801045606,0.014693076017532008,2026-03-04
ABB,AUSSIE BROADBAND LIMITED,FPO,80374,293393955,0.027394565781016175,2026-03-04
ABG,ABACUS GROUP,STAPLED,77236,893657633,0.008642683411176102,2026-03-04
ACE,ACUSENSUS LIMITED.,FPO,8968,168484726,0.005322737682465056,2026-03-04
ACF,ACROW LIMITED,FPO,26993,311561220,0.008663786847413167,2026-03-04
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,91300,191320870,0.04772087854294202,2026-03-04
AD8,AUDINATE GROUP LIMITED,FPO,37247,84328558,0.044168904204433326,2026-03-04
ADH,ADAIRS LIMITED,FPO,248841,177337058,0.14032092491350567,2026-03-04
ADV,ARDIDEN LTD,FPO,55,214906395,2.5592537625509007e-05,2026-03-04
AEE,AURA ENERGY LIMITED,FPO,158421,997440437,0.015882752906678076,2026-03-04
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,16355,113830079,0.014367907097736443,2026-03-04
AEI,AERIS ENVIRONMENTAL LTD,FPO,16667,246594551,0.006758867919997145,2026-03-04
AEL,AMPLITUDE ENERGY LIMITED,FPO,38429,299880831,0.012814757072618622,2026-03-04
AEM,ADVANCED ENERGY MINERALS LTD,FPO,4028,365870869,0.0011009348765615992,2026-03-04
AESG,ISHARES GLOBAL AGGREGATE BOND ESG,ETF UNITS,1289,3455068,0.03730751464225885,2026-03-04
AEU,ATOMIC EAGLE LTD,FPO,146332,381054814,0.03840182425828112,2026-03-04
AFG,AUSTRALIAN FINANCE GROUP LTD,FPO,114194,271760063,0.04202015511013478,2026-03-04
AFI,AUSTRALIAN FOUNDATION INVESTMENT,FPO,22892,1259418258,0.0018176646125770237,2026-03-04
AGE,ALLIGATOR ENERGY LIMITED,FPO,779760,4437034145,0.017573901270935565,2026-03-04
AGL,AGL ENERGY LIMITED.,FPO,322822,672747233,0.04798563028798069,2026-03-04
AGVT,BETASHARES AUSTRALIAN GOVERNMENT,ETF UNITS,19447,26932969,0.0722051846567677,2026-03-04
AGY,ARGOSY MINERALS LIMITED,FPO,49358,1543420934,0.003197961030117789,2026-03-04
AIA,AUCKLAND INTERNATIONAL AIRPORT LI,FPO NZX,30786,1695129603,0.0018161443199101513,2026-03-04
AII,ALMONTY INDUSTRIES INC.,CDI 1:1,23,6618190,0.00034752704289239204,2026-03-04
AIM,AI-MEDIA TECHNOLOGIES LIMITED,FPO,18485,209528175,0.008822202551041167,2026-03-04
