Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
14D,1414 DEGREES LIMITED,FPO,634898,509734108,0.12455474139078015,2026-05-19
29M,29METALS LIMITED,FPO,1027916,1750076545,0.058735488052609724,2026-05-19
360,LIFE360 INC.,CDI 3:1,146740,180930408,0.08110300619009271,2026-05-19
3DA,AMAERO LTD,FPO,158532,953245960,0.01663075498373998,2026-05-19
4DX,4DMEDICAL LIMITED,FPO,5210852,595004942,0.8757661713673632,2026-05-19
A11,ATLANTIC LITHIUM LIMITED,FPO,60809,801503291,0.007586868411248981,2026-05-19
A1M,AIC MINES LIMITED,FPO,115801,797619821,0.01451832025122154,2026-05-19
A1N,ARN MEDIA LIMITED,FPO,7998,313050373,0.0025548603962212814,2026-05-19
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,12958,65784911,0.019697526078586623,2026-05-19
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,516135,725426194,0.07114920915028332,2026-05-19
A3D,AURORA LABS LIMITED,FPO,12550,523619656,0.002396777862747001,2026-05-19
A4N,ALPHA HPA LIMITED,FPO,622061,1451896391,0.04284472389738174,2026-05-19
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,2216,602766747,0.0003676380641482202,2026-05-19
AAI,ALCOA CORPORATION,CDI 1:1,47082,37745799,0.12473441084132303,2026-05-19
AAL,ALFABS AUSTRALIA LIMITED,FPO,251,133431875,0.00018811097423310585,2026-05-19
AAR,ASTRAL RESOURCES NL,FPO,72633,1801045606,0.004032824030553727,2026-05-19
AAU,ANTILLES GOLD LIMITED,FPO,19010,3278907322,0.0005797663103330617,2026-05-19
ABB,AUSSIE BROADBAND LIMITED,FPO,263113,293393955,0.08967908012965026,2026-05-19
ABG,ABACUS GROUP,STAPLED,261047,893657633,0.029211074841230613,2026-05-19
ACE,ACUSENSUS LIMITED.,FPO,148,169235550,8.745207493342858e-05,2026-05-19
ACF,ACROW LIMITED,FPO,14750,311561220,0.004734222057546186,2026-05-19
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,267084,187522403,0.14242778234875755,2026-05-19
AD8,AUDINATE GROUP LIMITED,FPO,17497,84328558,0.020748605709586546,2026-05-19
ADH,ADAIRS LIMITED,FPO,100184,178614627,0.05608947132868351,2026-05-19
AEE,AURA ENERGY LIMITED,FPO,100648,997440437,0.010090627597044172,2026-05-19
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,13080,113830079,0.011490811668504596,2026-05-19
AEG,ALAND EQUITY GROUP LIMITED,FPO,19253,717887779,0.002681895494421002,2026-05-19
AEL,AMPLITUDE ENERGY LIMITED,FPO,37418,299880831,0.012477623152911697,2026-05-19
AEM,ADVANCED ENERGY MINERALS LTD,FPO,2686,365870869,0.0007341387980249393,2026-05-19
AEU,ATOMIC EAGLE LTD,FPO,30533,381739501,0.007998386313183765,2026-05-19
AFG,AUSTRALIAN FINANCE GROUP LTD,FPO,43511,271760063,0.016010814657487035,2026-05-19
AFI,AUSTRALIAN FOUNDATION INVESTMENT,FPO,6579,1243982403,0.0005288660019735022,2026-05-19
AGGG,ISHARES CORE GLOBAL AGGREGATE BON,ETF UNITS,5,8000,0.0625,2026-05-19
AGL,AGL ENERGY LIMITED.,FPO,240274,672747233,0.035715345706966294,2026-05-19
AGVT,BETASHARES AUSTRALIAN GOVERNMENT,ETF UNITS,8523,27834702,0.030620051186465012,2026-05-19
AGY,ARGOSY MINERALS LIMITED,FPO,95232,1543460934,0.006170029827266104,2026-05-19
AHK,ARK MINES LIMITED,FPO,2682,72338238,0.0037075827033553124,2026-05-19
AI1,ADISYN LTD,FPO,381197,1042577509,0.036562941048443424,2026-05-19
AIA,AUCKLAND INTERNATIONAL AIRPORT LI,FPO NZX,144076,1699968803,0.008475214353683641,2026-05-19
AIH,ADVANCED INNERGY HOLDINGS LIMITED,FPO,1951,422343593,0.0004619461576631518,2026-05-19
AII,ALMONTY INDUSTRIES INC.,CDI 1:1,61,4992007,0.0012219534147287854,2026-05-19
AIS,AERIS RESOURCES LIMITED,FPO,343938,1197168782,0.028729282384511758,2026-05-19
AIZ,AIR NEW ZEALAND LIMITED,FPO NZX,14964,3233562126,0.00046277137772240224,2026-05-19
AJL,AJ LUCAS GROUP LIMITED,FPO,131950,1375729630,0.009591274122663185,2026-05-19
AL3,AML3D LIMITED,FPO,28400,556528577,0.005103062299710083,2026-05-19
ALD,AMPOL LIMITED,FPO,123350,238302099,0.051762028331945154,2026-05-19
ALK,ALKANE RESOURCES LIMITED,FPO,335863,1366204821,0.02458364915987952,2026-05-19
ALL,ARISTOCRAT LEISURE LIMITED,FPO,390719,603066668,0.06478869099096023,2026-05-19
ALQ,ALS LIMITED,FPO,503016,507542553,0.09910814315504299,2026-05-19
ALTB,ISHARES 15+ YEAR AUSTRALIAN GOVER,ETF UNITS,1889,1946788,0.09703162337142,2026-05-19
AMA,AMA GROUP LIMITED,FPO,75408,481483688,0.01566158976500986,2026-05-19
AMC,AMCOR PLC,CDI 1:1,34541,144069449,0.023975242662307952,2026-05-19
AMI,AURELIA METALS LIMITED,FPO,904674,1693401832,0.053423468836781084,2026-05-19
AMP,AMP LIMITED,FPO,1159360,2531739839,0.04579301483275351,2026-05-19
ANG,AUSTIN ENGINEERING LIMITED,FPO,38349,623110874,0.0061544424275285555,2026-05-19
ANN,ANSELL LIMITED,FPO,46054,141254950,0.03260345920620835,2026-05-19
ANZ,ANZ GROUP HOLDINGS LIMITED,FPO,1127151,3014198826,0.037394712992300794,2026-05-19
AOV,AMOTIV LIMITED,FPO,23864,133849962,0.017828918023899028,2026-05-19
APA,APA GROUP,STAPLED,632844,1323751413,0.04780686115120317,2026-05-19
APE,EAGERS AUTOMOTIVE LIMITED,FPO,75932,282364338,0.02689149789163531,2026-05-19
APX,APPEN LIMITED,FPO,314033,268019910,0.11716778801992732,2026-05-19
APZ,ASPEN GROUP,STAPLED,44377,227665433,0.019492199327422712,2026-05-19
AQI,ALICANTO MINERALS LIMITED,FPO,23593,161893186,0.014573189016120789,2026-05-19
AQLT,BETASHARES AUSTRALIAN QUALITY ETF,ETF UNITS,93625,34023328,0.27517884199923065,2026-05-19
AR1,AUSTRAL RESOURCES AUSTRALIA LTD,FPO,68241,2495026076,0.0027350816352750616,2026-05-19
ARB,ARB CORPORATION LIMITED.,FPO,60616,83660077,0.07245510902410478,2026-05-19
ARD,ARGENT MINERALS LIMITED,FPO,194565,1701501766,0.011434898504830584,2026-05-19
ARF,ARENA REIT.,STAPLED,146805,406635304,0.03610237442639757,2026-05-19
ARG,ARGO INVESTMENTS LIMITED,FPO,2624,758823304,0.0003457985523333374,2026-05-19
ARL,ARDEA RESOURCES LIMITED,FPO,271,219714106,0.00012334210348788439,2026-05-19
ARR,AMERICAN RARE EARTHS LIMITED,FPO NZ,75098,574607799,0.013069436253857739,2026-05-19
ARU,ARAFURA RARE EARTHS LTD,FPO,15284943,4680048385,0.3265979695635134,2026-05-19
ARX,AROA BIOSURGERY LIMITED,FPO,1759,345902653,0.0005085245761326959,2026-05-19
AS1,ASARA RESOURCES LIMITED,FPO,47757,2006182760,0.0023804909977394083,2026-05-19
ASB,AUSTAL LIMITED,FPO,126253,422050221,0.02991421250789962,2026-05-19
ASG,AUTOSPORTS GROUP LIMITED.,FPO,3937,213035696,0.0018480470991115029,2026-05-19
ASK,ABACUS STORAGE KING,STAPLED,127551,1314102962,0.00970631706102189,2026-05-19
ASL,ANDEAN SILVER LIMITED,FPO,164516,212667063,0.0773584765215853,2026-05-19
ASM,AUSTRALIAN STRATEGIC MATERIALS LI,FPO,104023,271730693,0.038281652636126755,2026-05-19
ASN,ANSON RESOURCES LIMITED,FPO,398345,1619523345,0.024596434576248733,2026-05-19
ASX,ASX LIMITED,FPO,152593,195409849,0.07808869449563927,2026-05-19
AT4,AMERICAN TUNGSTEN & ANTIMONY LTD,FPO,2779695,1343867725,0.20684290189348806,2026-05-19
ATG,ARTICORE GROUP LIMITED,FPO,14598,293560304,0.004972743181244287,2026-05-19
ATOM,GLOBAL X URANIUM ETF,ETF UNITS,24438,5697479,0.42892654803993135,2026-05-19
AUB,AUB GROUP LIMITED,FPO,45389,130640517,0.03474343262129007,2026-05-19
AUC,AUSGOLD LIMITED,FPO,2928,547859741,0.0005344433585602707,2026-05-19
AUE,AURUM RESOURCES LIMITED,FPO,118313,403384982,0.02933004580720856,2026-05-19
AUI,AUSTRALIAN UNITED INVESTMENT COMP,FPO,1869,218332155,0.0008560351543271306,2026-05-19
AUR,AURIS MINERALS LIMITED,FPO,9372,1286625957,0.0007284168292277038,2026-05-19
AUZ,AUSTRALIAN MINES LIMITED,FPO,29000,2158606705,0.0013434591828528578,2026-05-19
AVL,AUSTRALIAN VANADIUM LIMITED,FPO,23020,375629796,0.006128374331625173,2026-05-19
AWJ,AURIC MINING LIMITED,FPO,19010,187093602,0.010160689514118179,2026-05-19
AX1,ACCENT GROUP LIMITED,FPO,507652,601185674,0.08444179925684657,2026-05-19
AYA,ARTRYA LIMITED,FPO,11273,159799493,0.007054465435631889,2026-05-19
AZJ,AURIZON HOLDINGS LIMITED,FPO,1762505,1683307283,0.10470488768152024,2026-05-19
AZY,ANTIPA MINERALS LIMITED,FPO,253386,662685219,0.0382362534631997,2026-05-19
BAP,BAPCOR LIMITED,FPO,2258396,672753078,0.3356946365394407,2026-05-19
BB1,BLINKLAB LIMITED,FPO,4025,152873007,0.0026329043164566,2026-05-19
BBN,BABY BUNTING GROUP LIMITED,FPO,17317,135400726,0.012789443979790774,2026-05-19
BBOZ,BETASHARES AUS EQUITIES STRONG BE,ETF UNITS,1181,8982870,0.013147245813420434,2026-05-19
BBUS,BETASHARES US EQY STRONG BEAR CCY,ETF UNITS,11998,5927914,0.20239834788426417,2026-05-19
BC8,BLACK CAT SYNDICATE LIMITED,FPO,405737,728850674,0.05566805581358357,2026-05-19
BCA,BLACK CANYON LIMITED,FPO,7180,162163884,0.004427619654201178,2026-05-19
BCI,BCI MINERALS LIMITED,FPO,28996,2937579809,0.000987071054585942,2026-05-19
BCN,BEACON MINERALS LIMITED,FPO,159,112541288,0.00014128148240137434,2026-05-19
BCOM,GLOBAL X BLOOMBERG COMMODITY COMP,ETF UNITS,331,5392163,0.00613853846777258,2026-05-19
BEAR,BETASHARES AUSTRALIAN EQUITIES BE,ETF UNITS,2000,4745830,0.04214225962581888,2026-05-19
BEMG,BETASHARES MSCI EMERGING MARKETS,ETF UNITS,7578,2875774,0.26351166677214555,2026-05-19
BEN,BENDIGO AND ADELAIDE BANK LIMITED,FPO,200330,579792028,0.0345520445824412,2026-05-19
BET,BETMAKERS TECHNOLOGY GROUP LTD,FPO,4917,1120282275,0.0004389072388028276,2026-05-19
BFG,BELL FINANCIAL GROUP LIMITED,FPO,2575,320743948,0.0008028210714672628,2026-05-19
BGA,BEGA CHEESE LIMITED,FPO,126140,305572912,0.04127983700335323,2026-05-19
BGBL,BETASHARES GLOBAL SHARES ETF,ETF UNITS,13416,50034115,0.026813705009072313,2026-05-19
BGD,BARTON GOLD HOLDINGS LIMITED,FPO,6593,239498877,0.0027528312794552266,2026-05-19
BGL,BELLEVUE GOLD LIMITED,FPO,885631,1490655618,0.059412180070688866,2026-05-19
BHM,BROKEN HILL MINES LIMITED,FPO,9382,162964093,0.00575709644209783,2026-05-19
BHP,BHP GROUP LIMITED,FPO,2650112,5081391706,0.0521532712558019,2026-05-19
BIS,BISALLOY STEEL GROUP LIMITED,FPO,3236,48041013,0.006735911251496716,2026-05-19
BLX,BEACON LIGHTING GROUP LIMITED,FPO,10193,229342146,0.004444451304645942,2026-05-19
BM1,BALLARD MINING LIMITED,FPO,14046,298294810,0.00470876446023315,2026-05-19
