Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
29M,29METALS LIMITED,FPO,396598,1750076545,0.02266175163212647,2026-06-29
360,LIFE360 INC.,CDI 3:1,418533,180879363,0.2313879223468959,2026-06-29
4DX,4DMEDICAL LIMITED,FPO,1565713,595361350,0.2629853281540698,2026-06-29
A1M,AIC MINES LIMITED,FPO,78944,797619821,0.009897447119735005,2026-06-29
A1N,ARN MEDIA LIMITED,FPO,4079,313050373,0.001302985190821031,2026-06-29
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,495533,725426194,0.06830922347422155,2026-06-29
A300,GLOBAL X AUSTRALIA 300 ETF,ETF UNITS,18343,240249,7.634995358981723,2026-06-29
A4N,ALPHA HPA LIMITED,FPO,708936,1451896391,0.048828277581964175,2026-06-29
AAA,BETASHARES AUSTRALIAN HIGH INTERE,ETF UNITS,37905,99457023,0.0381119390633681,2026-06-29
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,15208,602766747,0.0025230323463746084,2026-06-29
AAI,ALCOA CORPORATION,CDI 1:1,21650,38131676,0.05677694313777344,2026-06-29
AAL,ALFABS AUSTRALIA LIMITED,FPO,6988,133431875,0.005237129434027664,2026-06-29
AAR,ASTRAL RESOURCES NL,FPO,255902,1801045606,0.014208524156605949,2026-06-29
AAU,ANTILLES GOLD LIMITED,FPO,177500,3279093233,0.005413081830479323,2026-06-29
ABB,AUSSIE BROADBAND LIMITED,FPO,76464,315425041,0.024241575671222627,2026-06-29
ABG,ABACUS GROUP,STAPLED,24567,893657633,0.0027490393516282985,2026-06-29
ACE,ACUSENSUS LIMITED.,FPO,194,169397853,0.00011452329327928378,2026-06-29
ACF,ACROW LIMITED,FPO,82337,350654545,0.0234809447571826,2026-06-29
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,26054,186518985,0.013968551244260738,2026-06-29
AD8,AUDINATE GROUP LIMITED,FPO,3026,84328558,0.0035883454807800696,2026-06-29
ADH,ADAIRS LIMITED,FPO,92009,178614627,0.051512578530312644,2026-06-29
ADN,ANDROMEDA METALS LIMITED,FPO,245682,4623631438,0.005313615570238278,2026-06-29
AEE,AURA ENERGY LIMITED,FPO,129071,997441634,0.012940205782506969,2026-06-29
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,16677,113830079,0.01465078487734336,2026-06-29
AEL,AMPLITUDE ENERGY LIMITED,FPO,97437,299880831,0.03249190676012233,2026-06-29
AESG,ISHARES GLOBAL AGGREGATE BOND ESG,ETF UNITS,9328,3655116,0.2552039388079612,2026-06-29
AEU,ATOMIC EAGLE LTD,FPO,13193,381739501,0.003456021702087362,2026-06-29
AFG,AUSTRALIAN FINANCE GROUP LTD,FPO,52970,271760063,0.019491458537084606,2026-06-29
AFI,AUSTRALIAN FOUNDATION INVESTMENT,FPO,61,1235650665,4.936670349301354e-06,2026-06-29
AGE,ALLIGATOR ENERGY LIMITED,FPO,3871659,4437034145,0.08725781396933559,2026-06-29
AGL,AGL ENERGY LIMITED.,FPO,532624,672747233,0.07917148876627189,2026-06-29
AGR,AGUIA RESOURCES LIMITED,FPO,51620,2223238226,0.0023218384515128433,2026-06-29
AGY,ARGOSY MINERALS LIMITED,FPO,43020,1543460934,0.002787242556798007,2026-06-29
AHF,AUSTRALIAN DAIRY NUTRITIONALS LIM,FPO,20633,787431258,0.002620292221114748,2026-06-29
AI1,ADISYN LTD,FPO,108360,1177021259,0.009206290810079582,2026-06-29
AIA,AUCKLAND INTERNATIONAL AIRPORT LI,FPO NZX,182962,1699968803,0.010762668095856815,2026-06-29
AIH,ADVANCED INNERGY HOLDINGS LIMITED,FPO,16666,422343593,0.0039460761986745705,2026-06-29
AII,ALMONTY INDUSTRIES INC.,CDI 1:1,102,4714407,0.0021635807006056117,2026-06-29
AIS,AERIS RESOURCES LIMITED,FPO,1305226,1197168782,0.10902606379523852,2026-06-29
AIZ,AIR NEW ZEALAND LIMITED,FPO NZX,8059,3233562126,0.00024922978702651965,2026-06-29
ALB,ALBION RESOURCES LIMITED,FPO,26707,145183333,0.018395362227976955,2026-06-29
ALD,AMPOL LIMITED,FPO,633052,238302099,0.26565103818074215,2026-06-29
ALK,ALKANE RESOURCES LIMITED,FPO,387426,1366204821,0.028357827028923945,2026-06-29
ALL,ARISTOCRAT LEISURE LIMITED,FPO,278922,601792620,0.046348524513311576,2026-06-29
ALQ,ALS LIMITED,FPO,70688,507542553,0.013927502153696262,2026-06-29
AMA,AMA GROUP LIMITED,FPO,11080,481483688,0.002301220223269537,2026-06-29
AMC,AMCOR PLC,CDI 1:1,55199,144061333,0.038316319063908706,2026-06-29
AMI,AURELIA METALS LIMITED,FPO,220820,1693401832,0.013040023686474906,2026-06-29
AMP,AMP LIMITED,FPO,833328,2432792139,0.03425397454393863,2026-06-29
ANG,AUSTIN ENGINEERING LIMITED,FPO,3491,623110874,0.0005602534228924402,2026-06-29
ANN,ANSELL LIMITED,FPO,80860,140780550,0.057436911562002,2026-06-29
ANZ,ANZ GROUP HOLDINGS LIMITED,FPO,657988,3014198826,0.021829615031506884,2026-06-29
AOV,AMOTIV LIMITED,FPO,64506,133849962,0.04819276676372908,2026-06-29
APA,APA GROUP,STAPLED,498360,1323751413,0.037647551882159916,2026-06-29
APE,EAGERS AUTOMOTIVE LIMITED,FPO,79515,282362838,0.028160575436630225,2026-06-29
APX,APPEN LIMITED,FPO,207902,268523648,0.07742409338934647,2026-06-29
APZ,ASPEN GROUP,STAPLED,8365,227665433,0.0036742512421725436,2026-06-29
AQI,ALICANTO MINERALS LIMITED,FPO,8299,185414693,0.0044759128123681114,2026-06-29
AQLT,BETASHARES AUSTRALIAN QUALITY ETF,ETF UNITS,48,35923328,0.00013361790978831358,2026-06-29
AQZ,ALLIANCE AVIATION SERVICES LIMITE,FPO,21392,161060848,0.013281936774603348,2026-06-29
AR1,AUSTRAL RESOURCES AUSTRALIA LTD,FPO,42300,2495026076,0.0016953730627062194,2026-06-29
ARB,ARB CORPORATION LIMITED.,FPO,55910,83660077,0.06682996478714692,2026-06-29
ARD,ARGENT MINERALS LIMITED,FPO,318570,1701501766,0.018722872133651376,2026-06-29
ARF,ARENA REIT.,STAPLED,108121,406635304,0.02658918174010784,2026-06-29
ARG,ARGO INVESTMENTS LIMITED,FPO,439,752443394,5.834325924057484e-05,2026-06-29
ARL,ARDEA RESOURCES LIMITED,FPO,5025,219714106,0.0022870629890281145,2026-06-29
ARR,AMERICAN RARE EARTHS LIMITED,FPO NZ,32526,580867959,0.0055995514119931,2026-06-29
ART,AIRTASKER LIMITED,FPO,13102,489144515,0.0026785540056602697,2026-06-29
ARU,ARAFURA RARE EARTHS LTD,FPO,4690895,5355174672,0.08759555546389095,2026-06-29
ARX,AROA BIOSURGERY LIMITED,FPO,16215,345902653,0.004687735077880423,2026-06-29
ASB,AUSTAL LIMITED,FPO,508427,422050221,0.12046599544370336,2026-06-29
ASG,AUTOSPORTS GROUP LIMITED.,FPO,1459,213035696,0.0006848617519948394,2026-06-29
ASK,ABACUS STORAGE KING,STAPLED,51972,1314102962,0.003954941241506767,2026-06-29
ASL,ANDEAN SILVER LIMITED,FPO,133877,212667063,0.0629514500795076,2026-06-29
ASM,AUSTRALIAN STRATEGIC MATERIALS LI,FPO,8396,271730693,0.0030898239382917267,2026-06-29
ASN,ANSON RESOURCES LIMITED,FPO,352049,1619523345,0.02173781570280483,2026-06-29
ASX,ASX LIMITED,FPO,256638,195409849,0.13133319600487486,2026-06-29
AT4,AMERICAN TUNGSTEN & ANTIMONY LTD,FPO,68360,1678055029,0.004073763900385176,2026-06-29
ATC,ALTECH BATTERIES LTD,FPO,1182334,2669056318,0.044297828862822825,2026-06-29
ATEC,BETASHARES S&P/ASX AUSTRALIAN TEC,ETF UNITS,32519,26846688,0.12112853548266363,2026-06-29
ATG,ARTICORE GROUP LIMITED,FPO,14433,293560304,0.004916536671797424,2026-06-29
AUB,AUB GROUP LIMITED,FPO,62643,130640517,0.04795066755591606,2026-06-29
AUC,AUSGOLD LIMITED,FPO,69262,547859741,0.012642286851298314,2026-06-29
AUE,AURUM RESOURCES LIMITED,FPO,13541,408159183,0.0033175781812558166,2026-06-29
AUZ,AUSTRALIAN MINES LIMITED,FPO,180253,2158606705,0.008350432692647455,2026-06-29
AVE,AVECHO BIOTECHNOLOGY LIMITED,FPO,574887,3830448257,0.01500834788590123,2026-06-29
AVL,AUSTRALIAN VANADIUM LIMITED,FPO,122407,375629796,0.032587138002226,2026-06-29
AVM,ADVANCE METALS LIMITED,FPO,6654,485369190,0.0013709151996236103,2026-06-29
AVTE,AVANTIS EMERGING MARKETS EQUITY A,ETF UNITS,3318,1118432,0.29666533146404966,2026-06-29
AW1,AMERICAN WEST METALS LIMITED,FPO,628437,1228684801,0.05114712898609381,2026-06-29
