Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
10X,EXULTANT MINING LIMITED,FPO,7227,27299999,0.026472528442217157,2026-04-08
1GOV,VANECK 1-5 YEAR AUSTRALIAN GOVERN,ETF UNITS,1499,500073,0.2997562355896039,2026-04-08
29M,29METALS LIMITED,FPO,292781,1750076545,0.01672961110395317,2026-04-08
360,LIFE360 INC.,CDI 3:1,160526,182891697,0.08777107032912489,2026-04-08
3DA,AMAERO LTD,FPO,7368,952582206,0.0007734765517969375,2026-04-08
3DP,POINTERRA LIMITED,FPO,22236,818676797,0.002716090169097586,2026-04-08
3PL,3P LEARNING LIMITED..,FPO,12420,272906522,0.004551008861561762,2026-04-08
4DX,4DMEDICAL LIMITED,FPO,570107,589363582,0.0967326481329822,2026-04-08
5GOV,VANECK 5-10 YEAR AUSTRALIAN GOVER,ETF UNITS,4935,1740670,0.28351152142565794,2026-04-08
A11,ATLANTIC LITHIUM LIMITED,FPO,26376,801503291,0.0032908161820635615,2026-04-08
A1G,AFRICAN GOLD LTD.,FPO,297565,569418128,0.052257732124748935,2026-04-08
A1M,AIC MINES LIMITED,FPO,148990,797619821,0.018679325171885367,2026-04-08
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,23,63613477,3.615586049478163e-05,2026-04-08
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,342064,725426194,0.04715352200254297,2026-04-08
A4N,ALPHA HPA LIMITED,FPO,1068651,1451896391,0.07360380579663553,2026-04-08
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,3397,602766747,0.000563567916927574,2026-04-08
AAI,ALCOA CORPORATION,CDI 1:1,14687,38463699,0.038184055048891684,2026-04-08
AAR,ASTRAL RESOURCES NL,FPO,523534,1801045606,0.0290683366515484,2026-04-08
AAU,ANTILLES GOLD LIMITED,FPO,15652,3129563444,0.0005001336537850996,2026-04-08
ABB,AUSSIE BROADBAND LIMITED,FPO,251920,293393955,0.08586407310266499,2026-04-08
ABG,ABACUS GROUP,STAPLED,109074,893657633,0.01220534531035556,2026-04-08
ACDC,GLOBAL X BATTERY TECH & LITHIUM E,ETF UNITS,3288,4883402,0.06733011126259932,2026-04-08
ACE,ACUSENSUS LIMITED.,FPO,8529,168724890,0.005054974402413302,2026-04-08
ACF,ACROW LIMITED,FPO,68407,311561220,0.021956198528173692,2026-04-08
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,63785,189100144,0.03373080456247564,2026-04-08
ACW,ACTINOGEN MEDICAL LIMITED,FPO,134650,3591539845,0.0037490882966940884,2026-04-08
AD8,AUDINATE GROUP LIMITED,FPO,11986,84328558,0.014213453051100436,2026-04-08
ADH,ADAIRS LIMITED,FPO,65521,177337058,0.03694715630164565,2026-04-08
AEE,AURA ENERGY LIMITED,FPO,262766,997440437,0.026344029202417425,2026-04-08
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,14196,113830079,0.012471220370496272,2026-04-08
AEL,AMPLITUDE ENERGY LIMITED,FPO,145603,299880831,0.048553620287920304,2026-04-08
AEU,ATOMIC EAGLE LTD,FPO,11108,381054814,0.0029150661773295426,2026-04-08
AFG,AUSTRALIAN FINANCE GROUP LTD,FPO,39758,271760063,0.014629817038274678,2026-04-08
AFI,AUSTRALIAN FOUNDATION INVESTMENT,FPO,10916,1253017969,0.0008711766526949145,2026-04-08
AGD,AUSTRAL GOLD LIMITED,FPO,8496,668103679,0.0012716589156815585,2026-04-08
AGE,ALLIGATOR ENERGY LIMITED,FPO,159855,4437034145,0.0036027444183664267,2026-04-08
AGL,AGL ENERGY LIMITED.,FPO,480050,672747233,0.07135666658327229,2026-04-08
