Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
29M,29METALS LIMITED,FPO,260000,1669276711,0.015575608183273816,2026-02-02
360,LIFE360 INC.,CDI 3:1,113029,179671506,0.06290869516060048,2026-02-02
3DA,AMAERO LTD,FPO,233974,952582206,0.024562079632211815,2026-02-02
4DX,4DMEDICAL LIMITED,FPO,190016,568723171,0.03341098265187441,2026-02-02
A1G,AFRICAN GOLD LTD.,FPO,46012,561166136,0.008199354353057398,2026-02-02
A1M,AIC MINES LIMITED,FPO,161532,797619821,0.020251753497986354,2026-02-02
A1N,ARN MEDIA LIMITED,FPO,122,313050373,3.897136388334538e-05,2026-02-02
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,11255,60787366,0.018515360576735633,2026-02-02
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,254210,725426194,0.03504284820462383,2026-02-02
A4N,ALPHA HPA LIMITED,FPO,1515977,1141282930,0.1328309536707081,2026-02-02
AAA,BETASHARES AUSTRALIAN HIGH INTERE,ETF UNITS,169,96155761,0.0001757564999147581,2026-02-02
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,17007,602766747,0.0028214894210147924,2026-02-02
AAI,ALCOA CORPORATION,CDI 1:1,31939,52409511,0.06094122877811243,2026-02-02
AAJ,ARUMA RESOURCES LIMITED,FPO,114298,414948529,0.027545103069879784,2026-02-02
AAM,AUMEGA METALS LTD,FPO,19311,789562451,0.002445785000989111,2026-02-02
AAR,ASTRAL RESOURCES NL,FPO,172222,1801045606,0.009562334203323888,2026-02-02
AAU,ANTILLES GOLD LIMITED,FPO,62396,3107301350,0.0020080446976924204,2026-02-02
ABB,AUSSIE BROADBAND LIMITED,FPO,64961,292576043,0.022203116609926944,2026-02-02
ABG,ABACUS GROUP,STAPLED,351117,893657633,0.03928987870011289,2026-02-02
ABY,ADORE BEAUTY GROUP LIMITED,FPO,1039,93957928,0.0011058140830862086,2026-02-02
ACE,ACUSENSUS LIMITED.,FPO,643,162348251,0.0003960621663857654,2026-02-02
ACF,ACROW LIMITED,FPO,3187,311561220,0.0010229129286372675,2026-02-02
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,413626,192220870,0.2151826698110356,2026-02-02
AD8,AUDINATE GROUP LIMITED,FPO,69302,84328558,0.08218093803999352,2026-02-02
ADH,ADAIRS LIMITED,FPO,181164,177337058,0.10215800467378905,2026-02-02
ADN,ANDROMEDA METALS LIMITED,FPO,40000,4623562866,0.0008651336893058263,2026-02-02
AEBD,BETASHARES ETHICAL AUSTRALIAN COM,ETF UNITS,233,1280002,0.01820309655766163,2026-02-02
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,19876,113830079,0.017461114122568604,2026-02-02
AEL,AMPLITUDE ENERGY LIMITED,FPO,55669,299880831,0.018563707394821778,2026-02-02
AESG,ISHARES GLOBAL AGGREGATE BOND ESG,ETF UNITS,4871,3365068,0.14475190397341153,2026-02-02
AEU,ATOMIC EAGLE LTD,FPO,98456,381054814,0.025837752570683967,2026-02-02
AFG,AUSTRALIAN FINANCE GROUP LTD,FPO,67792,271760063,0.024945534399585415,2026-02-02
AFI,AUSTRALIAN FOUNDATION INVESTMENT,FPO,8086,1252983544,0.0006453396805345434,2026-02-02
AGD,AUSTRAL GOLD LIMITED,FPO,5175,621125901,0.0008331644183036573,2026-02-02
AGE,ALLIGATOR ENERGY LIMITED,FPO,640692,4437034145,0.014439645471783944,2026-02-02
AGL,AGL ENERGY LIMITED.,FPO,296872,672747233,0.044128312304779115,2026-02-02
