Code,Name,Class,Gross,Issued,PctGrossVsIssuedPct,Date
1AI,ALGORAE PHARMACEUTICALS LIMITED,FPO,132600,1688760721,0.00785191166226799,2026-01-15
29M,29METALS LIMITED,FPO,131727,1372336435,0.009598739539404563,2026-01-15
360,LIFE360 INC.,CDI 3:1,223001,179671506,0.12411595191949915,2026-01-15
3DA,AMAERO LTD,FPO,500665,952582206,0.05255871848607679,2026-01-15
3DP,POINTERRA LIMITED,FPO,28060,811076797,0.003459598413342356,2026-01-15
4DX,4DMEDICAL LIMITED,FPO,1367574,535663230,0.25530481156976187,2026-01-15
A1G,AFRICAN GOLD LTD.,FPO,20844,561166136,0.0037144080269305487,2026-01-15
A1M,AIC MINES LIMITED,FPO,118506,797619821,0.014857454250751374,2026-01-15
A1N,ARN MEDIA LIMITED,FPO,747,313050373,0.0002386197444332705,2026-01-15
A200,BETASHARES AUSTRALIA 200 ETF,ETF UNITS,14300,60787366,0.02352462516635447,2026-01-15
A2M,THE A2 MILK COMPANY LIMITED,FPO NZ,139444,725426194,0.01922235523797477,2026-01-15
A4N,ALPHA HPA LIMITED,FPO,208974,1141282930,0.018310446472725218,2026-01-15
AAA,BETASHARES AUSTRALIAN HIGH INTERE,ETF UNITS,178969,96155761,0.18612405345114996,2026-01-15
AAC,AUSTRALIAN AGRICULTURAL COMPANY L,FPO,4231,602766747,0.000701929895943646,2026-01-15
AAI,ALCOA CORPORATION,CDI 1:1,15797,52409511,0.03014147565696616,2026-01-15
AAJ,ARUMA RESOURCES LIMITED,FPO,113012,412825268,0.027375262310736267,2026-01-15
AAM,AUMEGA METALS LTD,FPO,2397,789562451,0.00030358586543270156,2026-01-15
AAR,ASTRAL RESOURCES NL,FPO,240092,1791545606,0.013401389235971256,2026-01-15
ABB,AUSSIE BROADBAND LIMITED,FPO,507565,292576043,0.17348139471556118,2026-01-15
ABG,ABACUS GROUP,STAPLED,36411,893657633,0.004074379119637643,2026-01-15
ABY,ADORE BEAUTY GROUP LIMITED,FPO,2532,93957928,0.00269482315531692,2026-01-15
ACDC,GLOBAL X BATTERY TECH & LITHIUM E,ETF UNITS,2259,4843402,0.04664077026850135,2026-01-15
ACE,ACUSENSUS LIMITED.,FPO,2299,162348251,0.0014160916337805204,2026-01-15
ACF,ACROW LIMITED,FPO,18948,311382672,0.006085117029248179,2026-01-15
ACL,AUSTRALIAN CLINICAL LABS LIMITED,FPO,127507,192220870,0.06633358802298626,2026-01-15
AD8,AUDINATE GROUP LIMITED,FPO,16484,84328558,0.019547351918433136,2026-01-15
ADH,ADAIRS LIMITED,FPO,104228,177337058,0.058773953495946676,2026-01-15
ADR,ADHERIUM LIMITED,FPO,948712,3065466588,0.030948371895939256,2026-01-15
ADV,ARDIDEN LTD,FPO,27823,214906395,0.012946566806446128,2026-01-15
AEBD,BETASHARES ETHICAL AUSTRALIAN COM,ETF UNITS,231,1280002,0.018046846801801873,2026-01-15
AEE,AURA ENERGY LIMITED,FPO,53725,897879461,0.005983542594922995,2026-01-15
AEF,AUSTRALIAN ETHICAL INVESTMENT LIM,FPO,12386,113830079,0.010881130988233786,2026-01-15
AEL,AMPLITUDE ENERGY LIMITED,FPO,25219,299880831,0.008409673908099847,2026-01-15
AEM,ADVANCED ENERGY MINERALS LTD,FPO,2224,365870869,0.0006078647382008432,2026-01-15
AESG,ISHARES GLOBAL AGGREGATE BOND ESG,ETF UNITS,3430,3365068,0.10192958953578353,2026-01-15
AEU,ATOMIC EAGLE LTD,FPO,8645,381054814,0.002268702475964521,2026-01-15
AFG,AUSTRALIAN FINANCE GROUP LTD,FPO,42752,271760063,0.015731524171747047,2026-01-15
AFI,AUSTRALIAN FOUNDATION INVESTMENT,FPO,1311,1252983544,0.00010463026480098768,2026-01-15
AGE,ALLIGATOR ENERGY LIMITED,FPO,937781,4437034145,0.021135311772544407,2026-01-15
