Date,Code,Gross_num,PctGrossVsIssuedPct_num
2026-07-30,ARU,15906246,0.26202089510522963
2026-07-30,LTR,15031189,0.47281108634829005
2026-07-30,PLS,10625361,0.3296094382214501
2026-07-30,CXU,5954279,0.2923095799465152
2026-07-30,LOT,4126745,1.5094594712631122
2026-07-30,LIN,4104080,0.2219145656877169
2026-07-30,ZIP,4041321,0.32436393628498367
2026-07-30,DRO,3677691,0.39797940717032027
2026-07-30,CXO,3612982,0.11162197672424332
2026-07-30,VEA,3318493,0.20203657239715087
2026-07-30,EVN,2646770,0.13031275294077954
2026-07-30,GMD,2516578,0.2147639779445144
2026-07-30,RSG,2209908,0.10339149385497275
2026-07-30,BGL,1928660,0.12938333822453685
2026-07-30,GGP,1910284,0.2831445702617886
2026-07-30,ORG,1909594,0.1108458326280332
2026-07-30,APX,1882833,0.7011795847492732
2026-07-30,LYC,1845843,0.1833917806418177
2026-07-30,ALK,1744002,0.12765304097839952
2026-07-30,IPX,1713021,0.4728964855285801
2026-07-30,DYL,1289641,0.13241821660028794
2026-07-30,SBM,1227101,0.10143041810257937
2026-07-30,PDN,1204215,0.2679854084675093
2026-07-30,BOE,1183996,0.2851797645389904
2026-07-30,NXT,875563,0.11527322969690744
2026-07-30,CIA,768485,0.13721796689028137
2026-07-30,KAR,733321,0.10318238150377877
2026-07-30,DVP,687358,0.2082994713630956
2026-07-30,ILU,631083,0.14635675308469892
2026-07-30,PNR,618195,0.15862597612151177
2026-07-30,VUL,612612,0.127984593814721
2026-07-30,WOR,526193,0.107901566862121
2026-07-30,PGA1,517359,0.5078835736110465
2026-07-30,RIO,494424,0.1329735855254348
2026-07-30,KCN,494216,0.18576185535069345
2026-07-30,PNI,431047,0.17888736051632537
2026-07-30,ELD,429337,0.1993218904356115
2026-07-30,TNE,411877,0.1258144715866269
2026-07-30,SLX,387703,0.13924198378304226
2026-07-30,EOS,384111,0.17325541462243385
2026-07-30,GNC,376879,0.1695181807156941
2026-07-30,IEL,370672,0.13317419198467137
2026-07-30,ELV,366406,0.18885346839049055
2026-07-30,JHX,357037,0.1121917400852254
2026-07-30,OOO,345025,2.3358859444490747
2026-07-30,MP1,325698,0.1379697257826601
2026-07-30,BMN,289682,0.13939646540008535
2026-07-30,VBND,280672,0.26157143152969464
2026-07-30,ASL,235847,0.11088225660434475
2026-07-30,DIFF,221932,0.7703683318813921
2026-07-30,LNAS,209092,3.9046613655110156
2026-07-30,GCQF,203603,0.33052979687895834
2026-07-30,TLS,5222695,0.04688599622261178
2026-07-30,PDI,4751740,0.09618756594387097
2026-07-30,AGE,3920709,0.08836328213561674
2026-07-30,SIG,3753353,0.032514289854160626
2026-07-30,SCG,2694329,0.05158607730910302
2026-07-30,NIC,2613411,0.060189995320923534
2026-07-30,S32,2184984,0.04870145872733855
2026-07-30,BPT,2117718,0.09282806986300823
2026-07-30,BHP,2043057,0.040206642553999555
2026-07-30,SGP,2042765,0.08400756432729345
2026-07-30,MI6,1987009,0.08751016740114047
2026-07-30,NAB,1940305,0.06224162881745639
2026-07-30,STO,1830925,0.05637478425943457
2026-07-30,AT4,1817642,0.09986523559398697
2026-07-30,WDS,1629833,0.08573104399582385
2026-07-30,STX,1561431,0.043380349565985826
2026-07-30,MYR,1486639,0.08589584081472826
2026-07-30,MPL,1445091,0.05247237835493614
2026-07-30,MEK,1408804,0.047209743964833115
2026-07-30,OBM,1406964,0.07298844435331141
2026-07-30,A4N,1373476,0.0945987612142222
2026-07-30,AMP,1349111,0.055455251534746924
2026-07-30,SVL,1270834,0.05726091654977054
2026-07-30,EQR,1263849,0.02453887471149866
2026-07-30,ANZ,1246741,0.041338664241054944
2026-07-30,SGQ,1227300,0.026455699419044073
2026-07-30,MEI,1211136,0.04166820913759596
2026-07-30,AZJ,1210306,0.0719004790285815
2026-07-30,WBC,1197418,0.03500911741510012
2026-07-30,QAN,1169897,0.0773128176992741
2026-07-30,TCL,1168021,0.0374343656166875
2026-07-30,FMG,1167371,0.03791439756833241
2026-07-30,FRS,1165135,0.07330810951995682
2026-07-30,IAG,1134050,0.04850610983032136
2026-07-30,DUB,1125000,0.04148570384465556
2026-07-30,NST,1032602,0.07247321247936442
2026-07-30,AIS,1029927,0.06879550001828287
2026-07-30,VCX,1025811,0.022106393609771555
2026-07-30,ORA,931838,0.07604712744551739
2026-07-30,MGR,872036,0.022100022607060336
