Date,Code,Gross_num,PctGrossVsIssuedPct_num
2025-09-16,PLS,11934219,0.37073447997283066
2025-09-16,LOT,6675480,0.2459680471195585
2025-09-16,SDF,5941411,0.5370569538607022
2025-09-16,CWY,5235642,0.23448922243088421
2025-09-16,BOE,3111128,0.7498112094747481
2025-09-16,WHC,2721432,0.32692866027076517
2025-09-16,SBM,2511927,0.2317898275753209
2025-09-16,OBM,2418250,0.12809581775023807
2025-09-16,MTS,2007966,0.18271026506834795
2025-09-16,BGL,1885252,0.12731746641505048
2025-09-16,NHC,1667091,0.19780368499421655
2025-09-16,DYL,1500828,0.15423198685134362
2025-09-16,TWE,1465998,0.18066924106719248
2025-09-16,NWH,1401462,0.3064226108122914
2025-09-16,RRL,1300474,0.17173591594944976
2025-09-16,EMR,1271678,0.19269592937740054
2025-09-16,PEN,1265968,0.4629599307303744
2025-09-16,ATV,1119208,0.11947305793825347
2025-09-16,DRO,1090563,0.1246758309842033
2025-09-16,BBUS,1026585,2.506025681060145
2025-09-16,IPH,991425,0.3794373996892932
2025-09-16,GGP,951019,0.14178406678383343
2025-09-16,IGO,937480,0.12379768212860778
2025-09-16,LKY,921517,0.3619071047432013
2025-09-16,DGT,916102,0.16623303033883724
2025-09-16,AMC,910974,0.1303015581650431
2025-09-16,GEM,860508,0.11152851217403398
2025-09-16,PNV,849371,0.12294703877222951
2025-09-16,GYG,828847,0.8042213560514535
2025-09-16,SUL,791564,0.350518650379827
2025-09-16,NVX,788096,0.11841031460192147
2025-09-16,PNR,757800,0.19224675435636968
2025-09-16,LRV,744907,0.15212205256975464
2025-09-16,ILU,641978,0.14941463774088515
2025-09-16,ING,560115,0.1506983430064541
2025-09-16,IEL,510471,0.18340085832382047
2025-09-16,BAP,434724,0.128081316981549
2025-09-16,TLX,414866,0.12258292981954266
2025-09-16,NUF,396855,0.10360566240926597
2025-09-16,NWL,383149,0.15615888075977527
2025-09-16,IMU,368139,0.12444151588472176
2025-09-16,FAL,300151,0.14115119654314795
2025-09-16,MIN,234691,0.11942431669217433
2025-09-16,BBOZ,217985,1.9580305886981526
2025-09-16,TLS,6896605,0.0605760864366256
2025-09-16,VAU,6279039,0.09230523439628506
2025-09-16,SCG,2994648,0.057408135957659825
2025-09-16,SIG,2647487,0.0229344694472175
2025-09-16,S32,2356009,0.05231349646897827
2025-09-16,DTR,2183906,0.06504737252885438
2025-09-16,MPL,2051877,0.07450525003739647
2025-09-16,MAY,2000000,0.052882509125125494
2025-09-16,KAI,1823533,0.06769088493106781
2025-09-16,DRE,1762538,0.03469904518161236
2025-09-16,INR,1611804,0.06041675438219535
2025-09-16,FMG,1597116,0.05187184792730399
2025-09-16,BHP,1523083,0.029988364587469053
2025-09-16,SGQ,1492824,0.051096095891988366
2025-09-16,RSG,1473105,0.06916973084458698
2025-09-16,WWI,1457179,0.04302493676266969
2025-09-16,BNL,1400000,0.041569111644499626
2025-09-16,RMS,1378695,0.07203306933329282
2025-09-16,BPT,1364791,0.05982426097167086
2025-09-16,LTR,1350508,0.04704659155773852
2025-09-16,SVL,1349592,0.06340475470902143
2025-09-16,NST,1255333,0.08778192731946924
2025-09-16,CMW,1251258,0.047778605932015786
2025-09-16,MGR,1220136,0.03092192659900299
2025-09-16,TCL,1164016,0.03737784369294884
2025-09-16,ANZ,1137514,0.038126573020196564
2025-09-16,BRN,1133186,0.055664526620318074
2025-09-16,NIC,1094611,0.025216014046740554
2025-09-16,LKE,1042840,0.048317101286461495
2025-09-16,MMI,1036653,0.016995941427986078
2025-09-16,ZIP,1031193,0.0798858426038951
2025-09-16,AGE,1014811,0.022871381351517634
2025-09-16,NAB,970305,0.03167792165049742
2025-09-16,WA8,959500,0.0805374387936974
2025-09-16,VEA,956335,0.05922475129704147
2025-09-16,AMP,936661,0.036996731874708234
2025-09-16,VCX,909077,0.019923323739320254
2025-09-16,HRZ,894964,0.03019582917189391
2025-09-16,ARU,885952,0.03126178120915924
2025-09-16,EDV,878917,0.04907464023368832
2025-09-16,GMG,877974,0.042937059376800424
2025-09-16,EVN,869191,0.0431609556033829
2025-09-16,GCM,865874,0.0330190341949315
2025-09-16,DNL,859726,0.04733474002031367
2025-09-16,AZJ,848538,0.048475587097734654
2025-09-16,SRZ,815200,0.036393051000841316
2025-09-16,BXB,815085,0.05965088035429964
2025-09-16,ORA,793652,0.06227371161203844
2025-09-16,YAL,789609,0.059798956156139095
2025-09-16,IXR,754742,0.013253983226458373
2025-09-16,PDI,749349,0.028574191116440023
2025-09-16,HGO,736130,0.028160063280891157
2025-09-16,GOR,733859,0.06754967184894287
2025-09-16,A2M,711547,0.09808675312322676
2025-09-16,SGP,680680,0.028099765808465453
2025-09-16,CXO,676225,0.027930708471609462
2025-09-16,TAH,652303,0.028531588993633637
2025-09-16,MEK,631454,0.02161991585066424
2025-09-16,EUR,622789,0.04304890819619059
2025-09-16,MEI,612657,0.023198495344873248
2025-09-16,APA,611873,0.046523861928980274
